,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DR_attrs,Acc,5.5,12.0,13.0,14.0,15.0,19.0
1,DR_attrs,Agi,6.0,12.5,14.0,15.0,16.0,19.0
2,DR_attrs,Pac,5.0,12.0,13.5,14.0,15.0,17.5
3,DR_attrs,Wor,9.0,11.0,13.0,13.5,15.0,19.0
4,DR_attrs,Jum,3.0,8.0,10.0,12.0,15.0,17.0
5,DR_attrs,Fir,7.5,10.0,11.0,12.0,13.0,16.0
6,DR_attrs,Dri,4.0,8.0,9.0,10.0,11.0,15.0
7,DR_attrs,Cmp,5.5,10.5,11.0,12.0,13.5,16.5
8,DR_attrs,Sta,5.5,12.5,13.5,15.0,16.0,18.0
9,DR_attrs,Pos,6.5,12.0,13.0,14.0,15.0,18.0
10,DR_attrs,Cnt,7.5,12.5,13.0,14.0,15.5,18.0
11,DR_attrs,Fre,2.0,4.0,5.5,6.5,8.0,14.0
12,DR_attrs,Cor,1.5,5.0,6.0,7.0,8.5,12.5
13,DR_attrs,Fin,2.5,5.0,6.0,7.0,8.0,11.5
14,DR_attrs,OtB,4.5,7.5,9.5,10.5,12.0,18.0
15,DR_attrs,Pas,8.0,10.0,12.0,12.5,13.0,16.0
16,DR_attrs,Tec,7.0,10.0,12.0,13.0,14.0,17.5
17,DR_attrs,Ant,9.0,12.0,13.0,14.0,15.0,18.5
18,DR_attrs,Dec,9.0,12.0,13.0,14.0,15.5,18.5
19,DR_attrs,Lon,1.5,6.0,8.0,9.0,10.0,13.0
20,DR_attrs,Fla,4.0,6.0,8.0,10.0,12.5,17.0
21,DR_attrs,Tck,3.5,12.0,13.0,14.0,15.0,20.0
22,DR_attrs,Hea,5.0,9.0,10.0,11.0,13.0,17.0
23,DR_attrs,Agg,6.0,8.0,10.5,13.0,15.0,19.0
24,DR_attrs,Bra,7.0,10.0,12.0,13.5,16.0,18.5
25,DR_attrs,Bal,8.0,12.0,13.0,14.0,16.0,19.0
26,DR_attrs,Str,5.0,10.0,11.5,12.5,13.0,17.0
27,DR_attrs,Det,5.0,12.0,13.0,15.0,15.0,19.0
28,DR_attrs,Mar,2.0,12.0,12.0,13.0,14.0,17.0
29,DR_attrs,Vis,4.5,9.0,10.5,11.5,12.5,16.5
30,DR_attrs,Tea,8.0,11.5,12.5,14.0,15.5,18.0
31,DR_attrs,Cro,2.0,6.5,8.5,10.0,12.0,14.5
32,DR_attrs,Ldr,2.0,7.0,9.0,12.0,13.0,19.0
33,DR_attrs,Nat,6.5,12.0,13.0,14.5,15.5,19.0
34,DR_attrs,L Th,1.5,6.0,8.0,10.0,11.5,16.0
35,DR_attrs,Pen,2.5,4.5,6.5,7.0,8.0,13.0
36,DR_attrs,Aer,1.0,1.5,2.0,2.5,3.5,5.5
37,DR_attrs,Cmd,1.0,2.0,2.0,2.5,3.0,4.0
38,DR_attrs,Com,1.0,1.5,2.0,2.5,3.0,6.0
39,DR_attrs,Ecc,1.0,1.5,2.0,2.5,3.5,5.0
40,DR_attrs,Han,1.0,1.5,2.0,2.5,3.0,5.5
41,DR_attrs,Kic,1.0,2.0,2.0,2.5,3.0,5.5
42,DR_attrs,Pun,1.0,2.0,2.0,2.5,3.0,5.5
43,DR_attrs,1v1,1.0,1.5,2.0,3.0,3.5,4.5
44,DR_attrs,Ref,1.0,1.5,2.0,2.5,3.0,5.0
45,DR_attrs,TRO,1.0,1.5,2.0,2.5,3.0,5.5
46,DR_attrs,Thr,1.0,1.5,2.0,2.5,3.0,5.0
47,DR_attrs,Age,17.0,22.0,23.0,27.0,30.0,38.0
