,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MR_attrs,Acc,4.5,13.0,14.0,15.0,16.0,19.0
1,MR_attrs,Agi,7.5,14.0,15.0,16.0,17.0,19.0
2,MR_attrs,Pac,3.5,13.0,14.0,15.0,15.5,19.0
3,MR_attrs,Wor,5.5,11.0,12.0,13.0,15.0,19.0
4,MR_attrs,Jum,2.0,6.0,8.0,10.0,13.0,16.0
5,MR_attrs,Fir,9.0,12.0,13.0,14.0,15.0,18.0
6,MR_attrs,Dri,7.5,11.5,13.0,14.0,15.0,17.0
7,MR_attrs,Cmp,8.0,10.5,12.5,13.5,14.5,18.0
8,MR_attrs,Sta,6.5,11.0,12.0,13.5,14.5,17.0
9,MR_attrs,Pos,3.0,6.0,8.0,9.0,10.5,15.0
10,MR_attrs,Cnt,3.0,8.0,10.0,11.0,12.5,18.0
11,MR_attrs,Fre,2.0,6.5,8.5,10.5,13.5,16.5
12,MR_attrs,Cor,3.0,8.0,9.0,11.0,12.0,17.0
13,MR_attrs,Fin,5.0,7.5,9.0,11.0,12.0,16.0
14,MR_attrs,OtB,7.5,12.0,13.0,14.0,15.0,20.0
15,MR_attrs,Pas,6.5,11.5,12.5,13.5,14.5,17.0
16,MR_attrs,Tec,9.5,12.5,14.0,15.0,16.0,19.0
17,MR_attrs,Ant,7.5,10.5,11.5,13.0,14.0,18.0
18,MR_attrs,Dec,8.0,11.0,12.0,13.0,14.0,17.0
19,MR_attrs,Lon,3.0,9.0,10.0,11.5,12.0,15.5
20,MR_attrs,Fla,5.0,12.0,13.0,14.5,16.0,19.0
21,MR_attrs,Tck,2.5,5.0,6.0,8.0,10.0,14.0
22,MR_attrs,Hea,3.0,7.0,8.0,9.0,10.0,14.5
23,MR_attrs,Agg,5.0,8.0,9.0,11.0,13.0,17.0
24,MR_attrs,Bra,3.0,8.0,9.5,10.5,13.0,17.0
25,MR_attrs,Bal,7.0,11.5,13.0,14.0,15.5,19.0
26,MR_attrs,Str,4.0,8.0,10.0,11.0,12.0,15.0
27,MR_attrs,Det,5.5,11.5,13.5,14.5,15.5,19.5
28,MR_attrs,Mar,2.0,5.0,6.0,7.5,8.5,14.0
29,MR_attrs,Vis,7.0,10.0,12.0,13.0,15.0,18.0
30,MR_attrs,Tea,6.5,10.0,11.0,12.0,14.5,19.0
31,MR_attrs,Cro,5.0,10.0,11.0,13.0,14.0,16.0
32,MR_attrs,Ldr,2.0,7.0,8.5,10.0,12.0,16.0
33,MR_attrs,Nat,7.5,12.0,13.0,14.0,15.0,20.0
34,MR_attrs,L Th,1.0,4.5,6.0,7.5,9.0,13.0
35,MR_attrs,Pen,2.5,6.0,7.5,10.0,12.0,16.5
36,MR_attrs,Aer,1.0,2.0,2.0,2.5,3.5,5.0
37,MR_attrs,Cmd,1.0,1.5,2.0,2.5,3.0,5.0
38,MR_attrs,Com,1.0,2.0,2.0,2.5,3.0,6.0
39,MR_attrs,Ecc,1.0,2.0,2.0,2.5,3.0,4.5
40,MR_attrs,Han,1.0,2.0,2.0,2.5,3.0,5.5
41,MR_attrs,Kic,1.0,1.5,2.0,2.5,3.0,5.5
42,MR_attrs,Pun,1.0,1.5,2.0,3.0,3.0,5.5
43,MR_attrs,1v1,1.0,1.5,2.0,3.0,3.5,5.5
44,MR_attrs,Ref,1.0,1.5,2.0,2.5,3.0,5.5
45,MR_attrs,TRO,1.0,1.5,2.5,2.5,3.5,5.5
46,MR_attrs,Thr,1.0,2.0,2.0,2.5,3.0,4.5
47,MR_attrs,Age,18.0,22.0,25.0,29.0,31.0,36.0
