,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MC_abis,Aerial,2.0,7.0,9.5,12.0,14.0,18.0
1,MC_abis,Awareness,9.17,12.17,13.17,13.83,14.67,17.0
2,MC_abis,Clearing,3.0,8.0,9.0,10.0,12.0,17.0
3,MC_abis,Closing,7.0,10.5,11.5,12.5,13.75,16.5
4,MC_abis,Control,8.0,12.5,13.75,14.5,15.75,18.5
5,MC_abis,Creativity,7.33,12.0,12.83,13.5,14.33,18.17
6,MC_abis,Crossing,7.33,11.0,12.17,13.0,14.0,16.67
7,MC_abis,Decision,8.25,12.25,13.25,13.75,14.75,17.5
8,MC_abis,Defensive,7.0,10.5,11.5,12.5,13.75,16.5
9,MC_abis,Dribbling,5.5,10.75,12.5,13.5,14.75,18.0
10,MC_abis,Focus,7.25,11.25,12.0,13.0,13.75,17.0
11,MC_abis,Endeavour,8.75,10.75,11.75,12.5,14.0,17.88
12,MC_abis,Intelligence,8.2,12.1,13.0,13.6,14.2,16.9
13,MC_abis,Marking,6.0,9.67,11.0,12.0,13.17,15.67
14,MC_abis,Mobility,7.12,12.12,13.12,14.0,15.0,17.75
15,MC_abis,Movement,8.33,12.33,13.17,13.83,14.5,16.83
16,MC_abis,Off The Ball,3.5,10.5,12.0,13.0,15.0,19.0
17,MC_abis,Passing,9.0,12.75,13.75,14.5,15.75,18.5
18,MC_abis,Physical,7.0,11.0,12.25,13.0,14.0,17.25
19,MC_abis,Shooting,5.83,10.0,10.83,11.83,13.17,15.67
20,MC_abis,Tackling,2.0,7.0,9.5,12.0,13.0,18.0
