,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DC_attrs,Acc,6.0,11.5,12.5,13.5,14.5,18.0
1,DC_attrs,Agi,6.0,12.0,13.0,14.0,15.0,19.0
2,DC_attrs,Pac,5.0,12.0,13.0,14.0,15.0,18.0
3,DC_attrs,Wor,9.0,11.0,12.5,13.0,15.0,18.0
4,DC_attrs,Jum,5.0,12.0,13.0,14.0,16.0,18.0
5,DC_attrs,Fir,5.0,10.0,11.0,12.0,13.0,17.0
6,DC_attrs,Dri,2.5,6.5,8.5,9.5,10.5,15.5
7,DC_attrs,Cmp,5.5,10.0,11.5,13.0,14.0,17.5
8,DC_attrs,Sta,5.5,12.0,13.5,15.0,15.5,18.0
9,DC_attrs,Pos,11.0,13.0,14.0,14.0,15.0,18.0
10,DC_attrs,Cnt,8.0,13.0,13.5,14.5,15.5,18.0
11,DC_attrs,Fre,1.5,4.0,5.5,7.0,8.5,14.0
12,DC_attrs,Cor,1.5,5.0,6.0,7.0,8.0,11.5
13,DC_attrs,Fin,2.0,5.0,6.0,7.0,8.0,11.0
14,DC_attrs,OtB,3.5,7.0,8.5,10.0,11.5,14.5
15,DC_attrs,Pas,6.0,10.5,12.0,13.0,14.0,16.0
16,DC_attrs,Tec,5.0,9.5,11.0,12.5,13.5,17.0
17,DC_attrs,Ant,9.0,12.5,13.5,14.5,15.0,18.5
18,DC_attrs,Dec,9.0,12.5,13.5,15.0,15.5,18.0
19,DC_attrs,Lon,1.5,6.0,7.5,9.0,10.0,13.0
20,DC_attrs,Fla,2.5,6.0,8.0,9.0,11.0,15.0
21,DC_attrs,Tck,9.0,12.0,13.0,14.0,15.0,18.0
22,DC_attrs,Hea,6.0,10.0,12.0,13.0,14.0,18.0
23,DC_attrs,Agg,3.0,9.5,11.5,13.0,14.0,19.5
24,DC_attrs,Bra,4.0,11.0,13.0,14.5,16.0,19.0
25,DC_attrs,Bal,7.0,12.0,13.0,14.5,15.5,19.0
26,DC_attrs,Str,7.0,11.0,12.0,13.0,14.5,17.0
27,DC_attrs,Det,7.0,12.0,13.0,14.0,15.0,19.0
28,DC_attrs,Mar,9.5,12.0,13.0,14.0,14.5,17.0
29,DC_attrs,Vis,3.5,9.5,10.5,12.0,13.0,16.0
30,DC_attrs,Tea,6.5,11.5,12.5,14.0,15.0,19.0
31,DC_attrs,Cro,2.0,5.5,7.0,8.5,10.0,14.0
32,DC_attrs,Ldr,2.0,7.0,10.0,12.0,13.0,19.0
33,DC_attrs,Nat,6.0,12.5,13.5,14.5,16.0,19.0
34,DC_attrs,L Th,1.5,5.0,7.0,8.0,10.0,15.5
35,DC_attrs,Pen,1.5,5.5,7.0,7.5,9.0,15.5
36,DC_attrs,Aer,1.0,1.5,2.0,2.5,3.5,5.5
37,DC_attrs,Cmd,1.0,2.0,2.0,2.5,3.0,4.5
38,DC_attrs,Com,1.0,1.5,2.0,2.5,3.0,4.5
39,DC_attrs,Ecc,1.0,1.5,2.0,2.5,3.0,5.0
40,DC_attrs,Han,1.0,1.5,2.0,2.5,3.0,5.0
41,DC_attrs,Kic,1.0,1.5,2.0,2.5,3.0,5.5
42,DC_attrs,Pun,1.0,2.0,2.0,2.5,3.0,4.5
43,DC_attrs,1v1,1.0,1.5,2.0,2.5,3.0,4.5
44,DC_attrs,Ref,1.0,2.0,2.0,3.0,3.5,5.0
45,DC_attrs,TRO,1.0,1.5,2.0,2.5,3.0,6.0
46,DC_attrs,Thr,1.0,1.5,2.0,2.5,3.0,5.0
47,DC_attrs,Age,17.0,22.0,23.0,28.0,30.0,38.0
