,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DC_abis,Aerial,5.0,12.0,13.0,14.0,16.0,18.0
1,DC_abis,Awareness,8.83,11.5,12.33,13.17,14.0,16.5
2,DC_abis,Clearing,6.0,10.0,12.0,13.0,14.0,18.0
3,DC_abis,Closing,9.5,11.75,12.75,13.5,14.25,16.25
4,DC_abis,Control,6.75,10.0,11.25,12.0,13.0,16.0
5,DC_abis,Creativity,8.67,11.17,11.83,12.67,13.33,14.67
6,DC_abis,Crossing,6.0,9.0,10.33,11.33,12.0,14.0
7,DC_abis,Decision,10.0,12.25,13.25,13.75,15.0,17.5
8,DC_abis,Defensive,9.5,11.75,12.75,13.5,14.25,16.25
9,DC_abis,Dribbling,5.25,8.5,9.5,11.0,11.75,14.0
10,DC_abis,Focus,9.0,12.0,12.75,13.25,14.5,16.75
11,DC_abis,Endeavour,9.12,11.75,12.62,13.5,14.0,16.75
12,DC_abis,Intelligence,9.4,11.2,11.8,12.4,13.2,15.4
13,DC_abis,Marking,10.33,12.17,12.67,13.33,14.17,16.0
14,DC_abis,Mobility,7.5,12.0,13.25,13.75,14.75,17.25
15,DC_abis,Movement,10.5,12.67,13.33,14.0,14.67,16.67
16,DC_abis,Off The Ball,3.5,7.0,8.5,10.0,11.5,14.5
17,DC_abis,Passing,6.0,10.0,11.75,12.5,13.5,16.5
18,DC_abis,Physical,9.25,11.5,13.0,13.5,14.5,17.0
19,DC_abis,Shooting,4.67,7.33,8.5,9.33,10.0,12.0
20,DC_abis,Tackling,9.0,12.0,13.0,14.0,15.0,18.0
