,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AML_abis,Aerial,2.0,6.0,7.0,10.0,12.0,20.0
1,AML_abis,Awareness,8.5,10.5,12.17,12.83,14.0,17.0
2,AML_abis,Clearing,3.0,7.0,8.0,9.0,11.0,16.0
3,AML_abis,Closing,6.5,9.0,10.0,11.0,12.0,15.5
4,AML_abis,Control,10.0,12.75,14.0,14.5,16.0,17.5
5,AML_abis,Creativity,7.33,12.0,13.17,13.83,14.33,18.17
6,AML_abis,Crossing,9.0,11.83,12.67,13.67,14.33,16.67
7,AML_abis,Decision,8.0,10.75,12.0,12.5,13.5,17.0
8,AML_abis,Defensive,6.5,9.0,10.0,11.0,12.0,15.5
9,AML_abis,Dribbling,9.5,13.0,13.75,14.75,15.5,18.0
10,AML_abis,Focus,7.25,10.5,11.5,12.25,13.5,17.0
11,AML_abis,Endeavour,7.5,10.12,11.25,12.25,13.25,16.0
12,AML_abis,Intelligence,8.2,11.4,12.6,13.4,14.2,16.9
13,AML_abis,Marking,6.0,7.83,8.83,9.67,10.67,13.5
14,AML_abis,Mobility,9.5,13.12,14.0,14.88,15.75,18.25
15,AML_abis,Movement,8.33,10.83,12.0,12.83,13.83,16.67
16,AML_abis,Off The Ball,9.0,12.0,13.5,14.5,16.0,20.0
17,AML_abis,Passing,9.0,12.0,13.5,14.25,15.5,18.0
18,AML_abis,Physical,7.0,10.5,11.5,12.5,13.5,15.5
19,AML_abis,Shooting,8.0,10.67,11.83,12.83,13.67,16.33
20,AML_abis,Tackling,2.0,4.5,6.0,7.0,9.0,15.0
