Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
José Aurelio Suárez,67153377,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Fernando,2000194985,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Luis Muñoz,90065199,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Karim Pérez,2000193717,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Jan Crettaz,2000571662,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Kepa Uriarte,67277833,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Saúl Rodríguez,2000440182,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Tòfol Montiel,43459237,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Matías Cavalleri,75049257,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Alberto Barace,2000663353,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ismael Gutiérrez,67298778,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Saúl,2000664224,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirko Ladrón de Guevara,14197826,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Salva Gutiérrez,2000571656,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Iago Salamanca,2000710728,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Nabil Touaizi,28113829,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Joaquín Correa,14042683,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Leander Dendoncker,18057380,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Tommaso Augello,43096264,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Pape Gueye,48043484,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Enock Kwateng,85134692,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Nicolas Pépé,85136376,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Xabier Santamaría,2000202642,0,1,0,0,0,0,0,1,0,0,1,1,0,0
Tasos Chatzigiovanis,36096701,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Acyr,2000408996,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Ricardo,2000443686,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dani,2000571661,0,0,1,0,0,0,0,0,0,0,0,0,0,0
