Player,UID,DM,AM,BWM,HB,SV,RGA
José Aurelio Suárez,67153377.0,9.6,9.2,9.2,9.95,9.75,9.65
Carlos Fernando,2000194985.0,13.85,13.8,13.8,12.8,12.45,12.2
Luis Muñoz,90065199.0,12.65,12.25,12.25,12.25,11.8,10.5
Karim Pérez,2000193717.0,13.65,13.65,13.65,13.45,11.8,9.5
Jan Crettaz,2000571662.0,14.1,14.2,14.2,14.5,13.3,12.0
Kepa Uriarte,67277833.0,10.15,9.25,9.25,9.8,10.8,12.2
Saúl Rodríguez,2000440182.0,9.2,9.2,9.2,9.7,9.7,12.2
Tòfol Montiel,43459237.0,9.5,9.4,9.4,8.8,10.1,13.0
Matías Cavalleri,75049257.0,10.05,9.75,9.75,10.2,10.7,12.6
Alberto Barace,2000663353.0,9.9,9.3,9.3,10.0,10.5,12.7
Ismael Gutiérrez,67298778.0,12.4,11.8,11.8,11.1,12.35,12.0
Saúl,2000664224.0,8.9,8.4,8.4,9.75,7.45,8.15
Mirko Ladrón de Guevara,14197826.0,11.7,11.65,11.65,11.35,12.25,12.7
Salva Gutiérrez,2000571656.0,10.65,10.7,10.7,10.6,11.45,12.3
Iago Salamanca,2000710728.0,10.65,10.75,10.75,9.7,10.2,13.0
Nabil Touaizi,28113829.0,10.8,10.2,10.2,10.2,10.95,13.15
Joaquín Correa,14042683.0,9.7,9.8,9.8,10.2,10.05,14.05
Leander Dendoncker,18057380.0,12.55,12.6,12.6,12.65,12.55,11.35
Tommaso Augello,43096264.0,12.65,12.7,12.7,12.45,13.05,12.05
Pape Gueye,48043484.0,12.4,12.55,12.55,11.9,11.8,12.5
Enock Kwateng,85134692.0,12.85,12.65,12.65,12.7,12.7,12.15
Nicolas Pépé,85136376.0,8.75,8.9,8.9,8.35,9.45,12.8
Xabier Santamaría,2000202642.0,9.6,9.2,9.2,10.0,10.25,12.2
Tasos Chatzigiovanis,36096701.0,8.95,8.95,8.95,8.8,9.35,10.15
Acyr,2000408996.0,13.55,13.65,13.65,13.15,13.2,13.6
Ricardo,2000443686.0,9.7,9.4,9.4,10.1,9.65,11.35
Dani,2000571661.0,11.8,12.0,12.0,12.9,10.85,10.15
