Player,UID,AF,CF,DLF,F9,P,PF,TM
José Aurelio Suárez,67153377.0,8.45,8.6,10.65,8.7,8.45,8.65,9.15
Carlos Fernando,2000194985.0,11.5,10.6,11.55,11.25,11.5,11.7,10.45
Luis Muñoz,90065199.0,9.45,8.9,9.7,8.9,9.45,10.0,9.5
Karim Pérez,2000193717.0,10.45,9.9,10.2,9.15,10.45,12.0,11.5
Jan Crettaz,2000571662.0,12.8,12.8,12.4,11.9,12.8,13.7,12.2
Kepa Uriarte,67277833.0,12.85,11.8,12.8,13.05,12.85,12.1,11.2
Saúl Rodríguez,2000440182.0,14.1,12.5,12.5,12.9,14.1,13.0,12.2
Tòfol Montiel,43459237.0,13.2,12.5,12.8,13.5,13.2,11.4,11.3
Matías Cavalleri,75049257.0,13.45,11.8,13.0,13.55,13.45,11.9,10.9
Alberto Barace,2000663353.0,13.6,12.4,13.6,13.6,13.6,12.1,12.6
Ismael Gutiérrez,67298778.0,10.85,11.25,11.8,11.9,10.85,10.45,9.85
Saúl,2000664224.0,7.4,5.5,7.55,6.95,7.4,7.45,6.5
Mirko Ladrón de Guevara,14197826.0,12.4,12.0,13.35,12.7,12.4,11.75,11.65
Salva Gutiérrez,2000571656.0,11.3,12.1,13.15,12.4,11.3,11.6,11.1
Iago Salamanca,2000710728.0,12.9,12.5,12.1,12.5,12.9,12.35,11.9
Nabil Touaizi,28113829.0,13.55,13.05,13.4,13.7,13.55,12.25,12.7
Joaquín Correa,14042683.0,12.55,13.25,13.6,14.2,12.55,12.55,12.5
Leander Dendoncker,18057380.0,10.1,11.35,11.5,10.85,10.1,11.3,12.2
Tommaso Augello,43096264.0,10.5,11.25,11.9,12.15,10.5,11.3,11.1
Pape Gueye,48043484.0,11.4,11.7,12.4,12.35,11.4,12.05,11.75
Enock Kwateng,85134692.0,10.95,10.75,11.1,11.45,10.95,11.1,10.6
Nicolas Pépé,85136376.0,13.05,12.4,12.85,13.3,13.05,11.4,11.75
Xabier Santamaría,2000202642.0,12.45,11.6,13.1,12.85,12.45,11.7,11.25
Tasos Chatzigiovanis,36096701.0,11.6,10.05,9.85,10.5,11.6,11.1,8.65
Acyr,2000408996.0,10.05,11.7,12.4,12.8,10.05,10.3,11.4
Ricardo,2000443686.0,13.45,10.15,11.3,11.6,13.45,12.35,11.0
Dani,2000571661.0,9.3,9.55,10.85,9.85,9.3,10.6,10.8
