Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
José Aurelio Suárez,67153377.0,4.83,11.88,9.5,7.5,5.5,9.0,8.5,11.92
Carlos Fernando,2000194985.0,12.0,14.25,12.75,10.33,7.33,11.17,10.0,14.25
Luis Muñoz,90065199.0,12.33,10.75,11.0,7.33,6.17,9.0,11.5,13.75
Karim Pérez,2000193717.0,12.67,14.38,12.5,6.83,5.67,8.83,15.0,12.92
Jan Crettaz,2000571662.0,14.0,14.75,13.0,9.33,9.67,13.0,11.5,13.83
Kepa Uriarte,67277833.0,6.67,13.38,14.5,12.83,12.0,13.17,11.5,9.75
Saúl Rodríguez,2000440182.0,4.0,13.5,16.0,12.33,13.0,13.67,11.0,12.0
Tòfol Montiel,43459237.0,5.0,12.0,13.5,14.67,13.0,15.0,7.5,11.67
Matías Cavalleri,75049257.0,5.0,12.62,14.5,12.83,12.33,13.5,6.5,11.92
Alberto Barace,2000663353.0,7.33,12.0,14.5,13.33,14.33,13.67,13.5,12.0
Ismael Gutiérrez,67298778.0,13.33,11.5,13.5,11.0,8.17,12.83,7.25,12.83
Saúl,2000664224.0,5.33,9.88,7.25,7.17,3.83,3.17,7.75,12.83
Mirko Ladrón de Guevara,14197826.0,11.33,12.62,13.0,13.67,11.83,12.67,10.5,11.75
Salva Gutiérrez,2000571656.0,8.0,11.62,12.5,14.67,10.17,11.83,6.5,12.08
Iago Salamanca,2000710728.0,5.67,10.62,11.25,12.5,14.0,14.83,11.5,12.08
Nabil Touaizi,28113829.0,7.67,13.5,14.5,12.5,12.5,15.5,12.5,10.33
Joaquín Correa,14042683.0,3.67,10.25,12.0,15.83,12.83,15.83,9.0,13.0
Leander Dendoncker,18057380.0,12.67,10.25,9.5,11.0,10.5,8.83,14.0,13.08
Tommaso Augello,43096264.0,13.0,10.0,9.5,10.67,11.17,11.17,7.5,13.25
Pape Gueye,48043484.0,12.33,12.12,13.25,12.67,8.33,12.67,10.5,12.0
Enock Kwateng,85134692.0,13.33,11.88,11.5,11.83,9.17,10.0,10.5,13.25
Nicolas Pépé,85136376.0,4.83,10.38,13.0,14.33,14.33,14.33,9.0,10.0
Xabier Santamaría,2000202642.0,4.83,12.88,12.0,11.5,12.0,12.5,7.75,10.58
Tasos Chatzigiovanis,36096701.0,6.67,11.12,15.0,11.33,9.67,10.33,6.5,9.42
Acyr,2000408996.0,13.67,9.0,6.5,10.0,10.83,13.33,9.5,15.75
Ricardo,2000443686.0,6.67,13.25,16.5,12.17,10.83,11.5,11.0,11.0
Dani,2000571661.0,12.17,13.0,10.25,9.33,7.0,8.17,11.25,12.75
