Player,UID,AMC,AP,T,SS,AM,EG
José Aurelio Suárez,67153377.0,10.35,9.45,10.35,9.15,9.5,8.7
Carlos Fernando,2000194985.0,13.1,12.3,13.1,11.4,12.2,11.2
Luis Muñoz,90065199.0,10.7,9.9,10.7,9.8,9.95,8.85
Karim Pérez,2000193717.0,11.0,10.6,11.0,10.35,10.3,10.1
Jan Crettaz,2000571662.0,12.7,12.3,12.7,12.9,13.0,12.2
Kepa Uriarte,67277833.0,13.1,13.3,13.1,13.15,13.4,13.4
Saúl Rodríguez,2000440182.0,12.5,13.1,12.5,12.8,12.7,13.5
Tòfol Montiel,43459237.0,13.1,13.7,13.1,13.4,13.6,13.7
Matías Cavalleri,75049257.0,13.1,13.2,13.1,13.15,13.4,13.3
Alberto Barace,2000663353.0,12.4,12.7,12.4,13.0,13.0,13.1
Ismael Gutiérrez,67298778.0,12.6,11.95,12.6,11.8,12.25,11.55
Saúl,2000664224.0,8.6,7.4,8.6,6.45,7.3,6.25
Mirko Ladrón de Guevara,14197826.0,12.7,12.85,12.7,11.95,12.8,12.75
Salva Gutiérrez,2000571656.0,12.6,13.2,12.6,12.1,13.0,12.55
Iago Salamanca,2000710728.0,13.25,13.95,13.25,13.85,13.65,13.7
Nabil Touaizi,28113829.0,13.0,13.4,13.0,13.8,13.75,13.9
Joaquín Correa,14042683.0,13.8,14.6,13.8,14.1,14.35,14.6
Leander Dendoncker,18057380.0,11.8,11.3,11.8,10.95,10.9,10.65
Tommaso Augello,43096264.0,12.6,12.3,12.6,12.15,12.1,11.65
Pape Gueye,48043484.0,12.6,13.05,12.6,12.05,12.9,12.75
Enock Kwateng,85134692.0,12.25,11.95,12.25,11.35,11.7,11.75
Nicolas Pépé,85136376.0,12.25,13.25,12.25,12.75,12.95,13.35
Xabier Santamaría,2000202642.0,12.5,12.9,12.5,12.75,12.9,13.2
Tasos Chatzigiovanis,36096701.0,10.8,11.2,10.8,10.65,11.05,11.0
Acyr,2000408996.0,14.0,13.1,14.0,12.7,12.85,11.85
Ricardo,2000443686.0,10.8,11.4,10.8,11.5,11.45,12.1
Dani,2000571661.0,10.7,10.4,10.7,9.0,9.3,9.65
