Match,Player,UID
#GK,José Aurelio Suárez,67153377
#GK,Saúl,2000664224
#DR,Carlos Fernando,2000194985
#DR,Luis Muñoz,90065199
#DR,Karim Pérez,2000193717
#DR,Enock Kwateng,85134692
#DR,Xabier Santamaría,2000202642
#DR,Acyr,2000408996
#DC,Luis Muñoz,90065199
#DC,Karim Pérez,2000193717
#DC,Leander Dendoncker,18057380
#DC,Enock Kwateng,85134692
#DC,Dani,2000571661
#DL,Tommaso Augello,43096264
#DL,Acyr,2000408996
#WBR,Carlos Fernando,2000194985
#WBR,Enock Kwateng,85134692
#DM,Luis Muñoz,90065199
#DM,Karim Pérez,2000193717
#DM,Jan Crettaz,2000571662
#DM,Ismael Gutiérrez,67298778
#DM,Mirko Ladrón de Guevara,14197826
#DM,Leander Dendoncker,18057380
#DM,Pape Gueye,48043484
#WBL,Tommaso Augello,43096264
#WBL,Acyr,2000408996
#MR,Matías Cavalleri,75049257
#MR,Nicolas Pépé,85136376
#MR,Xabier Santamaría,2000202642
#MR,Tasos Chatzigiovanis,36096701
#MC,Luis Muñoz,90065199
#MC,Karim Pérez,2000193717
#MC,Jan Crettaz,2000571662
#MC,Kepa Uriarte,67277833
#MC,Ismael Gutiérrez,67298778
#MC,Mirko Ladrón de Guevara,14197826
#MC,Salva Gutiérrez,2000571656
#MC,Joaquín Correa,14042683
#MC,Leander Dendoncker,18057380
#MC,Pape Gueye,48043484
#ML,Jan Crettaz,2000571662
#ML,Kepa Uriarte,67277833
#ML,Saúl Rodríguez,2000440182
#ML,Matías Cavalleri,75049257
#ML,Joaquín Correa,14042683
#ML,Tommaso Augello,43096264
#ML,Tasos Chatzigiovanis,36096701
#AMR,Saúl Rodríguez,2000440182
#AMR,Tòfol Montiel,43459237
#AMR,Matías Cavalleri,75049257
#AMR,Alberto Barace,2000663353
#AMR,Nabil Touaizi,28113829
#AMR,Joaquín Correa,14042683
#AMR,Nicolas Pépé,85136376
#AMR,Xabier Santamaría,2000202642
#AMR,Tasos Chatzigiovanis,36096701
#AMC,Saúl Rodríguez,2000440182
#AMC,Tòfol Montiel,43459237
#AMC,Salva Gutiérrez,2000571656
#AMC,Iago Salamanca,2000710728
#AMC,Nabil Touaizi,28113829
#AMC,Joaquín Correa,14042683
#AMC,Xabier Santamaría,2000202642
#AML,Kepa Uriarte,67277833
#AML,Saúl Rodríguez,2000440182
#AML,Tòfol Montiel,43459237
#AML,Matías Cavalleri,75049257
#AML,Nabil Touaizi,28113829
#AML,Joaquín Correa,14042683
#AML,Nicolas Pépé,85136376
#AML,Tasos Chatzigiovanis,36096701
#AML,Ricardo,2000443686
#STC,Saúl Rodríguez,2000440182
#STC,Tòfol Montiel,43459237
#STC,Alberto Barace,2000663353
#STC,Iago Salamanca,2000710728
#STC,Nabil Touaizi,28113829
#STC,Joaquín Correa,14042683
#STC,Ricardo,2000443686
