Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Rasmus Jönsson,2000397710.0,2.0,14.25,18.0,11.83,1.5,3.0,2.0,1.0
Olexandr Zinchenko,71081391.0,2.5,13.0,13.5,14.33,1.5,3.0,2.5,3.0
Ryan Gravenberch,37071197.0,2.0,15.25,14.5,14.5,2.5,2.0,1.0,1.5
Teun Koopmeiners,37057982.0,1.5,15.75,13.0,15.0,2.0,3.0,2.5,2.0
Ibrahim Zagré,2000435828.0,2.5,15.25,15.0,13.17,2.5,3.0,2.0,2.0
Manuel Oliveira,2000434824.0,1.0,15.75,17.0,13.67,1.5,2.0,3.0,2.5
Kenedy,2000410526.0,3.0,17.0,17.0,15.67,1.5,2.0,2.5,2.0
Amar Forsberg,2000397706.0,1.0,15.25,14.0,15.33,1.0,2.0,1.5,2.5
Sorin Tudor,2000335174.0,2.0,15.25,14.0,14.67,2.5,3.0,2.0,1.5
Nicolai Witt,2000322718.0,3.0,16.5,14.0,14.5,2.0,3.0,2.0,2.0
Carlos Soler,67196204.0,1.5,14.0,14.5,13.33,1.5,2.0,1.0,1.5
Eduardo Camavinga,49056243.0,2.0,15.0,15.0,14.5,1.5,2.0,3.0,1.0
Manuel Locatelli,43167354.0,2.5,14.0,13.5,15.17,2.5,2.0,2.0,3.0
Duško Čikić,2000191147.0,1.5,16.5,15.0,14.33,1.5,2.0,2.0,2.0
Nuno Mendes,83261910.0,2.0,15.25,15.5,14.0,3.0,1.0,1.5,1.5
Andrea Papetti,43425644.0,1.5,15.0,15.0,14.33,2.0,3.0,1.5,2.0
Karl-Heinz Heckenberger,2000232571.0,2.5,14.75,13.0,15.83,3.0,1.0,2.0,2.0
Gianluigi Donnarumma,43252073.0,18.0,16.0,11.5,15.83,16.0,9.0,16.0,14.5
Morten Sørensen,2000189231.0,15.0,15.5,8.0,14.67,16.0,1.0,14.5,15.0
Mamoudou Camara,2000197834.0,2.0,14.75,16.0,12.17,2.0,3.0,3.5,2.0
Nico Williams,67276230.0,3.0,14.25,16.0,12.17,1.5,3.0,1.5,1.0
Marco Alves,2000189590.0,3.0,17.0,15.5,16.0,3.5,4.0,3.0,2.5
Romelu Lukaku,18007344.0,2.0,14.25,12.5,16.33,1.5,1.0,1.5,3.0
Juan Guerra,2000511832.0,2.5,13.0,12.5,11.17,3.5,2.0,1.5,2.5
Jhonatan Mejía,2000415671.0,3.0,16.25,15.5,15.0,2.5,2.0,2.5,2.5
Luís Ricardo,2000410716.0,1.0,15.0,16.5,13.0,1.0,2.0,2.5,2.0
Michele Ceccarelli,2000323829.0,15.5,13.0,11.0,14.67,12.5,8.0,14.0,11.5
Alfredo Piecenti,2000272907.0,2.0,15.75,17.0,15.83,2.5,2.0,2.5,1.5
Abdulaziz Yılmazer,2000433229.0,2.0,16.5,17.5,13.0,1.5,2.0,3.0,3.0
Juan Carlos,2000192885.0,1.5,14.75,14.5,13.17,2.0,3.0,1.0,1.5
Luciano Puglisi,2000191663.0,3.0,16.75,16.0,15.33,3.0,3.0,3.0,2.5
Youssoufa Moukoko,2000074825.0,1.0,17.0,16.5,13.67,1.5,1.0,1.5,3.0
Thiago Almada,14172522.0,1.5,13.75,13.5,13.83,2.5,2.0,2.0,3.5
