Player,UID,CD,BPD,NNCB,Lib
Rasmus Jönsson,2000397710.0,9.4,11.0,10.1,11.9
Olexandr Zinchenko,71081391.0,11.3,11.0,10.9,12.1
Ryan Gravenberch,37071197.0,13.4,13.9,12.6,14.4
Teun Koopmeiners,37057982.0,13.5,13.8,13.2,13.9
Ibrahim Zagré,2000435828.0,12.1,12.7,11.8,12.4
Manuel Oliveira,2000434824.0,11.5,12.3,10.9,13.2
Kenedy,2000410526.0,12.8,12.7,12.4,13.8
Amar Forsberg,2000397706.0,15.6,15.5,15.8,13.6
Sorin Tudor,2000335174.0,15.6,14.8,15.9,13.3
Nicolai Witt,2000322718.0,14.6,14.1,14.2,13.1
Carlos Soler,67196204.0,12.2,12.8,12.3,13.7
Eduardo Camavinga,49056243.0,14.0,14.6,14.0,15.5
Manuel Locatelli,43167354.0,14.2,14.4,14.3,15.2
Duško Čikić,2000191147.0,14.3,13.9,14.9,13.4
Nuno Mendes,83261910.0,13.2,13.9,13.2,14.3
Andrea Papetti,43425644.0,14.3,14.2,14.4,13.2
Karl-Heinz Heckenberger,2000232571.0,12.5,13.0,11.9,14.5
Gianluigi Donnarumma,43252073.0,12.8,11.5,12.0,9.5
Morten Sørensen,2000189231.0,10.2,9.4,9.2,9.2
Mamoudou Camara,2000197834.0,9.0,10.0,9.0,11.0
Nico Williams,67276230.0,11.3,12.1,10.8,12.9
Marco Alves,2000189590.0,14.7,14.3,14.7,14.4
Romelu Lukaku,18007344.0,13.4,12.8,13.2,12.1
Juan Guerra,2000511832.0,9.0,10.6,9.2,12.7
Jhonatan Mejía,2000415671.0,11.6,12.4,11.4,14.5
Luís Ricardo,2000410716.0,11.1,11.9,10.8,13.1
Michele Ceccarelli,2000323829.0,10.4,9.2,9.5,8.7
Alfredo Piecenti,2000272907.0,15.5,14.2,14.8,13.0
Abdulaziz Yılmazer,2000433229.0,11.0,11.7,11.1,12.2
Juan Carlos,2000192885.0,10.8,11.2,9.9,12.6
Luciano Puglisi,2000191663.0,14.9,14.6,14.8,14.9
Youssoufa Moukoko,2000074825.0,11.5,12.4,11.1,13.2
Thiago Almada,14172522.0,9.7,10.6,9.6,13.6
