Player,UID,FB,WB,IWB,CWB,NNFB
Rasmus Jönsson,2000397710.0,11.1,11.8,11.5,12.92,10.3
Olexandr Zinchenko,71081391.0,12.5,11.8,12.2,12.23,11.7
Ryan Gravenberch,37071197.0,13.5,13.7,14.0,14.23,12.4
Teun Koopmeiners,37057982.0,14.1,13.1,14.6,13.54,14.0
Ibrahim Zagré,2000435828.0,12.7,12.8,12.9,13.15,11.9
Manuel Oliveira,2000434824.0,12.9,13.9,12.4,14.38,10.9
Kenedy,2000410526.0,14.5,14.4,14.4,14.38,13.7
Amar Forsberg,2000397706.0,15.0,12.7,14.5,12.62,15.4
Sorin Tudor,2000335174.0,15.3,13.9,14.4,13.0,15.8
Nicolai Witt,2000322718.0,14.7,12.7,13.6,12.77,14.1
Carlos Soler,67196204.0,13.3,13.3,13.7,13.69,13.1
Eduardo Camavinga,49056243.0,15.2,14.4,15.6,14.69,14.8
Manuel Locatelli,43167354.0,14.2,13.4,15.0,14.0,14.6
Duško Čikić,2000191147.0,14.8,13.3,14.1,13.15,15.4
Nuno Mendes,83261910.0,14.5,14.6,14.4,14.46,13.7
Andrea Papetti,43425644.0,14.2,12.9,13.7,12.69,13.9
Karl-Heinz Heckenberger,2000232571.0,12.5,12.6,13.6,13.77,12.2
Gianluigi Donnarumma,43252073.0,12.5,8.3,11.6,8.23,12.5
Morten Sørensen,2000189231.0,11.0,7.1,11.3,7.69,10.5
Mamoudou Camara,2000197834.0,10.7,11.6,10.5,12.31,10.1
Nico Williams,67276230.0,12.9,13.5,12.5,13.62,11.0
Marco Alves,2000189590.0,15.2,13.9,14.9,13.85,15.4
Romelu Lukaku,18007344.0,12.5,11.3,12.1,12.0,13.0
Juan Guerra,2000511832.0,11.2,11.6,12.6,12.77,10.5
Jhonatan Mejía,2000415671.0,13.8,14.1,14.5,14.54,12.9
Luís Ricardo,2000410716.0,13.1,13.4,13.4,14.0,12.1
Michele Ceccarelli,2000323829.0,10.6,7.1,9.4,7.54,9.9
Alfredo Piecenti,2000272907.0,15.0,13.2,13.5,12.85,14.5
Abdulaziz Yılmazer,2000433229.0,12.8,13.3,12.3,13.62,11.8
Juan Carlos,2000192885.0,12.7,13.2,12.5,13.62,10.9
Luciano Puglisi,2000191663.0,14.9,14.8,14.8,14.77,15.0
Youssoufa Moukoko,2000074825.0,13.1,13.5,13.2,14.0,12.0
Thiago Almada,14172522.0,12.2,12.5,13.0,13.31,11.3
