Player,UID,Position
Rasmus Jönsson,2000397710,M/AM (RC)
Olexandr Zinchenko,71081391,"D/WB (L), M/AM (RLC)"
Ryan Gravenberch,37071197,"DM, M (C), AM (LC)"
Teun Koopmeiners,37057982,"D (C), DM, M (C)"
Ibrahim Zagré,2000435828,ST (C)
Manuel Oliveira,2000434824,"M (L), AM (RL), ST (C)"
Kenedy,2000410526,"D (RL), AM (L)"
Amar Forsberg,2000397706,D (LC)
Sorin Tudor,2000335174,D (C)
Nicolai Witt,2000322718,D (RC)
Carlos Soler,67196204,"WB (R), DM, M (RC), AM (RLC)"
Eduardo Camavinga,49056243,"DM, M (C)"
Manuel Locatelli,43167354,"DM, M (C)"
Duško Čikić,2000191147,"D (C), DM, M (RC)"
Nuno Mendes,83261910,"D (LC), WB (L)"
Andrea Papetti,43425644,D (RC)
Karl-Heinz Heckenberger,2000232571,"AM (C), ST (C)"
Gianluigi Donnarumma,43252073,GK
Morten Sørensen,2000189231,GK
Mamoudou Camara,2000197834,"AM (R), ST (C)"
Nico Williams,67276230,"M/AM (RL), ST (C)"
Marco Alves,2000189590,D (RC)
Romelu Lukaku,18007344,ST (C)
Juan Guerra,2000511832,"DM, M/AM (RC)"
Jhonatan Mejía,2000415671,"M (C), AM (LC)"
Luís Ricardo,2000410716,"M (C), AM (RC)"
Michele Ceccarelli,2000323829,GK
Alfredo Piecenti,2000272907,D (C)
Abdulaziz Yılmazer,2000433229,WB/M/AM (L)
Juan Carlos,2000192885,"M (R), AM (RC), ST (C)"
Luciano Puglisi,2000191663,"D (RC), WB (R), M (L)"
Youssoufa Moukoko,2000074825,"AM (RL), ST (C)"
Thiago Almada,14172522,"M (C), AM (RLC), ST (C)"
