Player,UID,DM,AM,BWM,HB,SV,RGA
Rasmus Jönsson,2000397710.0,10.2,9.6,9.6,10.7,11.1,13.9
Olexandr Zinchenko,71081391.0,12.0,12.3,12.3,12.4,12.2,12.9
Ryan Gravenberch,37071197.0,13.5,13.3,13.3,12.8,14.0,15.5
Teun Koopmeiners,37057982.0,14.6,14.5,14.5,14.2,14.5,13.8
Ibrahim Zagré,2000435828.0,12.6,12.5,12.5,12.5,12.9,14.1
Manuel Oliveira,2000434824.0,12.4,12.3,12.3,11.5,12.5,14.8
Kenedy,2000410526.0,13.9,13.7,13.7,14.1,14.1,14.4
Amar Forsberg,2000397706.0,15.3,15.3,15.3,15.4,14.7,12.6
Sorin Tudor,2000335174.0,15.2,15.2,15.2,15.6,14.1,12.3
Nicolai Witt,2000322718.0,14.8,15.2,15.2,14.6,14.0,12.6
Carlos Soler,67196204.0,13.1,13.0,13.0,13.1,13.6,14.2
Eduardo Camavinga,49056243.0,15.0,14.7,14.7,14.5,15.7,15.2
Manuel Locatelli,43167354.0,14.3,14.3,14.3,14.8,14.7,15.3
Duško Čikić,2000191147.0,14.8,14.7,14.7,15.4,14.0,13.1
Nuno Mendes,83261910.0,14.4,14.0,14.0,13.5,14.3,14.5
Andrea Papetti,43425644.0,14.0,13.9,13.9,13.8,13.6,12.5
Karl-Heinz Heckenberger,2000232571.0,12.8,12.4,12.4,12.6,13.6,16.0
Gianluigi Donnarumma,43252073.0,13.4,13.4,13.4,14.0,12.0,10.9
Morten Sørensen,2000189231.0,12.1,12.4,12.4,12.2,10.8,10.6
Mamoudou Camara,2000197834.0,10.5,9.8,9.8,10.6,10.9,12.9
Nico Williams,67276230.0,12.3,12.1,12.1,11.0,12.5,13.5
Marco Alves,2000189590.0,15.1,14.7,14.7,15.0,14.9,13.6
Romelu Lukaku,18007344.0,13.1,13.4,13.4,14.3,12.5,13.6
Juan Guerra,2000511832.0,11.1,10.5,10.5,10.6,12.2,13.9
Jhonatan Mejía,2000415671.0,13.7,13.1,13.1,12.9,14.2,15.9
Luís Ricardo,2000410716.0,12.5,12.3,12.3,12.3,13.3,14.1
Michele Ceccarelli,2000323829.0,11.3,11.1,11.1,11.1,9.1,10.0
Alfredo Piecenti,2000272907.0,14.7,14.9,14.9,14.7,13.7,12.2
Abdulaziz Yılmazer,2000433229.0,12.2,11.9,11.9,12.1,12.6,13.5
Juan Carlos,2000192885.0,12.4,12.7,12.7,11.7,12.5,14.0
Luciano Puglisi,2000191663.0,14.8,14.5,14.5,14.8,14.4,14.8
Youssoufa Moukoko,2000074825.0,12.8,12.4,12.4,12.0,13.6,14.6
Thiago Almada,14172522.0,11.9,11.9,11.9,11.9,13.0,15.4
