Player,UID,AMC,AP,T,SS,AM,EG
Rasmus Jönsson,2000397710.0,13.8,14.4,13.8,14.2,14.9,14.9
Olexandr Zinchenko,71081391.0,13.7,13.7,13.7,12.9,13.3,13.3
Ryan Gravenberch,37071197.0,15.5,15.6,15.5,15.1,15.6,15.7
Teun Koopmeiners,37057982.0,14.9,14.2,14.9,13.5,14.2,13.7
Ibrahim Zagré,2000435828.0,14.4,14.7,14.4,15.4,15.4,15.2
Manuel Oliveira,2000434824.0,14.8,15.3,14.8,15.3,15.5,16.0
Kenedy,2000410526.0,15.3,15.1,15.3,14.4,15.4,15.4
Amar Forsberg,2000397706.0,13.2,12.0,13.2,11.6,12.3,11.3
Sorin Tudor,2000335174.0,12.5,12.1,12.5,11.6,12.2,11.9
Nicolai Witt,2000322718.0,13.7,13.2,13.7,12.2,12.8,12.9
Carlos Soler,67196204.0,14.1,14.2,14.1,14.3,14.4,14.3
Eduardo Camavinga,49056243.0,14.8,14.7,14.8,14.5,15.2,14.8
Manuel Locatelli,43167354.0,15.0,14.9,15.0,14.2,14.9,14.7
Duško Čikić,2000191147.0,13.5,13.2,13.5,12.8,13.1,13.0
Nuno Mendes,83261910.0,14.2,14.0,14.2,14.4,14.8,14.3
Andrea Papetti,43425644.0,13.0,12.2,13.0,12.5,13.0,12.1
Karl-Heinz Heckenberger,2000232571.0,15.2,16.0,15.2,16.1,16.0,16.3
Gianluigi Donnarumma,43252073.0,11.5,10.5,11.5,9.3,10.4,9.3
Morten Sørensen,2000189231.0,12.8,11.6,12.8,9.6,11.2,10.3
Mamoudou Camara,2000197834.0,13.0,13.3,13.0,14.7,14.2,13.9
Nico Williams,67276230.0,13.5,13.6,13.5,13.6,13.8,14.1
Marco Alves,2000189590.0,13.9,13.3,13.9,13.2,13.6,13.3
Romelu Lukaku,18007344.0,14.6,14.6,14.6,15.0,14.4,14.5
Juan Guerra,2000511832.0,13.7,14.4,13.7,14.2,14.9,14.7
Jhonatan Mejía,2000415671.0,15.8,16.1,15.8,16.0,16.5,16.7
Luís Ricardo,2000410716.0,14.8,14.8,14.8,14.9,15.4,15.4
Michele Ceccarelli,2000323829.0,10.9,9.5,10.9,8.7,9.5,7.8
Alfredo Piecenti,2000272907.0,13.0,12.0,13.0,12.0,12.2,11.6
Abdulaziz Yılmazer,2000433229.0,14.0,14.2,14.0,14.0,14.5,14.9
Juan Carlos,2000192885.0,14.7,15.4,14.7,14.8,15.1,15.7
Luciano Puglisi,2000191663.0,14.5,14.3,14.5,13.8,14.7,14.7
Youssoufa Moukoko,2000074825.0,15.0,15.3,15.0,16.0,15.8,16.1
Thiago Almada,14172522.0,15.1,15.4,15.1,15.0,15.4,15.6
