Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Rasmus Jönsson,2000397710.0,5.67,14.25,18.0,15.33,11.0,16.33,12.0,11.83
Olexandr Zinchenko,71081391.0,9.0,13.0,13.5,13.0,11.67,13.0,10.0,14.33
Ryan Gravenberch,37071197.0,11.0,15.25,14.5,16.0,14.67,15.67,15.5,14.5
Teun Koopmeiners,37057982.0,13.33,15.75,13.0,13.0,11.0,13.0,12.0,15.0
Ibrahim Zagré,2000435828.0,7.67,15.25,15.0,14.67,15.33,15.33,16.0,13.17
Manuel Oliveira,2000434824.0,9.33,15.75,17.0,14.33,14.67,18.0,13.5,13.67
Kenedy,2000410526.0,11.33,17.0,17.0,15.0,11.67,13.33,10.5,15.67
Amar Forsberg,2000397706.0,15.67,15.25,14.0,8.67,9.0,10.67,17.0,15.33
Sorin Tudor,2000335174.0,17.0,15.25,14.0,10.67,8.33,9.33,16.5,14.67
Nicolai Witt,2000322718.0,14.0,16.5,14.0,10.67,10.0,12.67,15.5,14.5
Carlos Soler,67196204.0,11.67,14.0,14.5,15.0,14.0,14.0,10.5,13.33
Eduardo Camavinga,49056243.0,16.0,15.0,15.0,14.33,12.67,15.0,11.5,14.5
Manuel Locatelli,43167354.0,14.0,14.0,13.5,15.67,12.67,14.67,12.5,15.17
Duško Čikić,2000191147.0,14.33,16.5,15.0,12.33,10.67,11.67,13.5,14.33
Nuno Mendes,83261910.0,13.67,15.25,15.5,13.33,12.33,15.0,12.0,14.0
Andrea Papetti,43425644.0,13.67,15.0,15.0,10.67,11.0,11.67,16.5,14.33
Karl-Heinz Heckenberger,2000232571.0,10.67,14.75,13.0,17.0,16.0,17.0,11.5,15.83
Gianluigi Donnarumma,43252073.0,8.0,16.0,11.5,9.0,6.33,6.33,12.0,15.83
Morten Sørensen,2000189231.0,5.33,15.5,8.0,10.33,5.0,6.67,9.0,14.67
Mamoudou Camara,2000197834.0,5.33,14.75,16.0,11.67,14.67,15.67,8.0,12.17
Nico Williams,67276230.0,11.33,14.25,16.0,12.67,13.33,16.0,12.0,12.17
Marco Alves,2000189590.0,16.0,17.0,15.5,11.67,11.0,13.0,11.5,16.0
Romelu Lukaku,18007344.0,7.0,14.25,12.5,12.67,15.67,14.33,16.0,16.33
Juan Guerra,2000511832.0,9.0,13.0,12.5,15.33,10.67,16.33,7.5,11.17
Jhonatan Mejía,2000415671.0,11.0,16.25,15.5,17.67,14.67,15.67,8.5,15.0
Luís Ricardo,2000410716.0,9.0,15.0,16.5,14.67,12.67,16.33,9.5,13.0
Michele Ceccarelli,2000323829.0,6.33,13.0,11.0,6.33,4.0,7.33,9.0,14.67
Alfredo Piecenti,2000272907.0,14.67,15.75,17.0,9.67,11.33,11.0,14.5,15.83
Abdulaziz Yılmazer,2000433229.0,8.33,16.5,17.5,13.33,12.67,15.33,11.5,13.0
Juan Carlos,2000192885.0,9.0,14.75,14.5,14.0,14.33,16.67,10.5,13.17
Luciano Puglisi,2000191663.0,15.0,16.75,16.0,13.67,11.0,14.33,14.0,15.33
Youssoufa Moukoko,2000074825.0,8.67,17.0,16.5,14.33,17.0,17.0,12.0,13.67
Thiago Almada,14172522.0,8.33,13.75,13.5,16.33,15.67,16.33,5.0,13.83
