Match,Player,UID
#GK,Gianluigi Donnarumma,43252073
#GK,Morten Sørensen,2000189231
#GK,Michele Ceccarelli,2000323829
#DR,Kenedy,2000410526
#DR,Nicolai Witt,2000322718
#DR,Andrea Papetti,43425644
#DR,Marco Alves,2000189590
#DR,Luciano Puglisi,2000191663
#DC,Teun Koopmeiners,37057982
#DC,Amar Forsberg,2000397706
#DC,Sorin Tudor,2000335174
#DC,Nicolai Witt,2000322718
#DC,Duško Čikić,2000191147
#DC,Nuno Mendes,83261910
#DC,Andrea Papetti,43425644
#DC,Marco Alves,2000189590
#DC,Alfredo Piecenti,2000272907
#DC,Luciano Puglisi,2000191663
#DL,Olexandr Zinchenko,71081391
#DL,Kenedy,2000410526
#DL,Amar Forsberg,2000397706
#DL,Nuno Mendes,83261910
#WBR,Carlos Soler,67196204
#WBR,Luciano Puglisi,2000191663
#DM,Ryan Gravenberch,37071197
#DM,Teun Koopmeiners,37057982
#DM,Carlos Soler,67196204
#DM,Eduardo Camavinga,49056243
#DM,Manuel Locatelli,43167354
#DM,Duško Čikić,2000191147
#DM,Juan Guerra,2000511832
#WBL,Olexandr Zinchenko,71081391
#WBL,Nuno Mendes,83261910
#WBL,Abdulaziz Yılmazer,2000433229
#MR,Rasmus Jönsson,2000397710
#MR,Olexandr Zinchenko,71081391
#MR,Carlos Soler,67196204
#MR,Duško Čikić,2000191147
#MR,Nico Williams,67276230
#MR,Juan Guerra,2000511832
#MR,Juan Carlos,2000192885
#MC,Rasmus Jönsson,2000397710
#MC,Olexandr Zinchenko,71081391
#MC,Ryan Gravenberch,37071197
#MC,Teun Koopmeiners,37057982
#MC,Carlos Soler,67196204
#MC,Eduardo Camavinga,49056243
#MC,Manuel Locatelli,43167354
#MC,Duško Čikić,2000191147
#MC,Juan Guerra,2000511832
#MC,Jhonatan Mejía,2000415671
#MC,Luís Ricardo,2000410716
#MC,Thiago Almada,14172522
#ML,Olexandr Zinchenko,71081391
#ML,Manuel Oliveira,2000434824
#ML,Nico Williams,67276230
#ML,Abdulaziz Yılmazer,2000433229
#ML,Luciano Puglisi,2000191663
#AMR,Rasmus Jönsson,2000397710
#AMR,Olexandr Zinchenko,71081391
#AMR,Manuel Oliveira,2000434824
#AMR,Carlos Soler,67196204
#AMR,Mamoudou Camara,2000197834
#AMR,Nico Williams,67276230
#AMR,Juan Guerra,2000511832
#AMR,Luís Ricardo,2000410716
#AMR,Juan Carlos,2000192885
#AMR,Youssoufa Moukoko,2000074825
#AMR,Thiago Almada,14172522
#AMC,Rasmus Jönsson,2000397710
#AMC,Olexandr Zinchenko,71081391
#AMC,Ryan Gravenberch,37071197
#AMC,Carlos Soler,67196204
#AMC,Karl-Heinz Heckenberger,2000232571
#AMC,Juan Guerra,2000511832
#AMC,Jhonatan Mejía,2000415671
#AMC,Luís Ricardo,2000410716
#AMC,Juan Carlos,2000192885
#AMC,Thiago Almada,14172522
#AML,Olexandr Zinchenko,71081391
#AML,Ryan Gravenberch,37071197
#AML,Manuel Oliveira,2000434824
#AML,Kenedy,2000410526
#AML,Carlos Soler,67196204
#AML,Nico Williams,67276230
#AML,Jhonatan Mejía,2000415671
#AML,Abdulaziz Yılmazer,2000433229
#AML,Youssoufa Moukoko,2000074825
#AML,Thiago Almada,14172522
#STC,Ibrahim Zagré,2000435828
#STC,Manuel Oliveira,2000434824
#STC,Karl-Heinz Heckenberger,2000232571
#STC,Mamoudou Camara,2000197834
#STC,Nico Williams,67276230
#STC,Romelu Lukaku,18007344
#STC,Juan Carlos,2000192885
#STC,Youssoufa Moukoko,2000074825
#STC,Thiago Almada,14172522
