Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Mauricio Morán,2000192669.0,8.1,8.1,8.1,8.1,8.15,8.15,7.5,7.5,7.96,7.96
Juan Ángel Muñoz,2000512204.0,10.6,10.6,10.6,10.6,10.05,10.05,9.9,9.9,10.62,10.62
Junior Esparragoza,2000179937.0,10.5,10.5,10.5,10.5,10.45,10.45,9.9,9.9,10.54,10.54
Ricardo Peralta,2000438819.0,10.35,10.35,10.35,10.35,10.75,10.75,10.1,10.1,11.38,11.38
Josep,2000513274.0,11.6,11.6,11.6,11.6,12.75,12.75,10.9,10.9,12.12,12.12
Ramiro Gabarri,2000198124.0,13.0,13.0,13.0,13.0,12.95,12.95,12.9,12.9,12.38,12.38
Luis Nsambi,2000631649.0,14.15,14.15,14.15,14.15,12.75,12.75,13.0,13.0,12.54,12.54
Mamadou Coly,2000440193.0,11.55,11.55,11.55,11.55,12.25,12.25,11.25,11.25,11.54,11.54
Francisco Jesús Carbonell,2000440196.0,14.15,14.15,14.15,14.15,12.95,12.95,13.35,13.35,12.62,12.62
Alberto,2000512206.0,13.8,13.8,13.8,13.8,13.5,13.5,13.5,13.5,13.0,13.0
Raúl De Tomás,67156425.0,12.3,12.3,12.3,12.3,12.15,12.15,12.4,12.4,12.04,12.04
Guillermo Centurión,78095397.0,8.7,8.7,8.7,8.7,7.2,7.2,8.25,8.25,7.33,7.33
Gustavo Zamora,2000512210.0,13.0,13.0,13.0,13.0,12.55,12.55,12.2,12.2,12.04,12.04
Bright Adjei,2000660374.0,13.5,13.5,13.5,13.5,13.0,13.0,13.8,13.8,12.25,12.25
Álex Olmedo,2000034591.0,12.3,12.3,12.3,12.3,10.0,10.0,11.4,11.4,9.42,9.42
Antonio Sánchez,67272744.0,10.9,10.9,10.9,10.9,11.3,11.3,10.5,10.5,10.83,10.83
Kike Barja,67196202.0,13.25,13.25,13.25,13.25,12.85,12.85,12.65,12.65,11.96,11.96
Sem Westerveld,37079077.0,5.8,5.8,5.8,5.8,4.9,4.9,5.8,5.8,5.42,5.42
Fali,67155014.0,10.45,10.45,10.45,10.45,9.6,9.6,9.95,9.95,10.25,10.25
Chema Nuñez,67232678.0,12.1,12.1,12.1,12.1,11.5,11.5,11.85,11.85,10.71,10.71
Fran Pérez,95078306.0,12.15,12.15,12.15,12.15,12.0,12.0,12.3,12.3,11.83,11.83
Diego Moreno,2000024303.0,11.2,11.2,11.2,11.2,12.8,12.8,10.8,10.8,12.0,12.0
Ezequiel Aranda,14246685.0,13.7,13.7,13.7,13.7,13.75,13.75,14.35,14.35,13.21,13.21
Ángel Luis Arcas,2000571805.0,12.55,12.55,12.55,12.55,11.55,11.55,11.55,11.55,11.71,11.71
