Player,UID,AF,CF,DLF,F9,P,PF,TM
Mauricio Morán,2000192669.0,8.9,6.8,9.15,7.65,8.9,9.0,8.25
Juan Ángel Muñoz,2000512204.0,10.6,9.85,10.9,10.15,10.6,10.65,11.0
Junior Esparragoza,2000179937.0,11.05,9.6,10.75,9.8,11.05,11.4,10.8
Ricardo Peralta,2000438819.0,10.15,9.4,9.3,8.6,10.15,11.95,10.85
Josep,2000513274.0,12.65,9.7,11.55,11.1,12.65,12.8,10.3
Ramiro Gabarri,2000198124.0,13.8,12.6,13.2,13.15,13.8,11.65,11.7
Luis Nsambi,2000631649.0,12.45,12.5,13.3,12.9,12.45,12.05,12.1
Mamadou Coly,2000440193.0,12.4,10.2,10.85,11.35,12.4,11.15,9.65
Francisco Jesús Carbonell,2000440196.0,12.6,12.85,13.95,13.8,12.6,12.1,12.35
Alberto,2000512206.0,13.45,13.0,12.95,13.15,13.45,12.45,12.1
Raúl De Tomás,67156425.0,11.8,12.7,13.2,13.25,11.8,10.85,12.6
Guillermo Centurión,78095397.0,7.65,7.5,9.2,8.35,7.65,8.1,8.2
Gustavo Zamora,2000512210.0,13.35,11.95,13.2,12.7,13.35,11.35,11.25
Bright Adjei,2000660374.0,13.1,13.3,13.3,12.8,13.1,13.2,13.1
Álex Olmedo,2000034591.0,10.8,11.6,12.7,12.0,10.8,11.1,9.9
Antonio Sánchez,67272744.0,11.35,10.9,11.35,10.15,11.35,11.65,10.6
Kike Barja,67196202.0,12.15,12.1,12.75,13.3,12.15,11.7,10.95
Sem Westerveld,37079077.0,5.9,4.3,6.4,4.9,5.9,6.4,6.0
Fali,67155014.0,8.35,11.05,10.7,10.3,8.35,10.35,11.45
Chema Nuñez,67232678.0,11.35,10.95,11.6,12.25,11.35,10.2,9.85
Fran Pérez,95078306.0,11.75,11.45,11.6,12.2,11.75,10.75,11.1
Diego Moreno,2000024303.0,12.3,10.45,10.95,11.2,12.3,12.25,10.7
Ezequiel Aranda,14246685.0,14.55,13.9,14.2,13.65,14.55,13.5,14.2
Ángel Luis Arcas,2000571805.0,12.75,11.9,12.8,11.7,12.75,12.45,12.25
