Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Mauricio Morán,2000192669,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Ángel Muñoz,2000512204,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Junior Esparragoza,2000179937,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Ricardo Peralta,2000438819,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Josep,2000513274,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ramiro Gabarri,2000198124,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Luis Nsambi,2000631649,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Mamadou Coly,2000440193,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Francisco Jesús Carbonell,2000440196,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Alberto,2000512206,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Raúl De Tomás,67156425,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Guillermo Centurión,78095397,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustavo Zamora,2000512210,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Bright Adjei,2000660374,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Álex Olmedo,2000034591,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Antonio Sánchez,67272744,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Kike Barja,67196202,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Sem Westerveld,37079077,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fali,67155014,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Chema Nuñez,67232678,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Fran Pérez,95078306,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Diego Moreno,2000024303,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ezequiel Aranda,14246685,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ángel Luis Arcas,2000571805,0,1,0,0,1,0,0,1,0,0,0,1,0,0
