Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Mauricio Morán,2000192669.0,5.83,13.5,10.25,7.17,4.0,3.83,7.0,12.17
Juan Ángel Muñoz,2000512204.0,13.33,12.38,12.0,9.0,7.5,8.17,13.5,14.0
Junior Esparragoza,2000179937.0,14.0,14.0,12.5,10.17,7.17,7.33,11.0,13.75
Ricardo Peralta,2000438819.0,12.67,11.75,11.5,7.0,7.17,8.0,14.5,14.33
Josep,2000513274.0,13.0,15.75,15.0,9.5,8.17,9.0,9.0,12.42
Ramiro Gabarri,2000198124.0,4.33,14.62,15.0,13.67,11.83,13.67,9.5,10.17
Luis Nsambi,2000631649.0,7.33,12.62,12.75,15.0,11.5,14.83,11.5,11.83
Mamadou Coly,2000440193.0,6.5,13.5,15.5,11.33,8.67,11.67,8.0,10.33
Francisco Jesús Carbonell,2000440196.0,10.67,12.88,13.0,14.67,11.0,13.33,11.0,13.08
Alberto,2000512206.0,6.0,13.38,13.0,14.33,12.67,14.67,10.5,10.17
Raúl De Tomás,67156425.0,6.5,9.75,10.5,13.67,14.67,12.67,11.5,11.75
Guillermo Centurión,78095397.0,5.83,9.62,11.0,8.5,3.83,7.0,8.0,11.0
Gustavo Zamora,2000512210.0,5.17,13.38,15.5,13.17,11.5,14.33,9.5,10.33
Bright Adjei,2000660374.0,6.33,12.5,12.0,11.67,13.33,15.33,8.5,11.83
Álex Olmedo,2000034591.0,7.33,11.75,14.0,12.67,9.0,13.0,6.5,9.83
Antonio Sánchez,67272744.0,11.0,11.88,11.75,11.83,11.33,9.33,8.5,12.08
Kike Barja,67196202.0,7.83,11.38,12.5,14.33,11.67,14.0,7.5,11.83
Sem Westerveld,37079077.0,3.67,8.25,7.0,3.67,4.0,2.67,8.0,10.83
Fali,67155014.0,13.0,7.88,7.25,9.83,9.0,10.17,13.5,14.5
Chema Nuñez,67232678.0,9.0,9.62,11.5,14.83,11.5,12.33,6.75,10.33
Fran Pérez,95078306.0,7.33,11.5,14.5,12.17,9.83,14.17,11.0,9.67
Diego Moreno,2000024303.0,12.67,12.88,15.5,9.5,9.17,10.33,8.0,12.08
Ezequiel Aranda,14246685.0,6.33,14.38,15.0,11.83,14.0,14.83,10.5,13.42
Ángel Luis Arcas,2000571805.0,12.0,12.62,14.75,11.17,11.17,11.33,12.5,13.0
