Player,UID,AMC,AP,T,SS,AM,EG
Mauricio Morán,2000192669.0,8.95,8.15,8.95,7.5,8.1,7.7
Juan Ángel Muñoz,2000512204.0,11.0,10.4,11.0,9.9,10.6,9.5
Junior Esparragoza,2000179937.0,10.95,10.25,10.95,9.9,10.5,9.95
Ricardo Peralta,2000438819.0,11.55,10.75,11.55,10.1,10.35,9.25
Josep,2000513274.0,11.75,11.45,11.75,10.9,11.6,11.45
Ramiro Gabarri,2000198124.0,12.1,12.7,12.1,12.9,13.0,13.75
Luis Nsambi,2000631649.0,14.4,14.9,14.4,13.0,14.15,14.0
Mamadou Coly,2000440193.0,10.5,10.9,10.5,11.25,11.55,11.6
Francisco Jesús Carbonell,2000440196.0,14.5,14.4,14.5,13.35,14.15,14.0
Alberto,2000512206.0,12.95,13.55,12.95,13.5,13.8,14.15
Raúl De Tomás,67156425.0,12.45,12.9,12.45,12.4,12.3,12.8
Guillermo Centurión,78095397.0,9.65,8.95,9.65,8.25,8.7,8.05
Gustavo Zamora,2000512210.0,12.75,13.35,12.75,12.2,13.0,13.75
Bright Adjei,2000660374.0,13.1,13.7,13.1,13.8,13.5,13.4
Álex Olmedo,2000034591.0,12.4,12.4,12.4,11.4,12.3,11.5
Antonio Sánchez,67272744.0,11.1,11.4,11.1,10.5,10.9,11.0
Kike Barja,67196202.0,13.25,13.55,13.25,12.65,13.25,13.25
Sem Westerveld,37079077.0,7.1,5.9,7.1,5.8,5.8,4.7
Fali,67155014.0,11.55,11.05,11.55,9.95,10.45,10.05
Chema Nuñez,67232678.0,11.95,12.45,11.95,11.85,12.1,12.55
Fran Pérez,95078306.0,12.0,12.2,12.0,12.3,12.15,12.4
Diego Moreno,2000024303.0,11.0,10.8,11.0,10.8,11.2,10.9
Ezequiel Aranda,14246685.0,13.1,13.6,13.1,14.35,13.7,13.6
Ángel Luis Arcas,2000571805.0,12.8,12.3,12.8,11.55,12.55,11.6
