Player,UID,CD,BPD,NNCB,Lib
Diego Aizpurua,2000193388.0,9.3,9.2,9.1,9.15
Asier Grande,2000048078.0,11.95,11.9,11.8,12.5
Yeray,67192475.0,13.95,13.5,13.95,12.65
Unai Núñez,67214595.0,14.25,13.4,14.15,12.05
Julen Letamendia,2000570277.0,13.6,13.1,13.8,13.6
Josema,2000682315.0,13.55,13.45,12.35,13.85
Carlos Bidaurrázaga,2000573859.0,10.1,10.5,10.1,11.5
Oihan Sancet,67260204.0,12.1,12.9,11.9,13.4
Unai Vencedor,67260207.0,12.8,13.2,11.9,13.7
Íñigo Herrera,2000510687.0,9.3,9.9,9.3,10.8
Romain Bertrand,2000438620.0,12.45,12.8,11.85,13.1
Oier López,67277836.0,12.3,11.9,12.3,12.35
Javier Arrue,2000438617.0,8.3,9.4,8.2,9.3
Fran Alonso,2000570282.0,10.1,10.8,10.0,11.1
Aimar Oroz,67276375.0,9.05,10.2,8.65,12.15
Mikel Garai,2000438623.0,11.3,12.4,10.7,12.9
Ander Guevara,67246381.0,13.05,13.2,12.95,13.85
Javier Karanka,2000193733.0,8.95,8.9,7.85,9.3
Arkaitz Jauregi,2000350400.0,0.0,0.0,0.0,0.0
Jon Magunazelaia,2000438619.0,9.8,10.0,8.6,11.3
Íñigo Merino,2000442705.0,13.45,12.4,12.95,11.25
