Player,UID,WM,W,DW,IW,IF,WG
Diego Aizpurua,2000193388.0,7.1,7.4,8.9,9.5,8.85,7.33
Asier Grande,2000048078.0,12.4,13.0,13.3,12.55,11.9,12.25
Yeray,67192475.0,11.5,10.75,14.0,11.4,11.15,11.12
Unai Núñez,67214595.0,11.1,10.35,13.0,10.9,10.75,10.88
Julen Letamendia,2000570277.0,12.75,12.75,13.85,13.0,12.65,12.12
Josema,2000682315.0,14.2,13.15,14.05,14.8,14.1,12.88
Carlos Bidaurrázaga,2000573859.0,13.3,14.2,11.7,13.8,14.4,13.5
Oihan Sancet,67260204.0,12.85,13.45,11.95,14.4,14.0,13.46
Unai Vencedor,67260207.0,13.25,13.2,13.9,14.15,13.75,12.42
Íñigo Herrera,2000510687.0,12.3,13.5,11.0,12.9,12.6,12.83
Romain Bertrand,2000438620.0,13.1,13.65,11.6,14.75,14.95,13.79
Oier López,67277836.0,11.5,11.6,12.2,11.95,11.2,11.42
Javier Arrue,2000438617.0,11.3,13.3,8.1,13.0,12.6,13.5
Fran Alonso,2000570282.0,12.4,13.5,10.9,13.55,13.25,13.5
Aimar Oroz,67276375.0,12.5,12.6,11.2,13.95,13.2,11.5
Mikel Garai,2000438623.0,14.3,14.65,12.2,15.6,16.3,14.21
Ander Guevara,67246381.0,12.75,11.3,13.35,13.85,13.35,11.29
Javier Karanka,2000193733.0,12.95,14.25,10.7,12.15,11.9,13.38
Arkaitz Jauregi,2000350400.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Magunazelaia,2000438619.0,13.1,13.5,11.0,13.8,13.3,12.67
Íñigo Merino,2000442705.0,10.65,10.6,12.2,10.6,9.8,11.0
