Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Diego Aizpurua,2000193388.0,13.0,10.33,1.0,13.0,10.5,10.67,9.0,12.0,13.0,7.25,13.0,10.25,10.0,9.33,13.5,12.33,1.5,12.5,13.5,6.5,2.0
Asier Grande,2000048078.0,7.0,13.0,10.0,12.5,11.75,13.67,11.83,13.75,12.5,12.25,13.0,12.75,13.2,11.67,15.25,13.83,9.0,13.25,12.0,9.33,15.0
Yeray,67192475.0,12.0,12.33,14.0,14.5,12.0,12.33,12.33,13.5,14.5,9.25,15.0,14.88,11.8,14.67,11.75,14.0,5.5,13.0,10.75,9.5,14.0
Unai Núñez,67214595.0,14.0,12.33,13.0,13.5,11.0,11.67,9.0,15.0,13.5,8.25,13.5,14.12,11.8,14.33,12.5,14.33,6.5,11.0,12.75,9.5,15.0
Julen Letamendia,2000570277.0,8.0,14.0,10.0,13.0,12.0,15.33,11.5,14.0,13.0,12.0,14.0,14.75,14.0,13.0,15.0,15.33,10.0,12.0,14.0,9.83,17.0
Josema,2000682315.0,12.0,15.0,11.0,11.75,14.0,13.83,11.67,16.5,11.75,12.5,12.0,13.5,14.3,11.83,15.0,16.0,12.0,13.5,15.0,11.0,14.0
Carlos Bidaurrázaga,2000573859.0,11.0,12.33,9.0,13.0,14.0,13.0,12.0,12.5,13.0,13.0,13.5,13.25,12.2,12.0,15.5,13.33,17.0,11.5,12.5,13.33,8.0
Oihan Sancet,67260204.0,15.0,14.0,12.0,14.0,14.5,15.0,12.5,13.0,14.0,13.0,13.75,11.75,14.6,12.5,14.0,13.33,17.0,14.5,13.0,12.0,8.0
Unai Vencedor,67260207.0,7.0,14.67,10.0,14.25,15.0,13.17,13.0,13.25,14.25,13.0,13.75,12.62,13.5,13.83,15.25,14.17,9.0,15.0,15.0,12.0,12.0
Íñigo Herrera,2000510687.0,10.0,11.67,9.0,9.5,14.0,9.67,14.33,10.5,9.5,14.5,11.0,12.5,10.4,9.0,16.75,11.0,11.0,14.5,13.5,11.0,8.0
Romain Bertrand,2000438620.0,16.0,13.83,13.0,14.75,16.0,14.5,12.67,14.5,14.75,15.0,12.5,11.88,14.3,12.83,14.5,14.17,16.0,15.0,16.75,15.0,7.0
Oier López,67277836.0,10.0,12.5,11.0,11.5,10.75,13.33,9.17,13.5,11.5,12.0,12.0,12.0,12.6,12.0,14.38,13.83,11.5,10.5,11.5,8.67,16.0
Javier Arrue,2000438617.0,14.0,10.0,15.0,8.5,15.5,13.0,13.33,10.5,8.5,14.0,8.5,11.0,11.6,6.67,16.0,10.67,14.0,14.5,14.5,11.33,2.0
Fran Alonso,2000570282.0,13.0,11.83,14.0,10.25,14.5,11.83,14.0,12.0,10.25,14.5,12.0,12.75,12.1,8.83,15.5,11.5,12.0,16.0,12.0,11.67,6.0
Aimar Oroz,67276375.0,5.0,12.17,7.0,10.5,16.0,14.33,14.33,13.5,10.5,15.75,12.0,10.0,13.8,9.83,12.5,12.5,10.5,16.0,10.75,12.5,6.0
Mikel Garai,2000438623.0,12.0,13.33,12.0,11.75,17.0,15.5,14.33,13.5,11.75,17.0,13.0,10.62,13.9,11.0,14.25,14.67,18.0,16.0,15.0,15.0,7.0
Ander Guevara,67246381.0,12.0,14.0,10.5,12.5,14.75,12.67,12.33,13.5,12.5,14.0,13.0,13.75,13.1,13.33,11.38,13.83,10.5,15.25,12.0,12.33,13.0
Javier Karanka,2000193733.0,8.0,12.17,10.0,9.5,12.75,10.33,14.17,13.75,9.5,13.0,7.25,11.38,11.8,8.0,14.25,12.0,10.5,14.25,13.25,10.5,7.0
Arkaitz Jauregi,2000350400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Magunazelaia,2000438619.0,8.0,15.33,9.0,10.25,14.25,13.67,11.83,15.0,10.25,13.0,11.25,11.62,14.5,8.83,13.38,14.83,14.5,14.0,11.5,11.0,7.0
Íñigo Merino,2000442705.0,14.0,14.0,12.0,12.0,12.0,12.5,10.67,16.25,12.0,9.5,10.75,13.0,13.1,12.33,11.88,15.5,5.0,11.25,13.75,7.17,11.0
