Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Diego Aizpurua,2000193388.0,6.33,14.0,11.0,8.33,5.33,7.5,7.0,13.33
Asier Grande,2000048078.0,13.0,13.88,16.0,12.5,8.33,11.5,8.5,13.58
Yeray,67192475.0,14.67,11.25,12.5,10.0,8.67,9.83,13.0,14.92
Unai Núñez,67214595.0,15.0,12.75,12.5,9.0,9.0,9.17,13.5,14.25
Julen Letamendia,2000570277.0,14.67,14.0,14.0,12.0,10.17,12.0,9.0,15.67
Josema,2000682315.0,13.33,16.0,12.5,12.5,9.83,13.33,11.5,15.92
Carlos Bidaurrázaga,2000573859.0,8.67,14.5,14.5,10.33,17.0,13.67,10.0,12.17
Oihan Sancet,67260204.0,10.17,14.0,15.0,16.0,14.67,13.67,13.5,12.92
Unai Vencedor,67260207.0,13.0,15.5,15.0,13.67,11.17,14.0,8.5,14.17
Íñigo Herrera,2000510687.0,7.33,14.5,16.5,11.0,11.0,14.0,9.5,11.17
Romain Bertrand,2000438620.0,10.17,15.5,13.0,14.33,16.0,15.33,14.5,13.5
Oier López,67277836.0,14.0,13.25,13.5,10.0,8.5,11.0,10.5,13.25
Javier Arrue,2000438617.0,3.0,14.5,16.0,13.0,11.33,14.33,14.5,10.17
Fran Alonso,2000570282.0,6.5,13.75,16.0,14.0,11.67,14.0,13.5,11.58
Aimar Oroz,67276375.0,8.33,11.75,13.0,15.5,9.5,15.5,6.0,11.67
Mikel Garai,2000438623.0,8.17,15.25,13.5,13.5,16.83,17.0,12.0,12.33
Ander Guevara,67246381.0,13.67,12.75,9.0,13.0,10.5,14.0,11.25,13.58
Javier Karanka,2000193733.0,6.5,12.88,15.0,13.0,9.83,13.0,9.0,10.5
Arkaitz Jauregi,2000350400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Magunazelaia,2000438619.0,6.33,12.5,13.0,14.5,12.33,14.0,8.5,13.0
Íñigo Merino,2000442705.0,12.67,12.12,12.0,9.5,5.83,10.0,13.0,14.42
