Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Diego Aizpurua,2000193388.0,15.0,14.0,11.0,13.33,12.5,16.0,13.5,11.5
Asier Grande,2000048078.0,2.0,13.88,16.0,13.58,1.5,2.0,2.25,2.25
Yeray,67192475.0,2.5,11.25,12.5,14.92,3.0,1.5,1.75,2.5
Unai Núñez,67214595.0,3.25,12.75,12.5,14.25,2.75,1.5,2.0,1.75
Julen Letamendia,2000570277.0,2.0,14.0,14.0,15.67,2.75,2.5,3.0,3.5
Josema,2000682315.0,3.75,16.0,12.5,15.92,2.75,3.0,1.75,3.25
Carlos Bidaurrázaga,2000573859.0,2.0,14.5,14.5,12.17,2.5,1.0,2.0,2.0
Oihan Sancet,67260204.0,2.75,14.0,15.0,12.92,1.5,1.5,2.0,2.0
Unai Vencedor,67260207.0,2.25,15.5,15.0,14.17,1.75,2.0,2.0,3.25
Íñigo Herrera,2000510687.0,3.5,14.5,16.5,11.17,3.0,3.0,2.5,1.5
Romain Bertrand,2000438620.0,2.75,15.5,13.0,13.5,3.0,3.0,1.75,1.5
Oier López,67277836.0,3.5,13.25,13.5,13.25,2.75,3.0,1.75,2.75
Javier Arrue,2000438617.0,2.0,14.5,16.0,10.17,2.0,2.0,1.5,1.5
Fran Alonso,2000570282.0,2.5,13.75,16.0,11.58,1.75,2.0,3.5,2.5
Aimar Oroz,67276375.0,3.25,11.75,13.0,11.67,2.5,3.5,2.5,2.25
Mikel Garai,2000438623.0,2.75,15.25,13.5,12.33,2.0,2.5,1.5,2.75
Ander Guevara,67246381.0,2.5,12.75,9.0,13.58,2.25,4.0,1.5,2.75
Javier Karanka,2000193733.0,2.0,12.88,15.0,10.5,2.0,2.5,3.5,1.5
Arkaitz Jauregi,2000350400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Magunazelaia,2000438619.0,2.25,12.5,13.0,13.0,2.75,2.5,2.5,2.5
Íñigo Merino,2000442705.0,1.5,12.12,12.0,14.42,3.0,2.0,3.5,3.5
