Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Mario Sacchi,2000628256,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Giorgio Del Nero,2000569080,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ding Lei,2000566986,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Francesco Boron,2000510618,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Alessandro Cudicio,2000436500,0,0,0,0,0,0,0,0,1,1,0,0,1,0
José Daniel Lafuente,2000435809,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Andrea Beretta,2000323828,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gianluigi Fornari,2000199598,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommaso Risaliti,2000198565,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Antonio Buzzi,2000193933,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Matteo Bernard,2000189331,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Kamil Broda,96129081,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessio Furlanetto,43425157,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo Canini,2000437226,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carlos Rojas,2000561489,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Mauro Brizi,2000272649,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fidel Blasco,2000573382,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Cristian Ferrari,2000570040,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Raffaele Civita,2000437228,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Massimo Todaro,2000437225,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalidou Koulibaly,85051083,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roberto Taliento,43252472,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Claud Adjapong,43202413,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Amir Rrahmani,11023165,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Egidio Guidi,2000190821,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Giacomo Raspadori,43316850,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Vasyl Lysenko,2000660045,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Davide Addis,2000199603,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Mario Liccardo,2000437227,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Enrico Del Prato,43252473,0,1,1,1,1,0,0,1,1,0,0,0,0,0
Lennart Czyborra,91166521,0,0,1,1,0,0,1,0,0,1,0,0,0,0
Daniele De Filippis,2000327509,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Leonardo Loria,43269230,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cláudio Marcos,2000410741,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolò Trombino,2000324477,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Amath N'Diaye,67213756,0,0,0,0,0,0,0,1,0,0,1,1,1,1
Chancel Mbemba,18057323,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Cristian Pavón,14083972,0,0,0,0,0,0,0,1,0,1,1,0,1,1
Jonathan Augustinsson,93051231,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Fabián Buonanno,2000273255,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Pablo Aránguiz,75036973,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Daniele Rugani,43083931,0,0,1,0,0,0,0,0,0,0,0,0,0,0
