Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Mario Sacchi,2000628256.0,12.0,14.67,6.0,12.5,15.5,14.33,13.0,14.5,12.5,13.0,11.5,11.0,14.4,11.0,15.75,14.67,17.0,14.5,16.0,14.33,7.0
Giorgio Del Nero,2000569080.0,4.0,13.0,6.0,6.75,8.25,8.83,11.5,11.25,6.75,10.75,7.75,11.5,11.1,5.33,13.75,10.83,13.0,11.75,9.75,6.0,6.0
Ding Lei,2000566986.0,8.0,13.67,8.0,7.5,12.5,12.0,9.67,16.5,7.5,11.0,9.5,12.75,13.4,6.0,11.0,14.33,10.0,12.0,10.0,8.33,6.0
Francesco Boron,2000510618.0,11.0,7.5,8.0,8.75,15.5,10.17,13.0,12.0,8.75,15.25,7.5,9.75,9.5,6.83,11.75,9.83,7.5,15.0,11.25,10.5,2.0
Alessandro Cudicio,2000436500.0,4.0,10.67,7.0,5.5,13.0,11.83,10.67,11.25,5.5,14.0,8.5,11.0,11.3,5.5,14.62,11.17,13.0,12.5,9.75,8.5,7.5
José Daniel Lafuente,2000435809.0,9.0,13.0,8.0,11.5,13.5,14.0,14.33,13.0,11.5,15.0,11.5,10.5,13.4,10.0,13.0,13.33,15.0,15.5,10.5,12.33,6.0
Andrea Beretta,2000323828.0,9.5,13.0,2.0,9.75,4.5,8.0,7.0,13.75,9.75,3.0,7.25,10.25,10.8,6.83,11.62,12.17,2.5,9.25,11.25,2.67,2.5
Gianluigi Fornari,2000199598.0,15.5,10.67,2.5,9.5,4.75,9.0,5.67,12.75,9.5,4.75,8.5,11.25,9.4,7.5,13.5,12.5,3.0,7.5,11.0,3.33,2.5
Tommaso Risaliti,2000198565.0,9.0,9.0,14.0,11.5,11.0,11.5,9.67,10.75,11.5,9.0,9.25,9.75,10.3,11.67,12.62,10.5,5.0,9.75,10.25,7.17,12.0
Antonio Buzzi,2000193933.0,17.0,11.5,11.0,9.25,7.75,9.33,7.67,11.75,9.25,6.5,10.25,12.75,10.4,10.5,12.88,11.33,7.5,7.75,12.5,5.5,12.0
