Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Mario Sacchi,2000628256.0,14.1,14.1,14.1,14.1,13.9,13.9,13.9,13.9,13.08,13.08
Giorgio Del Nero,2000569080.0,10.3,10.3,10.3,10.3,12.2,12.2,9.4,9.4,11.0,11.0
Ding Lei,2000566986.0,12.1,12.1,12.1,12.1,11.2,11.2,11.3,11.3,10.67,10.67
Francesco Boron,2000510618.0,11.05,11.05,11.05,11.05,11.65,11.65,11.2,11.2,11.29,11.29
Alessandro Cudicio,2000436500.0,12.85,12.85,12.85,12.85,12.85,12.85,12.35,12.35,11.62,11.62
José Daniel Lafuente,2000435809.0,14.2,14.2,14.2,14.2,12.8,12.8,13.8,13.8,12.08,12.08
Andrea Beretta,2000323828.0,8.15,8.15,8.15,8.15,7.4,7.4,6.75,6.75,7.12,7.12
Gianluigi Fornari,2000199598.0,7.95,7.95,7.95,7.95,8.3,8.3,7.3,7.3,8.42,8.42
Tommaso Risaliti,2000198565.0,9.9,9.9,9.9,9.9,10.0,10.0,9.6,9.6,10.25,10.25
Antonio Buzzi,2000193933.0,9.25,9.25,9.25,9.25,9.95,9.95,8.4,8.4,10.62,10.62
Matteo Bernard,2000189331.0,13.55,13.55,13.55,13.55,14.6,14.6,13.1,13.1,13.83,13.83
Kamil Broda,96129081.0,6.5,6.5,6.5,6.5,6.2,6.2,6.2,6.2,7.04,7.04
Alessio Furlanetto,43425157.0,6.45,6.45,6.45,6.45,5.05,5.05,6.2,6.2,5.83,5.83
Matteo Canini,2000437226.0,12.1,12.1,12.1,12.1,12.75,12.75,12.6,12.6,12.71,12.71
Carlos Rojas,2000561489.0,9.5,9.5,9.5,9.5,10.2,10.2,8.95,8.95,10.0,10.0
Mauro Brizi,2000272649.0,8.3,8.3,8.3,8.3,9.25,9.25,7.85,7.85,9.0,9.0
Fidel Blasco,2000573382.0,11.9,11.9,11.9,11.9,13.45,13.45,11.0,11.0,12.62,12.62
Cristian Ferrari,2000570040.0,13.55,13.55,13.55,13.55,13.7,13.7,13.7,13.7,12.75,12.75
Raffaele Civita,2000437228.0,11.0,11.0,11.0,11.0,12.5,12.5,10.6,10.6,12.33,12.33
Massimo Todaro,2000437225.0,8.8,8.8,8.8,8.8,6.9,6.9,7.75,7.75,7.17,7.17
Kalidou Koulibaly,85051083.0,9.45,9.45,9.45,9.45,7.95,7.95,9.6,9.6,9.12,9.12
Roberto Taliento,43252472.0,7.6,7.6,7.6,7.6,8.15,8.15,7.25,7.25,8.5,8.5
Claud Adjapong,43202413.0,11.65,11.65,11.65,11.65,12.65,12.65,10.95,10.95,12.46,12.46
Amir Rrahmani,11023165.0,8.95,8.95,8.95,8.95,7.15,7.15,8.65,8.65,8.29,8.29
Egidio Guidi,2000190821.0,11.15,11.15,11.15,11.15,11.25,11.25,11.3,11.3,11.79,11.79
Giacomo Raspadori,43316850.0,13.2,13.2,13.2,13.2,13.45,13.45,13.3,13.3,12.62,12.62
Vasyl Lysenko,2000660045.0,11.6,11.6,11.6,11.6,10.9,10.9,11.15,11.15,11.33,11.33
Davide Addis,2000199603.0,13.15,13.15,13.15,13.15,12.8,12.8,12.45,12.45,12.83,12.83
Mario Liccardo,2000437227.0,13.55,13.55,13.55,13.55,11.85,11.85,12.75,12.75,11.62,11.62
Enrico Del Prato,43252473.0,12.25,12.25,12.25,12.25,12.25,12.25,11.55,11.55,12.12,12.12
Lennart Czyborra,91166521.0,13.2,13.2,13.2,13.2,12.75,12.75,12.75,12.75,12.46,12.46
Daniele De Filippis,2000327509.0,11.85,11.85,11.85,11.85,13.0,13.0,11.6,11.6,12.58,12.58
Leonardo Loria,43269230.0,8.2,8.2,8.2,8.2,6.85,6.85,7.4,7.4,7.17,7.17
Cláudio Marcos,2000410741.0,7.65,7.65,7.65,7.65,7.2,7.2,7.3,7.3,7.42,7.42
Nicolò Trombino,2000324477.0,13.5,13.5,13.5,13.5,14.05,14.05,13.4,13.4,13.79,13.79
Amath N'Diaye,67213756.0,11.0,11.0,11.0,11.0,11.85,11.85,11.0,11.0,11.04,11.04
Chancel Mbemba,18057323.0,11.45,11.45,11.45,11.45,11.2,11.2,11.15,11.15,11.17,11.17
Cristian Pavón,14083972.0,11.75,11.75,11.75,11.75,13.3,13.3,11.95,11.95,12.0,12.0
Jonathan Augustinsson,93051231.0,12.05,12.05,12.05,12.05,11.6,11.6,11.9,11.9,11.67,11.67
Fabián Buonanno,2000273255.0,13.9,13.9,13.9,13.9,13.6,13.6,13.3,13.3,13.58,13.58
Pablo Aránguiz,75036973.0,13.3,13.3,13.3,13.3,13.0,13.0,12.7,12.7,11.75,11.75
Daniele Rugani,43083931.0,11.4,11.4,11.4,11.4,10.9,10.9,11.1,11.1,11.58,11.58
