Player,UID,FB,WB,IWB,CWB,NNFB
Mario Sacchi,2000628256.0,12.0,11.8,11.9,12.46,11.0
Giorgio Del Nero,2000569080.0,9.45,9.85,8.15,10.0,8.1
Ding Lei,2000566986.0,9.7,8.6,9.5,9.46,9.2
Francesco Boron,2000510618.0,7.8,8.55,7.5,9.88,6.9
Alessandro Cudicio,2000436500.0,10.55,11.05,10.15,11.5,8.75
José Daniel Lafuente,2000435809.0,10.5,11.4,11.3,12.15,9.6
Andrea Beretta,2000323828.0,8.5,6.1,8.35,6.5,7.65
Gianluigi Fornari,2000199598.0,9.9,7.25,8.1,6.92,8.9
Tommaso Risaliti,2000198565.0,11.4,10.95,10.95,10.85,10.35
Antonio Buzzi,2000193933.0,11.45,10.05,10.85,9.62,11.9
Matteo Bernard,2000189331.0,11.55,12.1,10.85,12.08,9.85
Kamil Broda,96129081.0,7.7,5.9,7.15,6.12,8.5
Alessio Furlanetto,43425157.0,7.05,5.0,6.1,5.15,7.15
Matteo Canini,2000437226.0,9.95,10.85,9.1,11.19,8.6
Carlos Rojas,2000561489.0,10.6,9.7,8.9,9.65,9.9
Mauro Brizi,2000272649.0,11.25,7.45,9.7,7.58,10.65
Fidel Blasco,2000573382.0,9.45,9.55,8.2,9.73,7.1
Cristian Ferrari,2000570040.0,11.15,10.8,11.05,11.81,10.45
Raffaele Civita,2000437228.0,12.25,12.15,10.65,12.08,10.95
Massimo Todaro,2000437225.0,9.35,6.55,9.3,6.85,8.95
Kalidou Koulibaly,85051083.0,11.55,9.3,12.15,9.73,13.4
Roberto Taliento,43252472.0,9.3,7.15,8.35,7.23,8.7
Claud Adjapong,43202413.0,13.15,12.65,12.25,12.38,11.5
Amir Rrahmani,11023165.0,11.45,8.9,11.8,8.92,12.95
Egidio Guidi,2000190821.0,13.2,11.45,12.6,11.46,14.35
Giacomo Raspadori,43316850.0,10.7,10.35,10.5,11.19,10.15
Vasyl Lysenko,2000660045.0,13.85,12.5,13.25,12.23,14.5
Davide Addis,2000199603.0,12.1,11.6,12.25,12.04,11.4
Mario Liccardo,2000437227.0,13.4,11.85,13.4,12.58,13.55
Enrico Del Prato,43252473.0,12.95,12.45,12.75,12.31,12.5
Lennart Czyborra,91166521.0,13.25,12.8,12.9,12.88,13.2
Daniele De Filippis,2000327509.0,11.05,10.6,10.15,11.15,9.95
Leonardo Loria,43269230.0,8.8,6.55,8.35,6.81,8.3
Cláudio Marcos,2000410741.0,9.35,6.25,8.2,6.46,9.05
Nicolò Trombino,2000324477.0,12.1,12.45,12.3,12.65,11.55
Amath N'Diaye,67213756.0,8.9,9.65,8.6,10.12,8.65
Chancel Mbemba,18057323.0,13.05,11.35,12.7,11.42,12.7
Cristian Pavón,14083972.0,11.5,11.9,10.5,11.85,10.45
Jonathan Augustinsson,93051231.0,13.4,12.5,13.3,12.69,13.75
Fabián Buonanno,2000273255.0,11.9,11.4,12.0,12.38,10.6
Pablo Aránguiz,75036973.0,10.5,10.8,10.7,11.46,9.5
Daniele Rugani,43083931.0,14.2,11.3,14.0,11.54,13.3
