Player,UID,AF,CF,DLF,F9,P,PF,TM
Danilo Rizzo,2000567633.0,6.65,4.25,6.15,4.35,6.65,8.7,6.8
Eirik Haugland,2000555555.0,12.5,12.4,13.5,12.9,12.5,11.85,12.65
Leroy Moonen,2000438559.0,11.5,11.65,13.1,12.5,11.5,11.45,12.1
Gaëtan Redon,2000433840.0,11.3,11.5,11.5,10.75,11.3,12.05,11.65
Milton Mijoch,2000272968.0,13.1,10.05,10.9,11.25,13.1,11.65,9.8
Stavros Kallitsounakis,2000232881.0,13.65,12.4,13.2,13.1,13.65,13.5,12.05
Fulvio Colacicco,2000191153.0,11.85,10.85,11.9,11.5,11.85,12.15,11.8
Luiz Felipe,19225765.0,12.5,13.4,13.9,12.6,12.5,13.6,13.7
Raniero Cini,2000567637.0,13.9,11.5,12.15,12.9,13.9,12.1,10.3
Klajdi Ferati,2000567635.0,9.95,9.55,10.15,9.45,9.95,11.05,10.9
Davide Costarella,2000512160.0,7.25,4.85,6.2,5.1,7.25,7.8,6.1
Vitalijs Cvetkovs,2000507392.0,12.4,10.5,11.5,11.3,12.4,12.0,9.7
Mauro Cirelli,2000435220.0,13.6,10.85,11.4,11.7,13.6,13.15,12.0
Marcus Andersson,2000397891.0,15.0,12.2,12.9,12.6,15.0,13.6,11.25
Marcus Andersson,2000397735.0,14.65,11.2,12.7,12.3,14.65,11.6,11.45
Miel Devos,2000199510.0,12.8,12.95,14.75,14.25,12.8,11.6,12.9
Niklas Süle,91107360.0,10.4,10.0,11.55,9.6,10.4,9.75,12.0
Michele Di Gregorio,43161669.0,7.95,8.0,9.85,8.3,7.95,9.4,7.9
Tahith Chong,37058361.0,13.6,11.85,12.2,12.65,13.6,12.55,11.4
Donyell Malen,37055844.0,15.4,13.8,14.2,13.4,15.4,14.0,13.6
Donny van de Beek,37048153.0,13.4,14.2,14.3,13.9,13.4,13.6,13.4
Robin Gosens,37041773.0,12.8,13.65,13.85,13.7,12.8,13.45,13.25
Kevin De Bruyne,18004457.0,10.3,14.3,15.2,15.7,10.3,10.9,12.2
Federico Brancolini,43357008.0,7.9,6.85,8.9,7.85,7.9,8.25,7.95
Daniel Lamas,2000568699.0,15.15,12.95,13.35,13.05,15.15,13.65,12.75
Franco Ferraro,2000325869.0,16.1,13.5,13.5,13.4,16.1,14.4,13.2
Riccardo Sottil,43270713.0,13.15,11.55,11.8,12.05,13.15,12.2,11.4
John Gil,2000562142.0,14.9,13.9,14.4,13.9,14.9,14.8,12.4
Gustavo Fernández,2000539166.0,15.2,14.1,15.0,15.2,15.2,13.7,12.6
Ferran Torres,89056845.0,14.0,12.8,13.1,13.4,14.0,12.7,12.6
Christopher Nkunku,85140301.0,14.6,13.6,14.2,15.1,14.6,14.0,12.3
Mohamed Ihattaren,37073834.0,14.05,13.25,14.4,14.25,14.05,12.7,12.5
Anyelo Oropesa,2000606155.0,10.5,9.8,10.5,9.6,10.5,11.1,11.5
Davide Bettella,43316726.0,12.7,11.7,12.6,11.4,12.7,12.7,12.6
Roque Rébora,2000285968.0,12.5,13.0,13.5,12.4,12.5,12.5,12.3
Josha Vagnoman,91184445.0,12.8,11.5,12.2,12.15,12.8,12.8,11.8
Gabriele Zappa,43272248.0,13.3,13.05,13.35,13.05,13.3,13.35,13.15
Thomas Strakosha,43115047.0,10.55,9.05,10.6,8.95,10.55,11.1,9.9
Guillermo Vaccarezza,2000489469.0,14.9,14.4,15.4,15.1,14.9,14.2,13.6
