Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Danilo Rizzo,2000567633.0,13.0,7.67,0.0,9.0,4.75,6.33,2.5,12.5,9.0,1.5,10.75,9.5,6.7,6.0,10.5,11.17,3.0,3.75,9.0,1.0,0.0
Eirik Haugland,2000555555.0,15.0,13.0,12.0,12.75,13.75,15.17,11.33,13.0,12.75,14.0,12.5,12.25,13.3,12.83,12.88,14.67,13.0,13.5,15.5,10.67,16.0
Leroy Moonen,2000438559.0,10.0,13.5,9.0,11.5,12.75,12.67,12.17,14.25,11.5,10.5,10.25,12.88,13.0,10.33,12.75,14.0,8.5,13.25,14.75,10.5,10.0
Gaëtan Redon,2000433840.0,15.5,12.83,16.5,10.5,13.0,10.0,10.33,13.25,10.5,12.0,11.0,13.25,10.9,11.5,13.25,13.5,10.0,12.0,11.75,8.83,12.0
Milton Mijoch,2000272968.0,4.0,10.5,7.0,7.25,11.5,10.0,10.5,9.75,7.25,12.75,9.75,10.12,10.4,5.67,15.88,9.67,13.5,11.0,10.5,9.33,4.0
Stavros Kallitsounakis,2000232881.0,7.0,13.17,4.0,10.0,13.5,12.33,11.5,13.0,10.0,12.75,10.5,10.25,12.8,9.67,13.88,12.83,18.5,12.5,13.5,10.67,7.5
Fulvio Colacicco,2000191153.0,13.0,11.5,10.0,9.75,12.0,13.33,11.67,14.0,9.75,10.75,11.5,11.88,12.4,10.17,13.75,13.5,9.5,12.0,15.25,9.5,11.0
Luiz Felipe,19225765.0,15.0,16.0,17.0,14.5,13.5,14.67,10.67,15.0,14.5,10.5,14.5,17.25,15.0,14.67,14.25,15.67,10.0,13.5,14.5,7.33,18.0
Raniero Cini,2000567637.0,4.0,10.0,9.0,6.75,13.0,13.17,12.33,9.0,6.75,16.5,9.0,13.38,11.1,6.33,16.38,10.67,15.0,14.0,12.5,11.0,5.0
Klajdi Ferati,2000567635.0,17.0,13.0,9.0,10.5,8.5,10.5,9.33,15.25,10.5,9.25,12.0,11.38,11.8,11.0,11.5,14.0,8.5,11.25,10.5,7.33,14.0
Davide Costarella,2000512160.0,11.0,6.83,2.0,10.5,4.0,6.5,4.5,10.75,10.5,2.25,7.75,11.38,6.7,7.5,11.0,9.33,1.5,5.25,7.5,3.17,2.0
Vitalijs Cvetkovs,2000507392.0,10.0,11.67,4.0,7.0,11.5,13.67,10.0,11.0,7.0,12.0,8.0,11.5,12.4,6.33,14.5,12.0,11.0,12.5,11.0,10.0,9.0
Mauro Cirelli,2000435220.0,13.0,11.17,10.0,10.0,10.75,10.67,12.17,13.75,10.0,13.5,10.75,12.62,11.2,8.0,15.25,12.33,10.5,12.25,13.75,10.5,6.0
Marcus Andersson,2000397891.0,5.0,11.17,5.0,10.5,12.0,14.33,10.0,11.0,10.5,13.25,9.5,11.0,12.4,9.83,15.25,12.17,15.5,11.0,13.75,12.33,3.0
Marcus Andersson,2000397735.0,8.0,8.5,7.0,7.75,15.0,14.0,8.83,10.5,7.75,15.75,10.5,8.25,11.0,6.17,15.88,11.17,15.5,11.5,14.0,11.0,5.5
Miel Devos,2000199510.0,10.0,14.0,8.0,12.5,17.5,13.17,14.83,14.25,12.5,15.5,13.5,11.25,13.7,9.83,12.38,13.83,13.0,16.0,13.75,13.33,6.5
Niklas Süle,91107360.0,16.0,12.17,15.0,14.75,8.25,11.0,8.0,12.25,14.75,6.5,16.25,10.25,11.0,14.5,12.12,13.0,5.5,9.75,15.0,7.33,14.0
Michele Di Gregorio,43161669.0,13.0,10.67,2.0,11.5,9.0,9.33,7.33,11.5,11.5,6.75,10.5,12.25,9.8,8.17,9.75,11.33,2.5,10.0,11.0,4.83,2.0
Tahith Chong,37058361.0,13.0,12.83,6.0,9.25,15.0,12.0,12.83,9.75,9.25,15.75,11.25,12.88,12.4,7.17,15.12,10.67,13.5,14.0,10.0,12.33,5.0
Donyell Malen,37055844.0,9.0,12.67,13.0,11.5,15.0,13.33,12.0,12.0,11.5,14.0,14.0,12.25,12.8,9.33,16.25,12.67,16.0,14.0,14.5,13.67,5.0
Donny van de Beek,37048153.0,13.0,14.67,10.0,11.5,15.5,13.0,14.67,13.5,11.5,13.5,15.0,14.75,14.0,11.0,12.75,13.33,15.0,16.0,12.0,13.67,11.0
Robin Gosens,37041773.0,12.0,12.67,12.0,13.5,15.25,13.33,15.0,14.5,13.5,12.75,14.25,15.75,12.6,12.67,12.12,14.67,15.0,14.75,12.5,14.67,14.0
Kevin De Bruyne,18004457.0,8.0,15.67,5.0,13.25,17.0,16.33,17.67,15.5,13.25,13.0,15.0,13.5,16.4,10.83,6.75,15.0,15.0,17.5,8.5,15.67,8.5
Federico Brancolini,43357008.0,17.5,10.83,1.5,11.5,4.75,11.67,7.33,12.5,11.5,4.25,12.5,10.5,10.6,8.5,9.75,13.17,2.5,9.5,8.0,3.5,2.5
Daniel Lamas,2000568699.0,13.0,13.83,11.0,9.5,15.0,14.5,10.0,13.5,9.5,16.75,10.5,10.12,14.1,8.67,15.5,13.83,15.5,12.25,12.5,12.33,6.0
Franco Ferraro,2000325869.0,14.0,12.67,12.0,11.0,13.5,14.67,10.67,12.5,11.0,15.5,10.5,12.0,13.2,8.67,16.75,13.67,16.0,12.0,13.0,13.33,5.0
Riccardo Sottil,43270713.0,11.0,12.0,8.0,9.25,12.5,11.5,12.5,11.25,9.25,13.5,10.75,11.0,11.7,7.67,13.62,11.5,13.0,12.0,11.25,12.0,4.5
John Gil,2000562142.0,6.0,13.67,10.0,11.5,15.0,15.33,12.0,15.0,11.5,16.0,12.0,16.25,14.8,9.67,15.0,14.33,15.0,14.5,13.0,14.33,4.0
Gustavo Fernández,2000539166.0,3.0,16.0,13.0,13.0,16.0,15.0,13.33,15.5,13.0,16.5,12.5,12.25,15.6,11.33,16.25,15.33,17.0,14.5,13.5,13.0,10.0
Ferran Torres,89056845.0,14.0,13.0,11.0,11.0,14.0,13.67,13.67,12.5,11.0,14.5,13.0,11.25,13.4,9.5,15.5,12.67,13.0,14.0,12.0,13.33,6.0
Christopher Nkunku,85140301.0,8.0,16.0,8.0,13.0,15.5,14.33,15.0,15.5,13.0,16.0,12.5,13.5,15.2,12.0,14.5,15.33,16.0,16.0,9.5,14.0,11.0
Mohamed Ihattaren,37073834.0,8.0,14.0,8.0,11.75,16.5,12.5,15.17,11.25,11.75,16.0,12.25,12.5,13.1,9.0,14.12,12.17,14.0,17.0,11.75,14.33,4.5
Anyelo Oropesa,2000606155.0,19.0,10.33,11.0,10.0,11.0,9.33,8.67,12.5,10.0,8.0,11.5,12.25,9.8,11.33,13.25,11.67,8.0,9.5,14.0,7.0,12.0
Davide Bettella,43316726.0,15.0,13.0,16.0,14.0,10.5,13.0,10.0,13.5,14.0,9.0,14.5,13.25,12.4,14.0,15.25,14.33,8.0,11.0,15.0,8.33,15.0
Roque Rébora,2000285968.0,11.0,14.0,13.0,14.5,13.5,14.33,11.33,13.5,14.5,11.0,14.5,14.0,13.8,14.0,14.0,14.33,9.0,13.5,13.5,9.0,13.0
