Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Danilo Rizzo,2000567633.0,3.5,8.75,11.5,1.5,3.5,3.17,6.5,10.58
Eirik Haugland,2000555555.0,14.67,15.0,10.0,10.83,9.83,12.83,13.5,14.25
Leroy Moonen,2000438559.0,9.5,12.88,11.5,12.33,10.17,11.33,9.5,13.17
Gaëtan Redon,2000433840.0,12.0,13.62,12.75,7.67,7.67,11.67,16.0,13.0
Milton Mijoch,2000272968.0,3.17,12.25,16.5,11.33,11.33,12.5,5.5,9.25
Stavros Kallitsounakis,2000232881.0,8.17,14.25,13.5,12.83,12.83,13.5,5.5,10.58
Fulvio Colacicco,2000191153.0,10.67,15.0,13.0,10.83,8.5,10.83,11.5,13.25
Luiz Felipe,19225765.0,16.33,14.5,13.5,14.0,9.33,11.67,16.0,16.5
Raniero Cini,2000567637.0,4.83,13.88,15.0,11.83,10.5,14.33,6.5,11.0
Klajdi Ferati,2000567635.0,12.33,11.62,10.75,9.83,7.5,8.5,13.0,12.83
Davide Costarella,2000512160.0,5.33,9.0,11.0,4.17,4.5,3.0,6.5,10.0
Vitalijs Cvetkovs,2000507392.0,6.33,13.25,14.0,12.33,9.0,11.0,7.0,10.17
Mauro Cirelli,2000435220.0,5.83,14.88,15.0,10.67,11.17,12.33,11.5,11.67
Marcus Andersson,2000397891.0,6.67,15.25,15.0,11.83,14.33,12.83,5.0,10.67
Marcus Andersson,2000397735.0,3.67,14.75,15.0,10.17,13.17,15.83,7.5,10.08
Miel Devos,2000199510.0,5.83,12.38,11.0,13.67,14.17,16.0,9.0,12.58
Niklas Süle,91107360.0,14.33,12.25,12.0,9.33,8.67,7.33,15.5,14.5
Michele Di Gregorio,43161669.0,5.83,11.25,9.5,8.33,4.33,7.17,7.5,11.5
Tahith Chong,37058361.0,4.67,11.75,16.5,14.0,12.33,15.17,9.5,11.58
Donyell Malen,37055844.0,5.67,15.25,16.0,13.0,15.67,14.33,11.0,12.67
Donny van de Beek,37048153.0,9.33,13.5,11.5,15.33,14.67,14.0,11.5,13.67
Robin Gosens,37041773.0,12.33,12.12,11.75,10.67,14.33,13.17,12.0,14.92
Kevin De Bruyne,18004457.0,8.33,7.25,5.5,18.33,15.33,14.33,6.5,14.17
Federico Brancolini,43357008.0,6.5,8.38,11.5,8.83,4.33,4.0,9.5,14.0
Daniel Lamas,2000568699.0,6.0,14.75,15.5,12.5,13.83,15.83,12.0,11.25
Franco Ferraro,2000325869.0,6.0,15.75,17.0,11.67,14.67,14.67,13.0,12.33
Riccardo Sottil,43270713.0,4.83,12.88,14.0,11.67,12.67,13.0,9.5,11.25
John Gil,2000562142.0,6.0,14.75,15.0,14.67,14.67,15.33,8.0,13.83
Gustavo Fernández,2000539166.0,9.67,15.0,15.5,14.67,13.33,16.0,8.0,13.5
Ferran Torres,89056845.0,7.17,13.5,15.5,14.0,13.0,14.0,12.5,12.33
Christopher Nkunku,85140301.0,11.0,12.75,14.0,15.0,14.0,15.33,8.0,13.17
Mohamed Ihattaren,37073834.0,4.83,13.12,13.5,15.33,14.33,16.0,8.0,11.58
Anyelo Oropesa,2000606155.0,12.67,14.25,12.5,7.67,7.0,9.33,15.0,13.0
Davide Bettella,43316726.0,14.67,15.0,15.5,10.33,9.0,9.67,15.5,14.67
Roque Rébora,2000285968.0,14.0,14.5,13.5,13.33,9.67,12.0,12.0,15.0
Josha Vagnoman,91184445.0,11.67,13.5,15.5,11.33,10.67,12.33,11.5,12.5
Gabriele Zappa,43272248.0,13.33,14.25,13.25,11.17,12.5,12.67,12.5,13.75
Thomas Strakosha,43115047.0,7.0,12.5,10.5,10.0,7.83,6.0,10.5,14.58
Guillermo Vaccarezza,2000489469.0,11.67,16.0,15.5,16.0,13.0,15.33,8.0,15.17
