Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Gautier Larsonneur,85133818.0,12.5,13.0,1.5,13.75,12.25,12.5,8.33,12.0,13.75,10.5,14.25,10.62,12.3,9.83,12.75,13.0,2.0,11.5,12.75,5.17,3.0
Enrico Brancadori,2000436507.0,17.0,14.67,18.0,16.0,13.5,14.67,12.0,13.5,16.0,14.0,15.5,13.0,14.4,16.0,17.0,14.33,10.0,13.5,17.0,10.0,16.0
Rubén Iranzo,2000032467.0,14.0,13.17,16.0,14.25,12.0,13.0,11.67,12.5,14.25,10.25,14.5,11.12,12.8,14.17,15.5,13.17,11.5,12.5,14.75,10.5,16.0
Urko González de Zárate,2000058330.0,15.0,11.33,14.0,10.5,10.5,11.67,9.67,12.0,10.5,7.5,9.0,12.25,11.2,11.33,14.25,12.33,8.0,11.0,11.0,7.33,14.0
0,28100123.0,13.0,10.83,9.0,11.5,12.0,12.33,11.67,14.0,11.5,11.5,13.0,15.75,11.5,11.67,15.5,13.33,10.0,11.5,13.5,6.17,20.0
José Gayà,67178177.0,6.0,14.67,5.0,14.5,16.0,15.0,15.67,15.5,14.5,14.0,14.0,14.0,14.8,13.67,14.5,15.33,16.0,16.0,12.0,11.33,15.0
Morten Thorsby,53098756.0,13.5,14.33,14.5,14.25,11.0,11.33,11.17,15.0,14.25,9.0,13.75,15.62,13.0,14.0,13.38,14.0,12.0,11.5,13.75,10.5,12.0
Orkun Kökçü,37061602.0,7.0,14.0,8.0,10.5,15.0,12.67,14.33,13.5,10.5,14.5,13.5,12.0,13.4,9.0,14.25,13.33,14.0,15.0,13.0,12.33,6.0
Sérgio Mané,2000507867.0,11.0,14.33,9.0,12.0,15.0,14.0,13.67,14.5,12.0,14.5,12.5,11.75,14.4,10.33,14.75,14.0,14.0,16.0,13.5,12.67,7.0
Bartol Barišić,24065111.0,15.0,13.33,15.0,11.5,15.5,14.67,11.33,13.0,11.5,13.5,15.0,12.25,13.4,9.0,12.5,14.33,16.0,13.0,13.5,13.33,4.0
Gabriel Jesus,19220266.0,9.0,14.0,13.0,11.5,16.0,14.33,14.0,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.67,16.0,16.0,12.5,14.33,7.0
Predrag Rajković,62076152.0,14.0,13.5,2.5,13.25,9.5,10.0,6.0,12.25,13.25,7.5,12.25,12.12,11.2,10.5,10.75,13.0,5.5,8.0,13.25,6.67,5.0
Ivo Gujinović,2000565341.0,8.0,14.67,13.0,13.25,9.75,15.0,8.67,17.75,13.25,11.0,13.0,13.5,14.4,13.17,15.88,17.5,11.0,9.5,13.75,9.0,15.0
Mouctar Diakhaby,48036643.0,16.0,11.5,15.0,14.25,10.25,12.33,9.67,13.5,14.25,10.75,14.5,14.88,11.8,14.17,13.0,13.17,6.5,12.0,14.0,7.83,13.0
Joaquín Salgado,2000272916.0,6.0,13.0,13.0,11.5,13.5,13.33,10.33,14.0,11.5,14.0,12.0,9.5,13.0,9.0,15.0,14.0,16.0,11.5,11.5,13.0,1.0
Nico Serrano,67295206.0,13.0,13.67,11.0,7.5,15.5,13.83,12.33,13.25,7.5,15.5,10.5,9.0,13.7,7.5,15.75,13.5,15.0,13.5,12.75,13.17,9.5
Sheldon Peltier,2000187635.0,15.0,13.33,11.0,12.25,14.75,11.83,12.67,13.75,12.25,13.5,12.5,13.38,12.5,11.5,15.25,13.5,14.0,14.0,14.5,9.5,10.0
Aron Ehlers,2000194937.0,13.0,13.17,5.0,12.0,15.75,14.0,14.83,15.75,12.0,14.0,12.25,11.88,14.2,10.33,14.75,14.0,13.5,15.75,14.25,11.83,7.0
Malcom,19229435.0,7.0,14.0,8.0,10.0,16.0,15.33,15.0,12.0,10.0,16.0,12.0,10.25,14.6,7.83,15.5,13.0,16.0,15.5,12.5,14.0,3.0
Nicolas Cozza,49037761.0,10.0,14.0,13.0,14.5,12.5,13.0,12.0,13.5,14.5,11.5,14.0,11.25,13.2,14.0,14.0,14.0,12.0,12.5,14.0,9.67,12.0
Rodri,67217524.0,15.0,15.0,12.0,15.5,14.0,14.0,11.67,15.0,15.5,12.0,15.0,11.75,14.2,14.33,12.75,15.33,12.0,14.0,12.0,10.33,14.0
Cristhian Mosquera,2000030816.0,13.0,11.17,14.0,12.25,8.25,11.33,8.33,13.0,12.25,8.25,14.5,10.12,11.2,12.5,13.25,12.5,6.5,10.0,13.5,7.83,12.0
Hugo Montañana,2000034349.0,12.0,10.83,12.0,11.25,14.75,13.67,14.0,13.0,11.25,14.25,11.0,12.88,12.4,11.5,14.5,12.5,10.5,15.0,10.0,11.5,11.0
Georges Teixeira,2000187375.0,12.0,11.0,18.0,12.0,10.75,11.0,10.5,13.0,12.0,7.75,12.25,14.5,11.0,12.33,13.0,12.33,8.0,11.5,13.0,7.67,13.0
Luís Pereira,2000188430.0,8.0,13.5,9.0,12.25,11.75,14.33,12.0,13.0,12.25,11.25,13.5,14.0,13.2,13.17,14.25,14.5,9.5,12.5,14.5,10.83,16.0
Adrian,2000193185.0,4.5,14.0,9.0,11.0,14.25,14.0,13.5,16.5,11.0,15.25,10.25,13.5,14.2,10.17,13.75,15.33,15.0,15.5,13.5,13.67,4.5
Damián Ribera,2000193186.0,5.0,13.83,11.0,10.5,17.5,15.5,14.67,15.5,10.5,15.0,11.5,11.75,14.9,9.67,14.62,14.83,16.0,17.0,9.5,12.33,7.0
Josema,2000439264.0,15.0,12.67,8.0,11.5,9.0,10.33,8.33,15.5,11.5,7.5,12.0,13.5,11.2,12.0,13.75,14.67,8.0,9.0,14.0,6.33,14.0
