Player,UID,FB,WB,IWB,CWB,NNFB
Gautier Larsonneur,85133818.0,10.8,7.9,10.85,8.81,10.25
Enrico Brancadori,2000436507.0,15.3,14.1,14.9,13.85,14.6
Rubén Iranzo,2000032467.0,14.8,13.7,14.8,13.46,13.85
Urko González de Zárate,2000058330.0,13.3,12.0,13.1,11.85,12.5
0,28100123.0,14.6,13.8,12.85,13.31,14.6
José Gayà,67178177.0,14.0,14.0,14.3,14.46,13.2
Morten Thorsby,53098756.0,14.35,13.05,13.45,12.73,13.65
Orkun Kökçü,37061602.0,11.3,11.4,11.7,12.23,10.7
Sérgio Mané,2000507867.0,11.4,11.4,12.5,12.38,10.5
Bartol Barišić,24065111.0,10.8,10.1,11.0,11.0,10.8
Gabriel Jesus,19220266.0,12.2,12.0,12.3,12.85,11.5
Predrag Rajković,62076152.0,10.5,8.05,10.55,8.38,11.15
Ivo Gujinović,2000565341.0,15.55,13.5,13.7,12.5,14.1
Mouctar Diakhaby,48036643.0,14.0,12.1,13.55,11.88,14.6
Joaquín Salgado,2000272916.0,11.0,11.3,9.8,11.62,8.7
Nico Serrano,67295206.0,10.35,10.95,10.35,11.73,8.65
Sheldon Peltier,2000187635.0,12.85,12.45,12.55,12.77,12.65
Aron Ehlers,2000194937.0,11.7,11.75,11.3,12.54,10.35
Malcom,19229435.0,10.25,11.05,10.65,12.04,8.85
Nicolas Cozza,49037761.0,13.6,12.7,13.5,12.69,13.1
Rodri,67217524.0,13.8,12.3,14.2,12.77,12.9
Cristhian Mosquera,2000030816.0,13.3,11.3,12.75,10.88,12.8
Hugo Montañana,2000034349.0,12.7,12.8,12.65,13.12,12.2
Georges Teixeira,2000187375.0,13.4,12.05,13.45,11.96,13.9
Luís Pereira,2000188430.0,14.5,13.1,14.25,12.81,14.7
Adrian,2000193185.0,11.2,11.45,11.25,12.19,10.8
Damián Ribera,2000193186.0,11.85,12.1,12.65,13.31,9.95
Josema,2000439264.0,13.5,11.4,12.1,11.0,13.1
