Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Gautier Larsonneur,85133818.0,12.85,10.75,11.25,11.45,12.45,10.6,11.35,11.85
Enrico Brancadori,2000436507.0,14.9,13.8,14.2,13.7,14.3,13.7,14.5,14.4
Rubén Iranzo,2000032467.0,13.45,13.45,13.55,13.5,13.75,13.0,13.35,14.5
Urko González de Zárate,2000058330.0,11.3,11.6,12.1,12.1,12.5,11.0,11.5,13.0
0,28100123.0,11.75,11.25,14.9,12.7,12.25,11.65,11.75,13.9
José Gayà,67178177.0,15.0,15.1,13.5,15.2,15.0,15.5,15.1,14.8
Morten Thorsby,53098756.0,12.8,11.85,14.2,13.65,13.65,12.05,11.65,13.9
Orkun Kökçü,37061602.0,13.4,13.3,11.5,13.3,13.4,14.3,14.4,12.3
Sérgio Mané,2000507867.0,14.3,14.1,11.0,13.9,14.3,14.6,15.5,12.9
Bartol Barišić,24065111.0,13.2,12.9,11.6,13.4,12.9,13.7,13.8,12.1
Gabriel Jesus,19220266.0,14.1,13.6,12.2,14.1,13.9,14.5,14.8,12.9
Predrag Rajković,62076152.0,11.2,9.9,12.05,10.8,11.45,9.7,10.3,11.3
Ivo Gujinović,2000565341.0,13.45,12.25,14.5,14.1,14.0,12.0,13.05,14.95
Mouctar Diakhaby,48036643.0,12.95,11.5,14.4,12.65,13.0,10.75,11.5,13.85
Joaquín Salgado,2000272916.0,11.8,11.4,9.8,13.1,12.5,13.0,13.4,11.2
Nico Serrano,67295206.0,12.05,12.15,9.15,12.0,11.95,14.15,14.95,10.8
Sheldon Peltier,2000187635.0,13.7,13.45,12.9,13.5,13.55,13.45,13.95,12.85
Aron Ehlers,2000194937.0,14.0,13.45,11.15,13.65,13.7,13.9,13.85,12.35
Malcom,19229435.0,13.4,13.8,9.6,13.0,13.0,15.0,15.3,11.1
Nicolas Cozza,49037761.0,13.5,13.1,13.2,13.4,13.5,13.1,13.2,13.6
Rodri,67217524.0,14.6,13.6,13.2,14.3,14.5,13.6,13.7,14.6
Cristhian Mosquera,2000030816.0,11.85,10.8,12.6,11.45,11.9,10.15,10.8,12.95
Hugo Montañana,2000034349.0,13.15,13.1,11.9,13.25,13.4,13.15,13.4,12.85
Georges Teixeira,2000187375.0,11.95,11.8,13.65,12.6,12.95,11.15,11.3,13.6
Luís Pereira,2000188430.0,13.35,12.9,14.3,13.25,13.5,12.55,13.0,14.15
Adrian,2000193185.0,13.45,12.7,11.6,14.3,14.05,13.75,14.7,12.45
Damián Ribera,2000193186.0,14.15,14.25,10.45,15.05,14.95,15.6,15.7,13.45
Josema,2000439264.0,11.2,10.2,13.6,12.0,11.9,10.4,10.8,13.2
