Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Gautier Larsonneur,85133818.0,10.95,10.95,10.95,10.95,9.65,9.65,9.95,9.95,9.21,9.21
Enrico Brancadori,2000436507.0,13.7,13.7,13.7,13.7,13.6,13.6,13.0,13.0,14.25,14.25
Rubén Iranzo,2000032467.0,13.15,13.15,13.15,13.15,12.9,12.9,12.8,12.8,13.25,13.25
Urko González de Zárate,2000058330.0,11.5,11.5,11.5,11.5,10.6,10.6,10.7,10.7,11.25,11.25
0,28100123.0,11.75,11.75,11.75,11.75,13.6,13.6,11.65,11.65,13.17,13.17
José Gayà,67178177.0,14.9,14.9,14.9,14.9,14.2,14.2,14.3,14.3,12.75,12.75
Morten Thorsby,53098756.0,12.4,12.4,12.4,12.4,13.5,13.5,12.35,12.35,13.58,13.58
Orkun Kökçü,37061602.0,14.1,14.1,14.1,14.1,13.5,13.5,13.6,13.6,12.5,12.5
Sérgio Mané,2000507867.0,14.8,14.8,14.8,14.8,13.0,13.0,14.0,14.0,12.5,12.5
Bartol Barišić,24065111.0,13.8,13.8,13.8,13.8,12.4,12.4,14.2,14.2,12.83,12.83
Gabriel Jesus,19220266.0,14.7,14.7,14.7,14.7,14.2,14.2,14.8,14.8,13.67,13.67
Predrag Rajković,62076152.0,10.05,10.05,10.05,10.05,8.75,8.75,9.75,9.75,8.67,8.67
Ivo Gujinović,2000565341.0,12.9,12.9,12.9,12.9,13.45,13.45,12.5,12.5,12.96,12.96
Mouctar Diakhaby,48036643.0,11.9,11.9,11.9,11.9,11.4,11.4,11.55,11.55,12.08,12.08
Joaquín Salgado,2000272916.0,13.5,13.5,13.5,13.5,14.1,14.1,14.1,14.1,13.33,13.33
Nico Serrano,67295206.0,13.55,13.55,13.55,13.55,13.05,13.05,13.25,13.25,12.88,12.88
Sheldon Peltier,2000187635.0,13.5,13.5,13.5,13.5,12.7,12.7,12.5,12.5,12.75,12.75
Aron Ehlers,2000194937.0,13.55,13.55,13.55,13.55,13.85,13.85,13.0,13.0,13.04,13.04
Malcom,19229435.0,14.3,14.3,14.3,14.3,14.1,14.1,13.8,13.8,13.0,13.0
Nicolas Cozza,49037761.0,12.9,12.9,12.9,12.9,12.7,12.7,12.4,12.4,12.5,12.5
Rodri,67217524.0,13.8,13.8,13.8,13.8,12.1,12.1,13.0,13.0,12.33,12.33
Cristhian Mosquera,2000030816.0,11.0,11.0,11.0,11.0,10.8,10.8,10.45,10.45,11.25,11.25
Hugo Montañana,2000034349.0,13.4,13.4,13.4,13.4,12.6,12.6,12.85,12.85,12.5,12.5
Georges Teixeira,2000187375.0,11.9,11.9,11.9,11.9,11.15,11.15,11.25,11.25,11.79,11.79
Luís Pereira,2000188430.0,13.0,13.0,13.0,13.0,12.6,12.6,12.55,12.55,11.92,11.92
Adrian,2000193185.0,14.5,14.5,14.5,14.5,13.85,13.85,14.65,14.65,12.67,12.67
Damián Ribera,2000193186.0,15.75,15.75,15.75,15.75,13.7,13.7,15.35,15.35,12.75,12.75
Josema,2000439264.0,10.5,10.5,10.5,10.5,11.2,11.2,10.4,10.4,11.25,11.25
