Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Gautier Larsonneur,85133818.0,16.5,12.88,11.5,13.42,14.0,12.0,12.0,13.5
Enrico Brancadori,2000436507.0,1.5,16.5,16.0,14.67,2.5,1.0,1.5,2.0
Rubén Iranzo,2000032467.0,3.0,15.25,15.0,13.42,2.75,2.5,1.75,1.75
Urko González de Zárate,2000058330.0,2.0,12.75,15.0,11.83,3.0,3.0,3.5,1.5
0,28100123.0,2.25,14.75,15.5,14.33,1.5,1.5,2.0,1.75
José Gayà,67178177.0,2.5,13.25,14.0,14.67,3.0,3.0,1.5,2.5
Morten Thorsby,53098756.0,1.25,14.12,13.5,14.25,2.75,1.5,3.0,3.0
Orkun Kökçü,37061602.0,1.5,14.25,13.5,13.17,2.5,3.0,2.5,2.5
Sérgio Mané,2000507867.0,2.0,13.75,13.5,13.0,2.0,2.0,3.0,3.0
Bartol Barišić,24065111.0,3.0,13.5,12.0,14.0,3.5,2.0,1.5,1.0
Gabriel Jesus,19220266.0,1.5,13.5,14.5,13.5,1.5,3.0,2.0,3.0
Predrag Rajković,62076152.0,14.0,12.12,9.75,13.08,15.75,14.0,13.5,13.5
Ivo Gujinović,2000565341.0,3.5,15.5,14.0,16.0,2.75,3.5,1.25,3.5
Mouctar Diakhaby,48036643.0,3.0,13.88,12.5,14.25,2.0,3.5,2.25,1.25
Joaquín Salgado,2000272916.0,3.0,13.25,16.5,11.0,3.0,1.0,2.5,2.0
Nico Serrano,67295206.0,2.5,13.0,15.0,10.33,2.25,3.5,3.5,2.25
Sheldon Peltier,2000187635.0,3.25,14.75,15.25,14.25,2.75,2.0,2.5,3.0
Aron Ehlers,2000194937.0,2.5,13.38,15.5,13.17,2.75,2.5,3.5,2.25
Malcom,19229435.0,2.25,13.5,15.0,12.33,3.0,2.5,2.5,2.25
Nicolas Cozza,49037761.0,2.0,14.5,13.0,13.17,1.5,1.0,1.5,2.0
Rodri,67217524.0,1.0,12.5,12.5,13.83,2.0,3.0,2.0,2.5
Cristhian Mosquera,2000030816.0,2.5,13.88,13.0,12.42,1.75,4.5,2.25,1.75
Hugo Montañana,2000034349.0,2.5,12.62,14.5,11.92,1.75,3.5,2.25,1.75
Georges Teixeira,2000187375.0,3.0,13.38,13.0,13.42,3.25,2.5,3.25,2.25
Luís Pereira,2000188430.0,2.75,14.62,13.0,15.0,2.75,3.5,2.5,1.75
Adrian,2000193185.0,2.5,13.62,12.0,13.75,4.0,1.5,1.75,2.0
Damián Ribera,2000193186.0,2.5,13.12,14.5,13.42,2.5,1.5,2.0,3.25
Josema,2000439264.0,2.0,14.0,12.5,14.83,2.5,3.0,1.5,2.0
