Player,UID,DM,AM,BWM,HB,SV,RGA
Gautier Larsonneur,85133818.0,10.85,10.85,10.85,11.25,11.0,11.6
Enrico Brancadori,2000436507.0,15.1,14.8,14.8,14.2,14.8,14.2
Rubén Iranzo,2000032467.0,14.5,14.2,14.2,13.55,14.65,13.5
Urko González de Zárate,2000058330.0,12.8,12.2,12.2,12.1,12.5,11.6
0,28100123.0,14.1,14.3,14.3,14.9,13.5,11.25
José Gayà,67178177.0,13.8,13.7,13.7,13.5,14.4,15.0
Morten Thorsby,53098756.0,14.15,14.95,14.95,14.2,13.75,11.9
Orkun Kökçü,37061602.0,11.1,11.2,11.2,11.5,11.6,13.2
Sérgio Mané,2000507867.0,11.4,10.9,10.9,11.0,12.0,14.4
Bartol Barišić,24065111.0,11.2,11.0,11.0,11.6,11.5,13.4
Gabriel Jesus,19220266.0,11.7,11.8,11.8,12.2,12.4,14.2
Predrag Rajković,62076152.0,11.05,11.4,11.4,12.05,10.6,10.2
Ivo Gujinović,2000565341.0,15.65,15.5,15.5,14.5,13.75,12.5
Mouctar Diakhaby,48036643.0,14.35,14.05,14.05,14.4,13.8,11.95
Joaquín Salgado,2000272916.0,10.1,10.3,10.3,9.8,10.4,11.9
Nico Serrano,67295206.0,9.85,9.7,9.7,9.15,10.15,12.5
Sheldon Peltier,2000187635.0,12.65,12.4,12.4,12.9,12.25,13.2
Aron Ehlers,2000194937.0,11.55,11.4,11.4,11.15,11.25,13.65
Malcom,19229435.0,9.55,9.35,9.35,9.6,10.35,14.2
Nicolas Cozza,49037761.0,13.6,13.7,13.7,13.2,13.6,13.1
Rodri,67217524.0,13.9,13.9,13.9,13.2,14.4,14.0
Cristhian Mosquera,2000030816.0,13.45,13.05,13.05,12.6,12.8,11.05
Hugo Montañana,2000034349.0,12.25,11.45,11.45,11.9,12.4,13.15
Georges Teixeira,2000187375.0,13.55,13.05,13.05,13.65,13.3,11.6
Luís Pereira,2000188430.0,14.55,14.15,14.15,14.3,14.2,12.85
Adrian,2000193185.0,11.45,11.45,11.45,11.6,11.3,13.0
Damián Ribera,2000193186.0,11.55,11.05,11.05,10.45,12.45,14.75
Josema,2000439264.0,13.7,14.2,14.2,13.6,12.5,10.0
