Player,UID,CD,BPD,NNCB,Lib
Gautier Larsonneur,85133818.0,10.05,9.8,9.25,9.85
Enrico Brancadori,2000436507.0,15.5,15.5,15.3,14.6
Rubén Iranzo,2000032467.0,14.35,14.7,13.85,14.05
Urko González de Zárate,2000058330.0,12.2,13.1,12.7,12.1
0,28100123.0,13.7,12.7,13.7,11.95
José Gayà,67178177.0,11.8,12.2,11.5,14.7
Morten Thorsby,53098756.0,13.6,13.05,13.05,12.25
Orkun Kökçü,37061602.0,9.9,10.2,9.5,11.9
Sérgio Mané,2000507867.0,10.1,11.2,10.0,12.9
Bartol Barišić,24065111.0,11.4,11.7,11.2,11.5
Gabriel Jesus,19220266.0,11.0,11.3,10.8,12.7
Predrag Rajković,62076152.0,11.05,10.35,10.7,9.65
Ivo Gujinović,2000565341.0,13.7,12.45,12.8,12.5
Mouctar Diakhaby,48036643.0,14.4,13.9,14.6,12.2
Joaquín Salgado,2000272916.0,8.4,9.0,7.8,9.8
Nico Serrano,67295206.0,9.2,10.5,9.15,11.45
Sheldon Peltier,2000187635.0,12.8,12.45,12.65,12.95
Aron Ehlers,2000194937.0,10.25,10.5,9.65,11.9
Malcom,19229435.0,8.55,9.35,8.15,11.75
Nicolas Cozza,49037761.0,13.1,13.1,12.7,13.2
Rodri,67217524.0,13.4,13.9,12.9,14.0
Cristhian Mosquera,2000030816.0,12.9,12.7,12.6,11.3
Hugo Montañana,2000034349.0,11.1,11.7,11.7,12.5
Georges Teixeira,2000187375.0,13.5,13.3,13.7,12.0
Luís Pereira,2000188430.0,13.4,12.8,13.3,13.4
Adrian,2000193185.0,9.95,9.45,9.25,11.4
Damián Ribera,2000193186.0,9.25,10.55,8.55,12.95
Josema,2000439264.0,13.8,12.4,12.7,10.9
