Player,UID,AMC,AP,T,SS,AM,EG
Gautier Larsonneur,85133818.0,11.25,10.8,11.25,9.95,10.95,10.7
Enrico Brancadori,2000436507.0,13.6,13.3,13.6,13.0,13.7,13.8
Rubén Iranzo,2000032467.0,13.5,12.9,13.5,12.8,13.15,13.0
Urko González de Zárate,2000058330.0,11.7,11.2,11.7,10.7,11.5,10.6
0,28100123.0,12.35,12.15,12.35,11.65,11.75,11.85
José Gayà,67178177.0,15.0,15.1,15.0,14.3,14.9,14.6
Morten Thorsby,53098756.0,13.55,13.4,13.55,12.35,12.4,12.55
Orkun Kökçü,37061602.0,14.1,14.0,14.1,13.6,14.1,14.1
Sérgio Mané,2000507867.0,14.5,14.5,14.5,14.0,14.8,14.7
Bartol Barišić,24065111.0,13.5,13.4,13.5,14.2,13.8,13.3
Gabriel Jesus,19220266.0,14.7,14.9,14.7,14.8,14.7,15.0
Predrag Rajković,62076152.0,10.35,9.65,10.35,9.75,10.05,9.25
Ivo Gujinović,2000565341.0,13.35,12.75,13.35,12.5,12.9,12.0
Mouctar Diakhaby,48036643.0,12.45,11.75,12.45,11.55,11.9,11.55
Joaquín Salgado,2000272916.0,12.8,13.3,12.8,14.1,13.5,13.3
Nico Serrano,67295206.0,12.65,13.15,12.65,13.25,13.55,13.55
Sheldon Peltier,2000187635.0,13.7,13.1,13.7,12.5,13.5,13.0
Aron Ehlers,2000194937.0,14.05,14.45,14.05,13.0,13.55,13.9
Malcom,19229435.0,13.5,14.2,13.5,13.8,14.3,14.8
Nicolas Cozza,49037761.0,13.1,12.8,13.1,12.4,12.9,12.7
Rodri,67217524.0,14.0,13.7,14.0,13.0,13.8,13.1
Cristhian Mosquera,2000030816.0,11.85,10.85,11.85,10.45,11.0,10.55
Hugo Montañana,2000034349.0,13.25,13.25,13.25,12.85,13.4,13.05
Georges Teixeira,2000187375.0,12.7,11.9,12.7,11.25,11.9,11.3
Luís Pereira,2000188430.0,12.95,12.45,12.95,12.55,13.0,12.55
Adrian,2000193185.0,14.1,14.6,14.1,14.65,14.5,14.5
Damián Ribera,2000193186.0,15.4,15.9,15.4,15.35,15.75,15.2
Josema,2000439264.0,11.5,10.7,11.5,10.4,10.5,9.8
