Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Alejandro Ferre,2000569554.0,14.5,10.5,10.0,13.5,14.0,9.17,12.5,11.25,13.5,9.25,11.5,12.62,9.7,12.17,11.88,11.0,5.5,14.0,14.0,10.17,13.0
Juan Pablo Castellano,2000513639.0,9.5,10.33,7.5,6.75,11.0,6.0,11.83,13.5,6.75,10.75,6.75,7.5,9.8,4.5,14.12,9.0,17.0,11.5,11.5,8.5,0.0
Carlos,2000193994.0,10.0,7.33,8.0,9.5,12.5,9.67,9.67,8.5,9.5,11.5,9.5,11.5,8.4,6.83,14.0,8.67,12.0,11.0,11.5,10.0,2.5
Jaime Reques,2000077283.0,11.0,10.67,8.0,7.75,12.5,9.67,11.33,9.5,7.75,11.0,9.5,11.0,10.6,6.83,12.25,9.0,10.0,13.0,8.5,8.67,10.0
Ander Martín,2000058172.0,5.0,10.33,4.0,4.0,14.5,11.33,11.0,10.5,4.0,14.5,8.0,6.25,11.2,2.67,12.25,10.0,12.0,12.5,7.5,9.0,4.0
Marcel Mehlem,92076601.0,12.0,11.33,8.0,10.0,10.5,12.67,10.0,11.5,10.0,9.5,10.0,15.75,11.6,12.0,10.5,12.33,11.0,12.0,9.5,9.67,14.0
Unai Rementeria,67246387.0,3.5,9.33,10.5,4.25,9.25,2.17,9.33,6.25,4.25,8.25,0.0,9.88,6.9,2.83,12.5,4.17,9.5,11.25,7.0,8.5,15.5
Roberto Olabe,67183968.0,6.0,12.0,10.0,10.0,12.0,13.0,12.0,14.0,10.0,10.0,9.5,8.88,12.6,7.83,10.25,13.33,9.0,12.0,10.0,10.33,4.0
Jorge Pascual,2000019418.0,13.0,10.33,14.0,6.5,13.5,13.0,9.0,13.5,6.5,12.5,10.0,8.5,12.0,4.33,12.5,12.33,15.0,10.5,8.0,11.33,5.0
Felipe Medina,2000572053.0,10.5,8.5,7.0,11.0,9.0,6.5,9.83,11.25,11.0,7.0,8.5,13.5,7.9,9.83,14.25,9.33,4.5,10.0,15.75,5.83,11.0
Jesús García,2000513275.0,9.0,8.0,12.0,9.5,10.5,7.67,10.67,9.5,9.5,12.0,8.0,11.0,8.0,7.33,14.25,8.67,11.0,9.5,11.5,7.33,6.0
Mario Fernández,2000439263.0,7.0,13.33,5.0,10.5,13.0,13.33,9.67,12.5,10.5,10.5,12.0,9.0,13.8,9.67,11.75,12.0,8.0,11.0,12.0,7.33,8.0
José María Garai,2000437777.0,6.0,13.67,9.0,11.5,16.25,13.33,13.0,13.0,11.5,11.0,9.5,12.5,13.4,10.33,12.75,13.33,12.0,15.0,12.0,10.33,8.0
Kim Tae-Young,2000194479.0,9.0,10.33,13.0,9.0,15.5,10.67,9.33,9.5,9.0,12.0,11.0,13.12,10.6,6.0,12.75,9.67,14.0,10.0,8.5,9.83,6.0
Hugo Rincón,2000065892.0,5.0,11.0,9.0,13.0,10.0,9.33,11.33,12.0,13.0,8.5,10.5,8.62,9.6,11.67,13.5,12.33,6.0,11.0,11.5,5.0,15.0
Hugo Neves,83333462.0,2.5,8.33,6.0,6.0,12.0,9.0,12.33,10.0,6.0,12.5,7.25,12.5,9.0,4.0,14.75,9.0,13.0,11.5,11.0,7.33,3.0
Rodri,67293708.0,16.0,9.33,15.0,10.5,5.0,11.67,3.5,9.0,10.5,3.5,8.5,11.25,9.6,12.33,12.0,11.0,8.0,4.5,9.0,3.0,13.0
Aitor Paredes,67276232.0,11.0,9.33,13.0,11.5,5.25,9.33,5.5,11.0,11.5,2.25,11.0,11.0,9.2,12.67,10.75,10.67,8.0,5.75,10.0,4.17,15.0
Moustapha Diop,2000666501.0,6.0,5.17,9.0,6.5,16.5,9.0,9.67,12.5,6.5,12.5,6.5,8.75,8.5,4.33,10.25,8.33,12.0,12.0,7.5,13.5,0.0
Alan Espeche,14197823.0,6.0,9.67,5.0,9.0,12.5,9.67,11.67,11.5,9.0,13.0,10.0,10.75,10.4,7.0,12.75,9.67,11.0,12.5,8.0,10.33,4.0
Diego Llamazares,2000013481.0,5.5,2.67,0.0,8.0,2.0,6.5,3.83,5.75,8.0,0.0,9.0,4.38,3.9,5.33,12.38,6.5,0.0,5.75,8.5,0.0,0.0
Alejandro Aleñá,2000202600.0,10.5,8.0,3.5,9.75,9.25,8.33,7.33,15.0,9.75,8.5,9.25,11.88,7.9,8.67,10.75,13.17,0.0,11.0,11.75,6.33,6.5
Ángel García,2000685240.0,14.0,8.17,12.0,11.5,7.5,5.0,4.33,11.75,11.5,3.0,10.5,12.0,6.3,10.67,13.75,10.5,0.0,6.5,15.5,2.5,14.0
Abdulrahman Al-Marri,2000711945.0,10.0,1.0,0.0,9.0,1.5,5.0,3.67,6.0,9.0,0.0,7.5,3.62,3.0,6.0,12.5,5.0,0.0,5.5,13.0,0.0,0.0
