Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Alejandro Ferre,2000569554.0,12.67,12.25,12.25,9.33,8.17,10.33,12.25,12.17
Juan Pablo Castellano,2000513639.0,0.0,12.12,14.0,11.17,12.33,10.67,8.5,5.83
Carlos,2000193994.0,2.33,12.0,14.0,9.33,14.0,12.67,9.0,9.5
Jaime Reques,2000077283.0,6.17,9.25,13.5,13.33,9.33,11.67,9.5,9.0
Ander Martín,2000058172.0,1.33,10.25,13.0,12.0,7.67,14.33,4.5,7.67
Marcel Mehlem,92076601.0,15.0,10.0,11.5,10.67,7.67,9.0,10.0,13.67
Unai Rementeria,67246387.0,8.0,8.88,13.5,11.17,4.67,8.0,7.0,4.58
Roberto Olabe,67183968.0,5.83,8.75,10.5,11.67,10.67,10.67,8.0,10.75
Jorge Pascual,2000019418.0,1.67,9.5,14.5,10.67,14.0,13.33,13.5,9.5
Felipe Medina,2000572053.0,11.0,14.38,13.75,8.0,5.83,8.17,8.75,10.25
Jesús García,2000513275.0,5.67,12.25,15.0,8.33,10.0,12.33,10.5,8.67
Mario Fernández,2000439263.0,7.33,11.0,11.0,15.0,9.67,12.33,6.0,10.5
José María Garai,2000437777.0,8.33,12.25,13.0,14.0,10.67,13.17,7.5,11.67
Kim Tae-Young,2000194479.0,2.0,10.0,14.0,10.33,15.33,14.0,11.0,11.42
Hugo Rincón,2000065892.0,12.67,12.0,14.5,8.0,6.83,9.33,7.0,9.92
Hugo Neves,83333462.0,1.0,12.5,15.0,10.0,10.33,12.67,4.25,9.25
Rodri,67293708.0,14.67,10.25,12.5,7.0,5.33,4.67,15.5,11.67
Aitor Paredes,67276232.0,14.33,9.5,11.5,8.0,7.67,4.5,12.0,11.0
Moustapha Diop,2000666501.0,0.0,9.5,10.5,8.17,13.83,13.67,7.5,6.5
Alan Espeche,14197823.0,4.67,10.25,14.0,11.33,10.67,12.33,5.5,10.17
Diego Llamazares,2000013481.0,2.5,8.25,12.5,3.83,2.83,1.33,2.75,7.08
Alejandro Aleñá,2000202600.0,7.83,12.88,10.0,3.5,3.0,8.0,7.0,11.92
Ángel García,2000685240.0,11.67,12.5,13.5,3.0,3.67,5.67,13.0,11.08
Abdulrahman Al-Marri,2000711945.0,3.67,8.25,13.0,3.67,2.33,1.0,5.0,5.67
