Player,UID,WM,W,DW,IW,IF,WG
Chus Beltrán,2000629925.0,11.4,13.0,7.55,11.6,11.4,12.38
Adrián Capapé,2000439539.0,12.75,12.65,11.95,13.05,13.05,12.38
Cayetano Guzmán,2000685791.0,11.3,9.9,8.85,11.95,13.4,10.42
Salvador Román,2000663176.0,11.4,13.0,7.85,12.85,13.15,11.92
Bruno Garba,2000663175.0,7.9,7.1,9.8,7.4,7.4,7.58
Jesús María,2000663172.0,7.85,8.1,10.2,8.05,8.05,8.75
Manu Miguens,2000663171.0,8.7,10.1,7.4,7.1,7.2,9.33
Adrián Carrero,2000629926.0,9.55,8.05,10.15,10.3,10.3,7.58
Serafín Cabezas,2000629922.0,9.75,10.05,4.75,11.1,10.45,10.12
Ramón Alfaro,2000511082.0,10.0,11.2,10.0,10.1,9.2,10.92
Biel Cárdenas,2000629927.0,10.45,11.35,8.45,9.0,8.35,10.79
Julio,2000629924.0,9.55,10.2,10.65,9.35,9.35,10.08
Iván Romero,2000629923.0,9.85,9.75,10.9,9.65,9.0,10.04
Luis Pomareta,2000629921.0,2.8,3.5,3.8,3.05,3.05,3.75
Santiago Martínez,2000570461.0,10.4,12.15,7.65,10.5,9.5,11.5
Félix Artigas,2000511083.0,10.1,10.3,8.8,11.1,10.6,9.67
Ignacio Caballero,2000511080.0,9.15,8.3,10.75,9.35,9.35,8.0
Juan Manuel Mejías,2000442677.0,11.7,10.0,12.8,11.0,11.0,9.29
Ismael Bermudo,2000439534.0,10.5,9.9,12.1,11.1,10.5,9.92
Themba Teneso,2000439093.0,11.0,12.3,8.55,12.7,12.7,12.17
Xavi Jiménez,2000194000.0,8.3,8.5,10.1,9.2,8.75,9.0
Juan Antonio,2000710692.0,6.55,7.3,6.7,5.6,5.6,6.71
Andrés Hernández,2000439538.0,10.2,9.7,11.4,10.9,10.1,9.17
Hirofumi Saitô,2000192902.0,9.95,12.2,6.85,11.3,12.2,10.92
Juma Haule,2000570456.0,11.85,12.3,9.6,12.1,11.2,12.08
Adrián Forcén,2000439535.0,10.9,12.8,8.0,12.3,12.2,12.33
