Match,Player,UID
#GK,Luis Pomareta,2000629921
#GK,Juan Antonio,2000710692
#DR,Ramón Alfaro,2000511082
#DR,Julio,2000629924
#DC,Jesús María,2000663172
#DC,Ramón Alfaro,2000511082
#DC,Iván Romero,2000629923
#DC,Ignacio Caballero,2000511080
#DC,Juan Manuel Mejías,2000442677
#DC,Ismael Bermudo,2000439534
#DC,Xavi Jiménez,2000194000
#DC,Andrés Hernández,2000439538
#DL,Bruno Garba,2000663175
#DL,Adrián Carrero,2000629926
#DL,Ignacio Caballero,2000511080
#DL,Xavi Jiménez,2000194000
#WBR,Ramón Alfaro,2000511082
#WBR,Julio,2000629924
#WBR,Santiago Martínez,2000570461
#DM,Biel Cárdenas,2000629927
#DM,Iván Romero,2000629923
#DM,Ignacio Caballero,2000511080
#DM,Juan Manuel Mejías,2000442677
#DM,Ismael Bermudo,2000439534
#DM,Xavi Jiménez,2000194000
#DM,Andrés Hernández,2000439538
#WBL,Bruno Garba,2000663175
#WBL,Manu Miguens,2000663171
#WBL,Adrián Carrero,2000629926
#WBL,Ignacio Caballero,2000511080
#MR,Julio,2000629924
#MR,Santiago Martínez,2000570461
#MR,Hirofumi Saitô,2000192902
#MC,Adrián Capapé,2000439539
#MC,Serafín Cabezas,2000629922
#MC,Ramón Alfaro,2000511082
#MC,Biel Cárdenas,2000629927
#MC,Iván Romero,2000629923
#MC,Félix Artigas,2000511083
#MC,Juan Manuel Mejías,2000442677
#MC,Ismael Bermudo,2000439534
#MC,Andrés Hernández,2000439538
#MC,Juma Haule,2000570456
#ML,Chus Beltrán,2000629925
#ML,Félix Artigas,2000511083
#AMR,Chus Beltrán,2000629925
#AMR,Salvador Román,2000663176
#AMR,Ramón Alfaro,2000511082
#AMR,Santiago Martínez,2000570461
#AMR,Hirofumi Saitô,2000192902
#AMR,Juma Haule,2000570456
#AMR,Adrián Forcén,2000439535
#AMC,Adrián Capapé,2000439539
#AMC,Serafín Cabezas,2000629922
#AMC,Juma Haule,2000570456
#AMC,Adrián Forcén,2000439535
#AML,Salvador Román,2000663176
#AML,Félix Artigas,2000511083
#STC,Chus Beltrán,2000629925
#STC,Cayetano Guzmán,2000685791
#STC,Salvador Román,2000663176
#STC,Santiago Martínez,2000570461
#STC,Themba Teneso,2000439093
#STC,Hirofumi Saitô,2000192902
#STC,Juma Haule,2000570456
#STC,Adrián Forcén,2000439535
