Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Chus Beltrán,2000629925.0,2.17,12.5,16.75,11.33,12.17,14.17,9.25,9.25
Adrián Capapé,2000439539.0,11.33,14.12,14.0,13.5,12.0,13.0,11.0,10.83
Cayetano Guzmán,2000685791.0,1.0,10.38,8.0,9.5,13.5,10.0,13.0,13.58
Salvador Román,2000663176.0,1.0,13.88,15.0,10.17,11.33,13.33,6.5,9.58
Bruno Garba,2000663175.0,10.0,9.25,11.0,3.0,4.33,8.0,10.0,10.33
Jesús María,2000663172.0,10.0,13.25,9.0,1.67,1.67,6.83,12.0,10.83
Manu Miguens,2000663171.0,6.67,11.0,14.0,7.67,4.0,9.0,5.5,5.67
Adrián Carrero,2000629926.0,9.33,12.5,7.5,3.33,2.0,11.5,5.25,13.17
Serafín Cabezas,2000629922.0,0.0,10.75,9.0,11.33,9.17,11.0,10.5,5.5
Ramón Alfaro,2000511082.0,8.0,12.5,13.0,10.33,5.33,8.33,9.5,10.83
Biel Cárdenas,2000629927.0,7.33,13.5,11.5,9.0,4.17,10.67,8.0,6.42
Julio,2000629924.0,9.0,14.25,14.0,3.33,1.67,10.0,9.5,11.83
Iván Romero,2000629923.0,12.83,12.88,13.0,7.17,7.17,7.33,11.5,12.42
Luis Pomareta,2000629921.0,5.0,5.0,8.5,2.67,2.0,1.33,5.0,4.83
Santiago Martínez,2000570461.0,2.5,12.5,15.0,12.0,9.83,11.17,8.25,9.75
Félix Artigas,2000511083.0,6.0,11.0,10.5,7.67,7.67,12.67,6.5,7.5
Ignacio Caballero,2000511080.0,11.17,13.5,10.0,3.5,3.0,8.33,6.5,12.0
Juan Manuel Mejías,2000442677.0,13.33,12.25,10.0,8.67,8.67,8.67,5.75,13.83
Ismael Bermudo,2000439534.0,12.33,12.5,11.5,8.33,7.67,10.33,10.0,12.83
Themba Teneso,2000439093.0,3.5,12.75,14.0,12.33,12.67,14.0,11.5,9.67
Xavi Jiménez,2000194000.0,12.33,12.25,9.0,6.0,6.5,8.0,11.5,11.0
Juan Antonio,2000710692.0,3.5,9.75,9.75,2.83,2.17,2.83,3.75,10.08
Andrés Hernández,2000439538.0,12.0,12.5,14.0,6.67,4.67,9.67,6.5,12.5
Hirofumi Saitô,2000192902.0,0.83,12.75,16.5,9.67,14.0,13.33,4.5,8.83
Juma Haule,2000570456.0,6.5,12.38,14.0,11.17,7.17,13.67,11.0,11.08
Adrián Forcén,2000439535.0,1.33,11.5,17.0,11.67,12.67,12.33,10.0,10.5
