Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Chus Beltrán,2000629925.0,9.4,9.5,7.9,10.65,10.15,11.8,12.6,9.5
Adrián Capapé,2000439539.0,12.95,12.85,12.4,13.55,13.55,12.85,13.5,13.15
Cayetano Guzmán,2000685791.0,10.6,9.6,9.55,12.0,11.4,11.0,11.05,11.15
Salvador Román,2000663176.0,9.9,9.7,8.65,11.5,11.1,11.5,12.25,9.55
Bruno Garba,2000663175.0,9.6,7.0,11.0,9.1,9.1,7.1,7.3,10.7
Jesús María,2000663172.0,8.0,6.25,10.9,8.95,8.95,6.15,8.05,10.55
Manu Miguens,2000663171.0,5.3,6.6,8.0,8.0,8.1,6.4,6.9,7.6
Adrián Carrero,2000629926.0,10.7,8.55,12.15,12.0,12.0,7.85,9.35,12.15
Serafín Cabezas,2000629922.0,8.1,7.85,5.45,10.1,9.7,10.15,10.6,7.2
Ramón Alfaro,2000511082.0,10.3,9.6,10.4,10.7,10.8,9.7,10.1,10.3
Biel Cárdenas,2000629927.0,7.35,6.6,10.15,9.75,9.65,7.5,8.9,8.75
Julio,2000629924.0,9.6,7.4,11.55,10.45,10.45,6.9,9.25,11.65
Iván Romero,2000629923.0,10.15,8.65,12.45,10.9,10.65,9.1,10.0,11.75
Luis Pomareta,2000629921.0,4.4,4.2,4.8,4.55,4.55,3.45,3.85,5.0
Santiago Martínez,2000570461.0,9.4,9.5,8.2,9.35,9.65,11.6,12.0,8.7
Félix Artigas,2000511083.0,9.4,9.2,8.5,10.3,10.2,10.5,11.2,9.1
Ignacio Caballero,2000511080.0,10.0,8.1,12.4,11.2,11.2,7.55,8.7,12.25
Juan Manuel Mejías,2000442677.0,11.9,11.1,13.6,12.6,12.4,10.6,10.3,13.5
Ismael Bermudo,2000439534.0,12.3,11.1,13.0,12.0,12.5,11.2,11.2,12.2
Themba Teneso,2000439093.0,10.6,10.8,9.5,11.5,11.1,12.3,12.6,9.7
Xavi Jiménez,2000194000.0,10.1,9.3,10.9,10.0,9.8,8.7,9.5,10.5
Juan Antonio,2000710692.0,7.1,5.1,8.7,8.25,8.25,5.0,5.9,8.6
Andrés Hernández,2000439538.0,11.6,9.6,13.8,11.9,12.1,9.5,10.1,12.7
Hirofumi Saitô,2000192902.0,9.5,9.0,7.65,10.4,9.9,11.8,11.7,8.35
Juma Haule,2000570456.0,10.75,10.2,10.4,11.9,11.9,11.4,11.9,11.15
Adrián Forcén,2000439535.0,10.2,9.9,9.2,10.5,10.2,11.7,12.1,9.5
