Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Chus Beltrán,2000629925.0,11.6,11.6,11.6,11.6,13.0,13.0,11.4,11.4,12.38,12.38
Adrián Capapé,2000439539.0,13.05,13.05,13.05,13.05,12.65,12.65,13.05,13.05,12.38,12.38
Cayetano Guzmán,2000685791.0,11.95,11.95,11.95,11.95,9.9,9.9,13.4,13.4,10.42,10.42
Salvador Román,2000663176.0,12.85,12.85,12.85,12.85,13.0,13.0,13.15,13.15,11.92,11.92
Bruno Garba,2000663175.0,7.4,7.4,7.4,7.4,7.1,7.1,7.4,7.4,7.58,7.58
Jesús María,2000663172.0,8.05,8.05,8.05,8.05,8.1,8.1,8.05,8.05,8.75,8.75
Manu Miguens,2000663171.0,7.1,7.1,7.1,7.1,10.1,10.1,7.2,7.2,9.33,9.33
Adrián Carrero,2000629926.0,10.3,10.3,10.3,10.3,8.05,8.05,10.3,10.3,7.58,7.58
Serafín Cabezas,2000629922.0,11.1,11.1,11.1,11.1,10.05,10.05,10.45,10.45,10.12,10.12
Ramón Alfaro,2000511082.0,10.1,10.1,10.1,10.1,11.2,11.2,9.2,9.2,10.92,10.92
Biel Cárdenas,2000629927.0,9.0,9.0,9.0,9.0,11.35,11.35,8.35,8.35,10.79,10.79
Julio,2000629924.0,9.35,9.35,9.35,9.35,10.2,10.2,9.35,9.35,10.08,10.08
Iván Romero,2000629923.0,9.65,9.65,9.65,9.65,9.75,9.75,9.0,9.0,10.04,10.04
Luis Pomareta,2000629921.0,3.05,3.05,3.05,3.05,3.5,3.5,3.05,3.05,3.75,3.75
Santiago Martínez,2000570461.0,10.5,10.5,10.5,10.5,12.15,12.15,9.5,9.5,11.5,11.5
Félix Artigas,2000511083.0,11.1,11.1,11.1,11.1,10.3,10.3,10.6,10.6,9.67,9.67
Ignacio Caballero,2000511080.0,9.35,9.35,9.35,9.35,8.3,8.3,9.35,9.35,8.0,8.0
Juan Manuel Mejías,2000442677.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,9.29,9.29
Ismael Bermudo,2000439534.0,11.1,11.1,11.1,11.1,9.9,9.9,10.5,10.5,9.92,9.92
Themba Teneso,2000439093.0,12.7,12.7,12.7,12.7,12.3,12.3,12.7,12.7,12.17,12.17
Xavi Jiménez,2000194000.0,9.2,9.2,9.2,9.2,8.5,8.5,8.75,8.75,9.0,9.0
Juan Antonio,2000710692.0,5.6,5.6,5.6,5.6,7.3,7.3,5.6,5.6,6.71,6.71
Andrés Hernández,2000439538.0,10.9,10.9,10.9,10.9,9.7,9.7,10.1,10.1,9.17,9.17
Hirofumi Saitô,2000192902.0,11.3,11.3,11.3,11.3,12.2,12.2,12.2,12.2,10.92,10.92
Juma Haule,2000570456.0,12.1,12.1,12.1,12.1,12.3,12.3,11.2,11.2,12.08,12.08
Adrián Forcén,2000439535.0,12.3,12.3,12.3,12.3,12.8,12.8,12.2,12.2,12.33,12.33
