Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Chus Beltrán,2000629925.0,16.5,15.5,17.0,11.5,5.0,18.5,13.5,14.5,9.5,0.0,7.0,7.5,0.0,7.5,14.5,12.5,10.5,8.5,7.5,5.5,12.0,6.5,13.5,8.5,4.5,15.5,9.5,14.5,0.0,9.5,13.5,6.5,11.5,10.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Adrián Capapé,2000439539.0,13.0,13.0,15.0,14.0,13.0,16.0,9.0,12.0,13.0,14.0,11.0,11.0,6.0,12.0,12.0,17.5,14.0,9.0,14.0,12.0,11.0,11.0,9.0,18.0,10.0,18.5,12.0,9.0,9.0,12.0,12.0,9.0,15.0,13.0,4.0,4.0,2.0,4.0,2.0,3.0,3.5,1.5,4.0,3.0,4.0,2.0,2.5,22.0
Cayetano Guzmán,2000685791.0,8.5,8.5,7.5,14.5,14.5,11.0,9.5,13.0,12.5,0.0,7.5,8.5,0.0,18.0,9.5,16.5,9.5,15.5,17.5,13.5,8.5,3.0,11.5,8.5,9.5,9.5,11.0,18.0,0.0,3.5,13.5,5.5,6.5,13.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Salvador Román,2000663176.0,17.5,14.5,12.5,17.5,5.5,11.0,12.5,10.0,16.5,0.0,6.5,5.5,0.0,11.5,12.5,10.5,16.5,8.5,14.5,12.5,11.5,3.0,7.5,8.5,7.5,13.5,11.0,13.0,0.0,8.5,7.5,8.5,5.5,13.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Bruno Garba,2000663175.0,8.0,11.0,14.0,12.0,12.0,9.0,7.0,13.0,8.0,10.0,13.0,0.0,0.0,0.0,0.0,9.0,8.0,12.0,9.0,3.0,0.0,11.0,8.0,15.0,5.0,8.0,10.0,9.0,9.0,0.0,14.0,0.0,3.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Jesús María,2000663172.0,9.0,14.0,9.0,15.0,17.0,4.5,9.0,5.0,14.0,8.0,12.0,0.0,0.0,0.0,0.0,5.0,7.0,16.0,10.0,7.0,0.0,11.0,7.0,4.0,9.0,15.0,10.0,8.0,11.0,0.0,10.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Manu Miguens,2000663171.0,15.0,8.0,13.0,11.0,5.0,14.0,4.0,0.0,12.0,10.0,0.0,0.0,0.0,7.0,5.0,10.0,9.0,0.0,0.0,3.0,7.0,10.0,6.0,8.0,9.0,13.0,11.0,16.0,0.0,6.0,9.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Adrián Carrero,2000629926.0,8.0,9.0,7.0,17.5,7.0,12.0,5.0,6.0,17.0,12.0,10.0,0.0,0.0,0.0,0.0,10.0,17.5,9.0,15.0,5.0,0.0,9.0,3.5,11.0,18.0,16.0,8.0,17.0,7.0,0.0,10.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Serafín Cabezas,2000629922.0,8.0,15.0,10.0,14.0,15.0,11.0,8.0,8.0,13.0,0.0,0.0,0.0,0.0,4.5,15.0,9.0,14.0,0.0,16.0,8.0,14.0,0.0,6.0,6.0,4.5,7.0,8.0,3.5,0.0,11.0,9.0,2.5,0.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Ramón Alfaro,2000511082.0,16.0,12.0,10.0,14.0,12.0,7.0,7.0,8.0,12.0,10.0,9.0,7.0,6.0,0.0,8.0,12.0,11.0,8.0,13.0,9.0,10.0,6.0,7.0,10.0,11.0,14.0,12.0,12.0,8.0,9.0,12.0,9.0,12.0,15.0,8.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
