Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Chus Beltrán,2000629925.0,0.0,12.5,16.75,9.25,0.0,0.0,0.0,0.0
Adrián Capapé,2000439539.0,3.5,14.12,14.0,10.83,3.0,3.0,2.75,2.0
Cayetano Guzmán,2000685791.0,0.0,10.38,8.0,13.58,0.0,0.0,0.0,0.0
Salvador Román,2000663176.0,0.0,13.88,15.0,9.58,0.0,0.0,0.0,0.0
Bruno Garba,2000663175.0,0.0,9.25,11.0,10.33,0.0,0.0,0.0,0.0
Jesús María,2000663172.0,0.0,13.25,9.0,10.83,0.0,0.0,0.0,0.0
Manu Miguens,2000663171.0,0.0,11.0,14.0,5.67,0.0,0.0,0.0,0.0
Adrián Carrero,2000629926.0,0.0,12.5,7.5,13.17,0.0,0.0,0.0,0.0
Serafín Cabezas,2000629922.0,0.0,10.75,9.0,5.5,0.0,0.0,0.0,0.0
Ramón Alfaro,2000511082.0,0.0,12.5,13.0,10.83,0.0,0.0,0.0,0.0
Biel Cárdenas,2000629927.0,0.0,13.5,11.5,6.42,0.0,0.0,0.0,0.0
Julio,2000629924.0,0.0,14.25,14.0,11.83,0.0,0.0,0.0,0.0
Iván Romero,2000629923.0,0.0,12.88,13.0,12.42,0.0,0.0,0.0,0.0
Luis Pomareta,2000629921.0,6.75,5.0,8.5,4.83,7.5,2.0,13.5,5.25
Santiago Martínez,2000570461.0,0.0,12.5,15.0,9.75,0.0,0.0,0.0,0.0
Félix Artigas,2000511083.0,0.0,11.0,10.5,7.5,0.0,0.0,0.0,0.0
Ignacio Caballero,2000511080.0,0.0,13.5,10.0,12.0,0.0,0.0,0.0,0.0
Juan Manuel Mejías,2000442677.0,2.25,12.25,10.0,13.83,2.75,1.5,3.0,3.5
Ismael Bermudo,2000439534.0,0.0,12.5,11.5,12.83,0.0,0.0,0.0,0.0
Themba Teneso,2000439093.0,2.0,12.75,14.0,9.67,3.0,1.0,2.5,2.75
Xavi Jiménez,2000194000.0,3.5,12.25,9.0,11.0,2.0,3.0,2.0,3.25
Juan Antonio,2000710692.0,12.0,9.75,9.75,10.08,7.5,4.5,10.75,8.0
Andrés Hernández,2000439538.0,0.0,12.5,14.0,12.5,0.0,0.0,0.0,0.0
Hirofumi Saitô,2000192902.0,0.0,12.75,16.5,8.83,0.0,0.0,0.0,0.0
Juma Haule,2000570456.0,0.0,12.38,14.0,11.08,0.0,0.0,0.0,0.0
Adrián Forcén,2000439535.0,0.0,11.5,17.0,10.5,0.0,0.0,0.0,0.0
