Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Coke Carrillo,2000048835.0,14.0,6.0,0.0,11.0,9.0,6.0,5.33,9.0,11.0,3.5,11.5,9.75,5.4,7.33,12.5,9.0,0.0,8.0,12.5,2.33,0.0
Adama Mendy,2000663542.0,11.5,9.5,13.0,11.5,10.5,8.83,7.67,13.25,11.5,8.0,9.5,12.75,9.5,9.83,11.62,11.33,3.5,11.5,12.0,6.0,9.0
Unai Eguíluz,2000066197.0,13.0,10.0,10.0,9.5,6.0,11.67,5.0,10.0,9.5,5.0,9.5,9.25,10.2,11.67,12.5,11.33,8.0,6.0,11.5,3.33,15.0
Ángel López,95078297.0,11.0,10.67,10.0,11.5,10.5,11.0,9.67,11.5,11.5,12.0,12.0,9.5,10.6,11.67,12.25,11.67,10.0,11.5,11.5,8.33,12.0
Jeremi Rodríguez,2000056279.0,17.0,9.33,9.0,9.5,8.5,11.33,9.33,10.5,9.5,7.5,10.0,8.5,10.0,10.33,13.0,11.0,8.0,10.0,10.5,7.33,14.0
Marc Casadó,2000058198.0,11.0,13.67,11.0,9.5,12.0,13.33,9.67,14.0,9.5,11.0,10.5,11.0,13.6,8.67,13.75,13.67,12.0,12.0,11.0,8.33,10.0
Juan De Dios Navarro,2000196452.0,11.0,8.0,4.0,6.5,12.5,11.0,11.33,8.0,6.5,14.5,7.5,9.5,9.8,6.67,14.25,8.0,9.0,13.5,10.0,9.0,6.0
Vassi,67293620.0,6.0,12.33,8.0,12.0,14.5,12.67,12.0,10.5,12.0,15.5,13.5,9.0,12.0,10.33,12.25,12.0,9.0,12.5,8.5,12.67,5.0
Esteban Herrera,2000663543.0,12.0,13.0,4.5,4.0,12.75,16.67,9.17,13.5,4.0,14.75,8.5,9.88,14.4,2.67,11.62,14.67,16.0,11.75,8.5,11.0,3.5
Esteban Iglesias,2000443789.0,9.0,10.67,6.0,7.0,14.5,12.67,11.67,8.0,7.0,16.0,8.0,9.75,11.2,5.83,15.25,10.0,14.0,13.5,11.0,9.33,5.0
Álex Oyón,2000076170.0,7.0,10.33,16.0,5.5,14.0,13.33,8.0,11.5,5.5,14.0,9.5,8.0,11.8,3.67,12.75,11.67,17.0,10.0,10.5,13.67,2.0
Pedro José,2000710721.0,12.5,7.83,4.0,9.25,9.75,8.83,7.17,11.5,9.25,13.25,9.0,12.5,7.3,9.67,11.25,12.17,0.0,10.75,7.25,7.0,11.0
Abraham,2000710717.0,4.5,10.33,10.5,6.75,14.5,8.33,10.83,12.5,6.75,10.75,6.75,10.12,11.2,4.5,11.25,8.33,17.0,11.75,9.0,10.17,0.0
Alvaro Montoya,2000440605.0,16.0,11.67,10.0,6.0,13.0,10.0,10.67,10.5,6.0,12.5,8.5,11.0,10.6,4.0,15.0,11.0,14.0,11.5,14.5,8.67,3.0
Abraham Camus,2000663544.0,6.5,6.67,5.0,6.25,13.0,5.0,13.33,8.25,6.25,8.75,6.25,12.62,7.0,4.17,13.25,5.5,15.0,13.25,9.75,6.67,0.0
José Carlos Fernández,2000198844.0,15.0,9.0,14.0,7.5,7.0,9.67,4.67,9.0,7.5,7.0,8.0,13.25,8.6,9.67,10.25,10.33,7.0,7.0,13.5,3.67,16.0
Vicente Agulló,2000031433.0,5.0,10.67,8.0,8.5,11.5,9.0,6.67,11.5,8.5,11.5,10.5,7.75,9.8,7.33,13.75,11.0,9.0,10.0,11.5,3.83,9.0
Gabriel Blanco,2000200470.0,12.0,12.0,4.0,4.5,12.5,11.0,11.33,15.0,4.5,11.5,8.0,10.5,12.0,3.0,12.25,13.0,10.0,15.0,11.0,8.67,4.0
Dramane Diarra,2000710909.0,6.5,5.0,10.0,6.5,11.0,4.83,11.67,6.5,6.5,10.25,6.5,12.12,5.9,4.33,13.88,4.33,11.5,10.25,10.25,8.83,0.0
Adrián,67276068.0,15.0,4.17,0.0,5.75,2.75,8.0,3.17,5.75,5.75,0.0,8.75,2.75,4.8,3.83,11.0,8.0,0.0,4.75,10.0,0.0,0.0
Dani Villahermosa,2000049421.0,15.0,13.0,9.0,8.5,12.0,10.33,9.67,12.0,8.5,8.5,8.0,10.5,11.8,8.33,11.5,11.67,9.0,11.0,10.5,9.0,13.0
Souleymane Kané,2000713453.0,9.5,2.83,5.5,3.25,10.0,10.0,11.5,7.75,3.25,8.75,3.25,8.25,7.7,2.17,4.12,5.17,6.0,12.75,2.0,9.0,0.0
