Player,UID,CD,BPD,NNCB,Lib
Coke Carrillo,2000048835.0,7.6,7.6,7.4,5.7
Adama Mendy,2000663542.0,11.25,10.3,10.9,9.1
Unai Eguíluz,2000066197.0,12.6,12.2,12.3,10.8
Ángel López,95078297.0,11.7,11.8,11.4,11.7
Jeremi Rodríguez,2000056279.0,11.6,11.8,11.8,10.7
Marc Casadó,2000058198.0,9.9,10.1,9.7,10.6
Juan De Dios Navarro,2000196452.0,6.7,7.4,7.0,8.6
Vassi,67293620.0,8.8,9.7,8.5,11.2
Esteban Herrera,2000663543.0,7.25,7.3,7.1,9.15
Esteban Iglesias,2000443789.0,7.05,7.65,6.85,9.55
Álex Oyón,2000076170.0,6.8,7.3,6.9,8.3
Pedro José,2000710721.0,10.25,8.95,10.5,8.15
Abraham,2000710717.0,4.65,5.4,4.3,7.25
Alvaro Montoya,2000440605.0,7.9,8.6,7.8,8.3
Abraham Camus,2000663544.0,4.75,5.45,4.9,6.9
José Carlos Fernández,2000198844.0,13.4,12.1,13.5,9.9
Vicente Agulló,2000031433.0,8.1,8.5,7.4,8.9
Gabriel Blanco,2000200470.0,6.7,6.9,6.1,8.2
Dramane Diarra,2000710909.0,4.0,4.3,5.0,4.9
Adrián,67276068.0,6.25,6.9,6.25,4.15
Dani Villahermosa,2000049421.0,10.0,11.0,9.7,10.8
Souleymane Kané,2000713453.0,1.9,3.75,2.7,4.65
