Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Coke Carrillo,2000048835.0,5.9,5.9,5.9,5.9,5.8,5.8,5.9,5.9,6.0,6.0
Adama Mendy,2000663542.0,9.35,9.35,9.35,9.35,8.45,8.45,8.45,8.45,9.08,9.08
Unai Eguíluz,2000066197.0,8.4,8.4,8.4,8.4,8.7,8.7,7.9,7.9,9.17,9.17
Ángel López,95078297.0,11.2,11.2,11.2,11.2,10.8,10.8,10.7,10.7,10.75,10.75
Jeremi Rodríguez,2000056279.0,9.6,9.6,9.6,9.6,10.0,10.0,9.2,9.2,10.5,10.5
Marc Casadó,2000058198.0,12.0,12.0,12.0,12.0,11.3,11.3,11.0,11.0,11.25,11.25
Juan De Dios Navarro,2000196452.0,10.8,10.8,10.8,10.8,12.3,12.3,10.5,10.5,11.5,11.5
Vassi,67293620.0,12.6,12.6,12.6,12.6,11.0,11.0,12.6,12.6,10.33,10.33
Esteban Herrera,2000663543.0,13.35,13.35,13.35,13.35,11.55,11.55,13.0,13.0,11.0,11.0
Esteban Iglesias,2000443789.0,12.1,12.1,12.1,12.1,12.5,12.5,11.6,11.6,11.67,11.67
Álex Oyón,2000076170.0,11.8,11.8,11.8,11.8,11.0,11.0,12.4,12.4,11.08,11.08
Pedro José,2000710721.0,9.4,9.4,9.4,9.4,8.1,8.1,9.4,9.4,8.12,8.12
Abraham,2000710717.0,10.2,10.2,10.2,10.2,11.2,11.2,9.4,9.4,10.58,10.58
Alvaro Montoya,2000440605.0,12.0,12.0,12.0,12.0,12.5,12.5,11.5,11.5,12.58,12.58
Abraham Camus,2000663544.0,9.65,9.65,9.65,9.65,10.6,10.6,9.15,9.15,9.79,9.79
José Carlos Fernández,2000198844.0,8.8,8.8,8.8,8.8,8.6,8.6,8.3,8.3,9.58,9.58
Vicente Agulló,2000031433.0,10.2,10.2,10.2,10.2,10.4,10.4,9.4,9.4,9.75,9.75
Gabriel Blanco,2000200470.0,12.3,12.3,12.3,12.3,11.0,11.0,11.5,11.5,10.5,10.5
Dramane Diarra,2000710909.0,8.25,8.25,8.25,8.25,11.6,11.6,8.6,8.6,11.04,11.04
Adrián,67276068.0,4.15,4.15,4.15,4.15,3.2,3.2,4.15,4.15,3.92,3.92
Dani Villahermosa,2000049421.0,11.5,11.5,11.5,11.5,9.8,9.8,10.3,10.3,10.17,10.17
Souleymane Kané,2000713453.0,9.3,9.3,9.3,9.3,7.7,7.7,9.05,9.05,7.67,7.67
