Player,UID,WM,W,DW,IW,IF,WG
Coke Carrillo,2000048835.0,5.2,5.8,6.2,5.9,5.9,6.0
Adama Mendy,2000663542.0,8.65,8.45,9.15,9.35,8.45,9.08
Unai Eguíluz,2000066197.0,8.3,8.7,10.9,8.4,7.9,9.17
Ángel López,95078297.0,10.9,10.8,11.7,11.2,10.7,10.75
Jeremi Rodríguez,2000056279.0,9.7,10.0,11.1,9.6,9.2,10.5
Marc Casadó,2000058198.0,11.0,11.3,9.6,12.0,11.0,11.25
Juan De Dios Navarro,2000196452.0,9.7,12.3,8.5,10.8,10.5,11.5
Vassi,67293620.0,10.9,11.0,10.1,12.6,12.6,10.33
Esteban Herrera,2000663543.0,10.85,11.55,7.6,13.35,13.0,11.0
Esteban Iglesias,2000443789.0,10.1,12.5,7.95,12.1,11.6,11.67
Álex Oyón,2000076170.0,9.7,11.0,5.8,11.8,12.4,11.08
Pedro José,2000710721.0,8.75,8.1,10.0,9.4,9.4,8.12
Abraham,2000710717.0,10.15,11.2,4.85,10.2,9.4,10.58
Alvaro Montoya,2000440605.0,11.0,12.5,7.5,12.0,11.5,12.58
Abraham Camus,2000663544.0,9.85,10.6,5.15,9.65,9.15,9.79
José Carlos Fernández,2000198844.0,8.8,8.6,10.8,8.8,8.3,9.58
Vicente Agulló,2000031433.0,9.8,10.4,8.1,10.2,9.4,9.75
Gabriel Blanco,2000200470.0,11.0,11.0,8.3,12.3,11.5,10.5
Dramane Diarra,2000710909.0,8.6,11.6,5.1,8.25,8.6,11.04
Adrián,67276068.0,2.9,3.2,3.85,4.15,4.15,3.92
Dani Villahermosa,2000049421.0,10.9,9.8,9.6,11.5,10.3,10.17
Souleymane Kané,2000713453.0,8.0,7.7,4.8,9.3,9.05,7.67
