Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Coke Carrillo,2000048835.0,3.33,12.25,11.0,3.0,4.0,6.0,7.0,10.83
Adama Mendy,2000663542.0,9.67,10.75,12.75,8.33,4.33,8.5,12.25,12.42
Unai Eguíluz,2000066197.0,15.0,11.25,12.5,8.0,5.33,5.67,11.5,11.67
Ángel López,95078297.0,12.67,11.75,11.5,10.0,7.67,11.33,10.5,11.33
Jeremi Rodríguez,2000056279.0,12.67,11.25,14.5,9.33,6.33,7.67,13.0,10.17
Marc Casadó,2000058198.0,7.67,12.5,13.5,13.0,9.67,11.33,11.0,11.83
Juan De Dios Navarro,2000196452.0,6.0,11.75,14.5,12.0,7.33,12.67,7.5,7.5
Vassi,67293620.0,7.33,10.75,11.5,11.67,12.0,15.33,7.0,11.5
Esteban Herrera,2000663543.0,1.17,11.12,10.25,12.33,10.67,13.5,8.25,12.0
Esteban Iglesias,2000443789.0,4.17,12.5,14.0,12.0,9.67,14.67,7.5,9.67
Álex Oyón,2000076170.0,0.67,11.75,11.0,10.0,14.67,14.0,11.5,9.67
Pedro José,2000710721.0,10.5,11.0,10.75,2.5,2.83,10.67,8.25,11.75
Abraham,2000710717.0,0.0,8.88,11.75,14.33,12.33,13.0,7.5,7.67
Alvaro Montoya,2000440605.0,1.0,13.75,14.5,10.67,10.67,13.33,13.0,10.0
Abraham Camus,2000663544.0,0.0,9.5,15.5,11.83,11.17,11.33,5.75,8.5
José Carlos Fernández,2000198844.0,13.67,12.75,7.5,6.33,3.67,7.0,14.5,12.17
Vicente Agulló,2000031433.0,6.33,11.25,13.5,9.0,7.0,12.33,6.5,9.33
Gabriel Blanco,2000200470.0,1.33,12.5,10.5,12.0,7.67,11.0,8.0,10.67
Dramane Diarra,2000710909.0,0.0,10.25,15.75,8.33,11.67,10.17,8.25,5.42
Adrián,67276068.0,1.33,8.62,11.0,3.17,2.5,1.83,7.5,7.08
Dani Villahermosa,2000049421.0,9.33,10.0,14.0,12.33,8.0,10.67,12.0,10.67
Souleymane Kané,2000713453.0,0.0,4.38,8.25,11.67,6.17,8.0,7.5,4.5
