Player,UID,FB,WB,IWB,CWB,NNFB
Pavlos Rassias,2000237428.0,12.0,12.05,12.6,12.81,11.5
Christian,2000632607.0,10.25,11.0,10.65,11.77,9.6
Pier Giorgio Taddei,2000571737.0,11.95,10.55,11.25,11.12,11.35
Luca Volpi,2000569300.0,10.9,10.25,10.5,9.81,13.3
Simone Barcellona,2000508897.0,10.55,10.35,10.7,10.85,11.0
Giancarlo Spozio,2000508197.0,10.05,9.45,10.55,10.5,9.3
Riccardo Leonardi,2000442509.0,7.85,8.6,8.0,9.04,6.7
Fabio Romani,2000439764.0,12.5,10.85,12.25,10.27,13.9
Simone Scotta,2000437494.0,10.65,9.95,11.65,11.04,9.45
Giovanni Piva,2000325053.0,6.65,6.7,5.45,7.92,4.95
Martin De Gasperi,2000325005.0,9.3,8.8,9.5,9.92,9.85
Eligio Genchi,2000323481.0,9.2,9.25,10.4,10.73,8.9
Ludovico Serretti,2000199979.0,6.9,7.55,7.45,8.77,7.75
Pablo Torre,2000040347.0,9.25,9.8,10.25,10.92,9.1
Yoane Wissa,85140175.0,10.85,10.5,10.55,10.85,9.95
Michael Cortesão,2000708279.0,13.4,12.1,12.3,12.0,13.4
Matteo Grasso,2000573680.0,9.45,8.5,9.3,9.19,9.8
Tor Andreas Norheim,2000560760.0,8.1,9.4,6.8,9.69,7.75
Francesco Vrenna,2000439770.0,9.3,8.65,10.3,10.31,8.3
Luca Faraoni,2000439465.0,11.9,10.1,10.75,9.5,11.3
Francisco Borja Cruz,2000437496.0,9.35,10.4,8.5,10.31,8.95
Alfio Cattani,2000326553.0,11.2,8.15,9.65,7.85,11.25
Francesco Matta,2000325901.0,7.7,7.5,8.1,8.62,7.1
Domenico Barbato,2000325091.0,10.2,10.3,11.5,11.35,10.65
Alessandro Longoni,2000191664.0,12.8,11.3,12.9,11.46,12.75
Łukasz Poręba,96131652.0,11.9,11.55,12.4,11.77,12.05
Abdou Diallo,85120721.0,12.65,11.4,12.25,11.5,13.1
Filippo Sgarbi,43161673.0,12.55,10.9,12.5,10.5,12.9
Mauro Coppolaro,43159454.0,12.7,11.8,11.9,11.38,13.4
Tomas Suslov,37076659.0,10.65,11.6,11.05,11.92,9.45
Justin Hoogma,37059335.0,12.25,10.15,12.15,10.46,11.2
Jonas Larsen,2000325619.0,10.8,11.45,10.25,11.42,10.4
Antonino Fradella,43393070.0,13.05,11.4,12.2,11.19,13.4
Bartłomiej Maliszewski,96160054.0,7.95,6.05,7.3,5.92,8.45
Antonio Vaccaro,2000324883.0,10.1,7.0,8.75,6.92,10.0
Filippo Rinaldi,43425797.0,8.85,6.15,7.8,5.81,8.35
Abner Medrado,2000410747.0,10.35,11.2,10.9,12.12,9.6
Jesús Castillejo,2000569085.0,10.95,11.45,10.25,11.65,9.15
Nuno Garcia,2000567861.0,10.7,11.6,11.0,12.15,9.9
Gennaro Caiazzo,2000434797.0,11.9,11.3,12.4,12.08,12.1
Andrea Signori,2000569091.0,13.5,12.0,12.7,11.42,13.3
Dejan Petrovič,62176071.0,12.85,12.45,13.55,12.77,12.8
Janis Antiste,49048340.0,10.45,11.2,10.55,12.0,9.7
Andreaw Gravillon,43207127.0,13.95,11.75,12.8,11.65,13.3
Amir Murillo,80028885.0,10.9,8.75,10.2,9.5,9.7
