Player,UID,AF,CF,DLF,F9,P,PF,TM
Pavlos Rassias,2000237428.0,14.35,12.5,14.3,14.05,14.35,12.0,10.85
Christian,2000632607.0,12.7,12.15,12.45,12.6,12.7,11.65,11.2
Pier Giorgio Taddei,2000571737.0,11.9,11.9,12.5,11.8,11.9,12.6,11.7
Luca Volpi,2000569300.0,9.1,8.55,9.05,8.2,9.1,10.9,9.2
Simone Barcellona,2000508897.0,12.7,12.55,12.85,12.05,12.7,12.55,12.95
Giancarlo Spozio,2000508197.0,11.5,11.8,12.2,11.95,11.5,11.75,11.85
Riccardo Leonardi,2000442509.0,10.8,9.55,10.95,11.1,10.8,9.35,9.3
Fabio Romani,2000439764.0,10.75,9.9,10.6,9.5,10.75,10.9,10.6
Simone Scotta,2000437494.0,11.95,12.9,14.05,13.2,11.95,11.5,11.95
Giovanni Piva,2000325053.0,9.4,8.1,8.7,9.0,9.4,9.0,8.0
Martin De Gasperi,2000325005.0,11.8,12.6,13.3,12.6,11.8,12.7,12.95
Eligio Genchi,2000323481.0,10.85,11.4,13.0,13.05,10.85,10.8,10.75
Ludovico Serretti,2000199979.0,10.5,11.15,10.45,10.3,10.5,11.35,10.7
Pablo Torre,2000040347.0,12.15,11.65,13.3,13.55,12.15,10.7,10.8
Yoane Wissa,85140175.0,12.95,12.1,12.4,12.2,12.95,12.2,11.25
Michael Cortesão,2000708279.0,11.7,10.8,11.8,11.0,11.7,12.8,10.1
Matteo Grasso,2000573680.0,11.5,10.95,12.15,11.75,11.5,11.0,10.75
Tor Andreas Norheim,2000560760.0,10.35,8.2,8.6,8.65,10.35,10.3,8.85
Francesco Vrenna,2000439770.0,10.0,11.2,12.55,11.6,10.0,10.2,11.15
Luca Faraoni,2000439465.0,10.05,8.45,9.9,8.95,10.05,9.5,10.2
Francisco Borja Cruz,2000437496.0,13.95,11.7,11.8,11.6,13.95,11.4,12.4
Alfio Cattani,2000326553.0,8.05,8.05,8.5,6.75,8.05,9.85,9.95
Francesco Matta,2000325901.0,10.05,9.5,10.85,11.0,10.05,9.1,8.95
Domenico Barbato,2000325091.0,11.2,12.1,13.7,13.35,11.2,10.35,11.1
Alessandro Longoni,2000191664.0,10.05,9.95,11.4,10.6,10.05,10.65,10.5
Łukasz Poręba,96131652.0,11.45,12.3,12.8,12.2,11.45,12.15,11.9
Abdou Diallo,85120721.0,11.0,10.95,12.1,11.1,11.0,11.35,11.9
Filippo Sgarbi,43161673.0,11.4,10.55,11.05,9.85,11.4,11.15,11.15
Mauro Coppolaro,43159454.0,11.6,10.6,11.7,10.8,11.6,12.1,11.6
Tomas Suslov,37076659.0,13.15,11.9,12.9,13.3,13.15,10.9,11.55
Justin Hoogma,37059335.0,10.3,10.0,12.05,10.7,10.3,9.75,11.3
Jonas Larsen,2000325619.0,12.65,9.3,11.9,11.7,12.65,10.5,9.5
Antonino Fradella,43393070.0,10.9,10.05,11.15,10.0,10.9,11.25,10.45
Bartłomiej Maliszewski,96160054.0,7.5,5.55,7.15,6.6,7.5,7.65,7.4
Antonio Vaccaro,2000324883.0,8.8,6.8,8.85,7.0,8.8,9.95,8.95
Filippo Rinaldi,43425797.0,7.35,5.55,7.3,6.65,7.35,7.2,7.05
Abner Medrado,2000410747.0,13.2,12.65,14.15,14.2,13.2,11.75,12.8
Jesús Castillejo,2000569085.0,13.2,12.4,12.4,12.5,13.2,12.9,12.7
Nuno Garcia,2000567861.0,14.4,12.9,13.6,14.0,14.4,12.6,12.7
Gennaro Caiazzo,2000434797.0,12.7,13.0,14.0,13.5,12.7,12.1,12.6
Andrea Signori,2000569091.0,11.25,10.65,11.45,11.45,11.25,11.4,10.85
Dejan Petrovič,62176071.0,12.4,12.8,13.2,13.1,12.4,11.95,12.55
Janis Antiste,49048340.0,13.55,13.25,13.1,13.45,13.55,12.6,13.6
Andreaw Gravillon,43207127.0,11.9,10.9,11.85,10.5,11.9,12.15,11.75
Amir Murillo,80028885.0,4.55,8.05,6.85,6.15,4.55,8.85,7.85
