Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Pavlos Rassias,2000237428.0,14.4,14.4,14.4,14.4,13.35,13.35,14.15,14.15,11.88,11.88
Christian,2000632607.0,13.45,13.45,13.45,13.45,12.55,12.55,13.4,13.4,12.21,12.21
Pier Giorgio Taddei,2000571737.0,12.3,12.3,12.3,12.3,11.7,11.7,11.8,11.8,11.25,11.25
Luca Volpi,2000569300.0,9.15,9.15,9.15,9.15,8.95,8.95,9.4,9.4,9.21,9.21
Simone Barcellona,2000508897.0,12.6,12.6,12.6,12.6,12.25,12.25,12.3,12.3,12.38,12.38
Giancarlo Spozio,2000508197.0,12.5,12.5,12.5,12.5,11.85,11.85,12.05,12.05,11.29,11.29
Riccardo Leonardi,2000442509.0,11.2,11.2,11.2,11.2,11.0,11.0,10.2,10.2,10.83,10.83
Fabio Romani,2000439764.0,10.25,10.25,10.25,10.25,9.2,9.2,10.0,10.0,9.67,9.67
Simone Scotta,2000437494.0,14.35,14.35,14.35,14.35,11.65,11.65,13.25,13.25,11.29,11.29
Giovanni Piva,2000325053.0,8.4,8.4,8.4,8.4,9.8,9.8,8.2,8.2,8.83,8.83
Martin De Gasperi,2000325005.0,12.45,12.45,12.45,12.45,11.9,11.9,12.95,12.95,11.67,11.67
Eligio Genchi,2000323481.0,13.6,13.6,13.6,13.6,11.35,11.35,13.05,13.05,10.79,10.79
Ludovico Serretti,2000199979.0,11.2,11.2,11.2,11.2,9.5,9.5,12.3,12.3,9.33,9.33
Pablo Torre,2000040347.0,12.85,12.85,12.85,12.85,11.7,11.7,12.0,12.0,11.0,11.0
Yoane Wissa,85140175.0,12.85,12.85,12.85,12.85,12.5,12.5,12.9,12.9,11.58,11.58
Michael Cortesão,2000708279.0,11.6,11.6,11.6,11.6,11.1,11.1,11.5,11.5,10.33,10.33
Matteo Grasso,2000573680.0,11.95,11.95,11.95,11.95,11.4,11.4,11.2,11.2,11.33,11.33
Tor Andreas Norheim,2000560760.0,9.2,9.2,9.2,9.2,12.45,12.45,9.45,9.45,11.71,11.71
Francesco Vrenna,2000439770.0,11.65,11.65,11.65,11.65,9.95,9.95,11.1,11.1,9.29,9.29
Luca Faraoni,2000439465.0,8.7,8.7,8.7,8.7,9.5,9.5,8.55,8.55,10.08,10.08
Francisco Borja Cruz,2000437496.0,11.55,11.55,11.55,11.55,12.1,12.1,12.5,12.5,12.5,12.5
Alfio Cattani,2000326553.0,7.35,7.35,7.35,7.35,7.95,7.95,6.75,6.75,8.96,8.96
Francesco Matta,2000325901.0,11.15,11.15,11.15,11.15,9.5,9.5,10.8,10.8,9.0,9.0
Domenico Barbato,2000325091.0,13.4,13.4,13.4,13.4,10.95,10.95,12.6,12.6,10.79,10.79
Alessandro Longoni,2000191664.0,10.85,10.85,10.85,10.85,10.6,10.6,10.2,10.2,10.75,10.75
Łukasz Poręba,96131652.0,12.25,12.25,12.25,12.25,11.45,11.45,11.8,11.8,11.29,11.29
Abdou Diallo,85120721.0,10.75,10.75,10.75,10.75,11.15,11.15,10.2,10.2,11.62,11.62
Filippo Sgarbi,43161673.0,10.8,10.8,10.8,10.8,10.65,10.65,10.45,10.45,11.12,11.12
Mauro Coppolaro,43159454.0,11.1,11.1,11.1,11.1,11.5,11.5,10.8,10.8,11.75,11.75
Tomas Suslov,37076659.0,13.35,13.35,13.35,13.35,12.4,12.4,13.2,13.2,11.92,11.92
Justin Hoogma,37059335.0,10.45,10.45,10.45,10.45,9.65,9.65,9.45,9.45,10.21,10.21
Jonas Larsen,2000325619.0,11.85,11.85,11.85,11.85,11.7,11.7,11.0,11.0,11.33,11.33
Antonino Fradella,43393070.0,10.65,10.65,10.65,10.65,10.5,10.5,10.3,10.3,10.92,10.92
Bartłomiej Maliszewski,96160054.0,6.8,6.8,6.8,6.8,6.55,6.55,6.4,6.4,6.92,6.92
Antonio Vaccaro,2000324883.0,7.5,7.5,7.5,7.5,8.15,8.15,6.85,6.85,8.21,8.21
Filippo Rinaldi,43425797.0,7.15,7.15,7.15,7.15,6.2,6.2,6.6,6.6,6.79,6.79
Abner Medrado,2000410747.0,13.3,13.3,13.3,13.3,13.0,13.0,13.0,13.0,12.83,12.83
Jesús Castillejo,2000569085.0,13.0,13.0,13.0,13.0,13.6,13.6,12.7,12.7,13.67,13.67
Nuno Garcia,2000567861.0,13.8,13.8,13.8,13.8,13.6,13.6,13.7,13.7,13.08,13.08
Gennaro Caiazzo,2000434797.0,13.8,13.8,13.8,13.8,12.6,12.6,13.0,13.0,12.42,12.42
Andrea Signori,2000569091.0,11.9,11.9,11.9,11.9,12.0,12.0,11.0,11.0,12.0,12.0
Dejan Petrovič,62176071.0,13.55,13.55,13.55,13.55,12.15,12.15,13.15,13.15,12.17,12.17
Janis Antiste,49048340.0,13.15,13.15,13.15,13.15,12.9,12.9,13.5,13.5,13.25,13.25
Andreaw Gravillon,43207127.0,11.25,11.25,11.25,11.25,11.1,11.1,10.75,10.75,11.58,11.58
Amir Murillo,80028885.0,9.05,9.05,9.05,9.05,5.9,5.9,9.05,9.05,7.17,7.17
