Match,Player,UID
#GK,Bartłomiej Maliszewski,96160054
#GK,Antonio Vaccaro,2000324883
#GK,Filippo Rinaldi,43425797
#DR,Fabio Romani,2000439764
#DR,Alessandro Longoni,2000191664
#DR,Mauro Coppolaro,43159454
#DR,Jonas Larsen,2000325619
#DR,Antonino Fradella,43393070
#DR,Amir Murillo,80028885
#DC,Luca Volpi,2000569300
#DC,Fabio Romani,2000439764
#DC,Luca Faraoni,2000439465
#DC,Alfio Cattani,2000326553
#DC,Alessandro Longoni,2000191664
#DC,Abdou Diallo,85120721
#DC,Filippo Sgarbi,43161673
#DC,Mauro Coppolaro,43159454
#DC,Justin Hoogma,37059335
#DC,Antonino Fradella,43393070
#DC,Andrea Signori,2000569091
#DC,Andreaw Gravillon,43207127
#DC,Amir Murillo,80028885
#DL,Michael Cortesão,2000708279
#DL,Luca Faraoni,2000439465
#DL,Abdou Diallo,85120721
#DL,Justin Hoogma,37059335
#DL,Jonas Larsen,2000325619
#DL,Antonino Fradella,43393070
#DL,Andrea Signori,2000569091
#WBR,Mauro Coppolaro,43159454
#WBR,Amir Murillo,80028885
#DM,Domenico Barbato,2000325091
#DM,Łukasz Poręba,96131652
#DM,Abdou Diallo,85120721
#DM,Justin Hoogma,37059335
#DM,Gennaro Caiazzo,2000434797
#DM,Dejan Petrovič,62176071
#WBL,Tor Andreas Norheim,2000560760
#MR,Giovanni Piva,2000325053
#MR,Tomas Suslov,37076659
#MR,Jesús Castillejo,2000569085
#MR,Nuno Garcia,2000567861
#MC,Pavlos Rassias,2000237428
#MC,Pier Giorgio Taddei,2000571737
#MC,Luca Volpi,2000569300
#MC,Giancarlo Spozio,2000508197
#MC,Riccardo Leonardi,2000442509
#MC,Simone Scotta,2000437494
#MC,Eligio Genchi,2000323481
#MC,Pablo Torre,2000040347
#MC,Francesco Vrenna,2000439770
#MC,Francesco Matta,2000325901
#MC,Domenico Barbato,2000325091
#MC,Łukasz Poręba,96131652
#MC,Tomas Suslov,37076659
#MC,Gennaro Caiazzo,2000434797
#MC,Dejan Petrovič,62176071
#ML,Yoane Wissa,85140175
#ML,Tor Andreas Norheim,2000560760
#ML,Abner Medrado,2000410747
#AMR,Christian,2000632607
#AMR,Giancarlo Spozio,2000508197
#AMR,Giovanni Piva,2000325053
#AMR,Francisco Borja Cruz,2000437496
#AMR,Francesco Matta,2000325901
#AMR,Tomas Suslov,37076659
#AMR,Jonas Larsen,2000325619
#AMR,Jesús Castillejo,2000569085
#AMR,Nuno Garcia,2000567861
#AMR,Janis Antiste,49048340
#AMC,Pavlos Rassias,2000237428
#AMC,Christian,2000632607
#AMC,Pier Giorgio Taddei,2000571737
#AMC,Riccardo Leonardi,2000442509
#AMC,Simone Scotta,2000437494
#AMC,Martin De Gasperi,2000325005
#AMC,Eligio Genchi,2000323481
#AMC,Pablo Torre,2000040347
#AMC,Matteo Grasso,2000573680
#AMC,Francesco Vrenna,2000439770
#AMC,Francesco Matta,2000325901
#AMC,Łukasz Poręba,96131652
#AMC,Tomas Suslov,37076659
#AMC,Abner Medrado,2000410747
#AMC,Nuno Garcia,2000567861
#AMC,Gennaro Caiazzo,2000434797
#AMC,Dejan Petrovič,62176071
#AMC,Janis Antiste,49048340
#AML,Simone Barcellona,2000508897
#AML,Yoane Wissa,85140175
#AML,Tor Andreas Norheim,2000560760
#AML,Francisco Borja Cruz,2000437496
#AML,Francesco Matta,2000325901
#AML,Tomas Suslov,37076659
#AML,Abner Medrado,2000410747
#AML,Janis Antiste,49048340
#STC,Christian,2000632607
#STC,Simone Barcellona,2000508897
#STC,Martin De Gasperi,2000325005
#STC,Ludovico Serretti,2000199979
#STC,Yoane Wissa,85140175
#STC,Matteo Grasso,2000573680
#STC,Francisco Borja Cruz,2000437496
#STC,Tomas Suslov,37076659
#STC,Jesús Castillejo,2000569085
#STC,Janis Antiste,49048340
