Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Pavlos Rassias,2000237428.0,14.2,13.3,11.7,13.5,13.65,13.85,14.8,13.0
Christian,2000632607.0,11.6,11.75,10.25,12.85,12.9,12.65,13.05,11.8
Pier Giorgio Taddei,2000571737.0,12.2,11.0,12.3,12.8,13.2,11.7,12.1,12.0
Luca Volpi,2000569300.0,9.0,8.55,13.0,10.05,10.1,8.35,8.25,11.0
Simone Barcellona,2000508897.0,10.8,10.8,11.6,11.95,11.9,11.85,13.05,11.3
Giancarlo Spozio,2000508197.0,11.3,10.8,10.3,12.2,12.5,11.85,12.75,11.35
Riccardo Leonardi,2000442509.0,9.95,9.45,7.2,9.95,10.2,10.95,11.75,8.25
Fabio Romani,2000439764.0,10.85,10.55,13.55,10.9,10.6,9.8,10.4,12.3
Simone Scotta,2000437494.0,13.95,12.35,10.25,13.3,13.85,13.9,14.2,12.1
Giovanni Piva,2000325053.0,8.35,7.45,6.35,8.3,8.1,9.6,9.6,6.65
Martin De Gasperi,2000325005.0,12.0,11.9,10.7,12.55,12.0,12.4,12.75,11.05
Eligio Genchi,2000323481.0,13.2,12.2,9.7,13.2,13.45,13.25,13.4,11.5
Ludovico Serretti,2000199979.0,9.65,9.35,8.8,10.65,10.0,10.55,10.25,8.85
Pablo Torre,2000040347.0,12.7,12.5,9.8,11.7,12.05,14.2,13.9,10.6
Yoane Wissa,85140175.0,11.9,11.65,10.4,12.2,11.9,12.3,12.7,11.1
Michael Cortesão,2000708279.0,12.6,11.7,13.2,12.5,12.4,11.6,11.5,12.8
Matteo Grasso,2000573680.0,12.15,10.75,10.55,11.45,11.9,11.65,12.45,10.05
Tor Andreas Norheim,2000560760.0,6.95,6.8,8.4,9.4,8.75,8.1,9.0,7.75
Francesco Vrenna,2000439770.0,11.8,11.05,9.3,12.15,12.4,11.8,11.95,11.15
Luca Faraoni,2000439465.0,10.75,9.6,11.2,9.75,9.7,8.65,9.2,11.25
Francisco Borja Cruz,2000437496.0,9.85,10.15,8.9,10.8,9.9,11.3,12.4,9.25
Alfio Cattani,2000326553.0,9.9,7.8,12.05,9.0,9.35,7.5,7.6,10.2
Francesco Matta,2000325901.0,10.0,9.9,7.45,10.55,10.6,11.1,11.85,9.05
Domenico Barbato,2000325091.0,13.4,12.6,10.7,12.6,13.3,13.05,13.3,11.5
Alessandro Longoni,2000191664.0,11.75,11.45,12.45,11.6,12.15,10.6,10.95,12.9
Łukasz Poręba,96131652.0,12.7,12.75,12.35,12.65,13.0,12.4,11.85,12.45
Abdou Diallo,85120721.0,12.15,11.0,12.9,11.3,11.95,11.1,11.15,12.1
Filippo Sgarbi,43161673.0,11.1,10.5,12.55,10.95,11.25,10.35,10.75,12.35
Mauro Coppolaro,43159454.0,11.6,11.1,13.3,11.8,11.5,10.9,11.1,12.3
Tomas Suslov,37076659.0,12.5,12.75,9.3,12.5,12.0,13.1,13.6,11.1
Justin Hoogma,37059335.0,13.35,11.45,11.5,11.2,12.05,11.25,10.8,12.3
Jonas Larsen,2000325619.0,11.65,10.95,10.35,11.0,10.7,12.5,12.4,10.5
Antonino Fradella,43393070.0,12.0,10.55,13.15,11.45,11.9,10.3,10.35,12.55
Bartłomiej Maliszewski,96160054.0,7.55,7.55,8.9,7.85,8.05,7.0,7.85,8.45
Antonio Vaccaro,2000324883.0,10.0,8.0,11.25,9.55,10.35,7.75,8.2,10.25
Filippo Rinaldi,43425797.0,9.05,8.1,8.8,8.2,8.7,7.05,7.6,9.05
Abner Medrado,2000410747.0,13.05,12.95,10.0,12.55,12.7,14.25,14.05,11.45
Jesús Castillejo,2000569085.0,11.65,11.55,10.45,13.05,12.75,13.0,12.8,11.65
Nuno Garcia,2000567861.0,12.1,12.5,10.3,12.6,12.5,13.9,14.6,11.5
Gennaro Caiazzo,2000434797.0,13.5,12.5,12.5,13.4,14.0,13.0,14.0,12.5
Andrea Signori,2000569091.0,12.5,11.8,13.6,12.75,13.0,11.55,11.85,13.3
Dejan Petrovič,62176071.0,13.4,13.25,12.6,13.5,13.45,13.2,13.5,13.3
Janis Antiste,49048340.0,12.2,12.3,10.6,12.6,12.45,13.6,13.5,11.7
Andreaw Gravillon,43207127.0,12.5,11.1,13.15,12.35,12.6,11.1,11.6,13.1
Amir Murillo,80028885.0,8.7,7.4,9.2,11.3,11.3,6.15,6.15,11.1
